ID,RA,Dec,k80mag,e80mag,Jmag,eJmag,jMINUSeightzero,ERRORjMINUSeightzero
1899,296.29922,-14.66845,14.78,0.07,15.744,0.009,0.964,0.0705762
1900,296.26621,-14.78322,14.94,0.08,16.303,0.015,1.363,0.081394103
1901,296.12285,-14.66675,15.32,0.08,15.88,0.01,0.56,0.080622577
1902,296.04983,-14.83012,15.01,0.1,16.06,0.014,1.05,0.100975244
1903,296.19121,-14.86697,14.75,0.04,17.392,0.033,2.642,0.051855569
1904,296.23619,-14.74899,15.76,0.09,16.486,0.017,0.726,0.091591484
1907,296.24671,-14.8211,15.22,0.07,16.399,0.016,1.179,0.071805292
1908,296.30499,-14.86876,14.84,0.06,17.395,0.032,2.555,0.068
1909,296.19688,-14.73378,15.11,0.06,16.423,0.016,1.313,0.062096699
1910,296.23677,-14.92086,14.91,0.06,15.855,0.011,0.945,0.061
1911,296.1479,-14.78655,14.93,0.1,17.224,0.029,2.294,0.104120123
1912,296.22974,-14.84818,15.23,0.09,15.792,0.01,0.562,0.090553851
1913,296.20507,-14.87555,14.72,0.08,17.731,0.043,3.011,0.090824006
1914,296.30743,-14.67293,15.19,0.1,16.345,0.014,1.155,0.100975244
1915,296.35056,-14.71823,15.3,0.09,15.863,0.01,0.563,0.090553851
1917,296.28791,-14.81396,15.03,0.07,17.365,0.032,2.335,0.076967526
1918,296.25173,-14.89274,15.27,0.11,16.348,0.015,1.078,0.111018017
1919,296.23304,-14.84998,14.6,0.05,17.595,0.038,2.995,0.062801274
1920,296.13465,-14.86182,15.06,0.07,17.191,0.028,2.131,0.075392307
1921,296.25371,-14.80406,14.8,0.07,17.409,0.033,2.609,0.07738863
1922,296.1707,-14.85994,14.65,0.06,17.313,0.031,2.663,0.067535176
1923,296.24575,-14.7527,15.33,0.08,16.126,0.013,0.796,0.081049368
1924,296.18461,-14.73623,15.18,0.07,15.998,0.012,0.818,0.071021124
1926,296.11005,-14.7459,15.27,0.08,16.291,0.014,1.021,0.081215762
1927,296.24063,-14.88796,15.34,0.09,17.112,0.026,1.772,0.093680307
1928,296.12582,-14.92816,15.41,0.1,16.107,0.013,0.697,0.10084146
1929,296.25379,-14.75486,14.45,0.06,17.148,0.027,2.698,0.065795137
1930,296.22457,-14.86309,15.18,0.08,17.083,0.026,1.903,0.084118963
1932,296.37814,-14.62719,15.09,0.08,15.711,0.009,0.621,0.080504658
1933,296.32136,-14.68,15.31,0.09,16.272,0.013,0.962,0.090934042
1936,296.25981,-14.82211,15.1,0.05,17.409,0.033,2.309,0.059908263
1937,296.0996,-14.90874,15.15,0.07,16.371,0.015,1.221,0.071589105
1938,296.13246,-14.87397,15.53,0.09,16.148,0.013,0.618,0.090934042
1940,296.3272,-14.92467,15.02,0.12,15.813,0.01,0.793,0.120415946
1943,296.23035,-14.84235,14.89,0.07,17.324,0.031,2.434,0.076557168
1944,296.1355,-14.76624,15.18,0.1,15.858,0.011,0.678,0.100603181
1945,296.23919,-14.76638,15.13,0.06,16.25,0.014,1.12,0.061611687
1947,296.19492,-14.79522,16.28,0.2,16.54,0.017,0.26,0.2007212
1948,296.29484,-14.86473,14.98,0.07,17.147,0.026,2.167,0.074672619
1949,296.10864,-14.78924,14.95,0.09,16.735,0.02,1.785,0.092195445
1950,296.07589,-14.94933,15.43,0.27,15.971,0.011,0.541,0.270223981
1951,296.18623,-14.81309,15.23,0.09,17.198,0.028,1.968,0.094254973
1953,296.2971,-14.76954,15.57,0.11,16.501,0.017,0.931,0.111305885
1954,296.18443,-14.87731,15.72,0.1,15.988,0.012,0.268,0.100717426
1955,296.29859,-14.65853,15.15,0.09,16.233,0.013,1.083,0.090934042
1956,296.16734,-14.88269,16.05,0.14,15.745,0.01,-0.305,0.140356688
1957,296.29893,-14.87517,14.98,0.06,16.381,0.015,1.401,0.061846584
1958,296.38409,-14.84012,15.06,0.05,17.842,0.038,2.782,0.062801274
1959,296.31371,-14.86682,14.92,0.05,17.322,0.03,2.402,0.058309519
1961,296.12232,-14.95111,15.34,0.08,15.763,0.01,0.423,0.080622577
1962,296.06457,-14.79639,15.06,0.09,15.854,0.012,0.794,0.090796476
1964,296.26168,-14.74829,15.58,0.1,16.094,0.013,0.514,0.10084146
1965,296.0561,-14.68516,15.36,0.11,16.675,0.019,1.315,0.111628849
1966,296.41803,-14.85085,15.35,0.07,15.895,0.01,0.545,0.070710678
1967,296.30219,-14.91044,15.06,0.12,16.486,0.016,1.426,0.121061968
1968,296.18015,-14.8253,14.86,0.06,17.231,0.029,2.371,0.066640828
1969,296.29507,-14.82566,15.09,0.05,18.237,0.064,3.147,0.081215762
1970,296.23247,-14.80813,14.84,0.04,17.048,0.025,2.208,0.047169906
1971,296.21353,-14.72642,15.33,0.08,16.101,0.013,0.771,0.081049368
1974,296.24568,-14.94816,14.89,0.16,16.06,0.013,1.17,0.160527256
1975,296.1975,-14.80579,15.08,0.07,16.857,0.022,1.777,0.073375745
1976,296.19569,-14.86985,15.79,0.1,16.212,0.014,0.422,0.100975244
1977,296.14093,-14.88873,15.31,0.11,15.942,0.012,0.632,0.11065261
1978,296.16677,-14.7892,15.66,0.18,15.936,0.011,0.276,0.180335798
1979,296.20143,-14.84878,14.86,0.06,17.479,0.035,2.619,0.06946222
1980,296.24886,-14.88334,15.23,0.06,16.214,0.014,0.984,0.061611687
1982,296.24365,-14.77463,15.3,0.07,16.193,0.013,0.893,0.07119691
1983,296.03351,-14.69662,15.57,0.13,16.138,0.013,0.568,0.130648383
1984,296.27384,-14.92592,15.41,0.1,16.159,0.013,0.749,0.10084146
1985,296.21498,-14.7879,14.97,0.07,17.277,0.03,2.307,0.076157731
1986,296.35571,-14.81935,14.88,0.06,17.585,0.032,2.705,0.068
1987,296.09529,-14.66704,15.09,0.07,16.472,0.015,1.382,0.071589105
1988,296.20679,-14.89101,15.25,0.11,16.185,0.013,0.935,0.110765518
1990,296.22352,-14.94484,15.51,0.16,16.594,0.018,1.084,0.161009317
1991,296.14136,-14.92136,15.13,0.07,16.527,0.017,1.397,0.072034714
1994,296.05562,-14.72831,14.94,0.09,15.947,0.013,1.007,0.090934042
1995,296.11257,-14.91157,13.51,0.03,18.481,0.079,4.971,0.084504438
1996,296.26762,-14.82148,15.15,0.09,16.046,0.012,0.896,0.090796476
1999,296.23206,-14.90148,14.85,0.07,17.136,0.027,2.286,0.075026662
2000,296.2889,-14.6745,15.22,0.05,16.143,0.012,0.923,0.051419841
2002,296.07066,-14.95586,14.21,0.07,15.768,0.01,1.558,0.070710678
2003,296.28032,-14.89945,15.51,0.15,16.07,0.012,0.56,0.150479234
2004,296.18263,-14.79187,15.14,0.07,15.93,0.011,0.79,0.070859015
2005,296.21699,-14.86582,14.16,0.03,16.334,0.015,2.174,0.03354102
2006,296.07451,-14.82809,15.58,0.14,16.532,0.019,0.952,0.141283403
2007,296.42625,-14.91057,15.08,0.11,15.777,0.009,0.697,0.110367568
2009,296.2236,-14.74163,15.14,0.06,17.53,0.037,2.39,0.070491134
2011,296.28623,-14.8457,14.9,0.05,16.697,0.019,1.797,0.053488316
2012,296.20987,-14.66279,15.62,0.09,15.941,0.011,0.321,0.09066973
2013,296.11651,-14.87805,15.59,0.09,16.401,0.016,0.811,0.091411159
2014,296.2736,-14.89839,15.04,0.06,16.42,0.016,1.38,0.062096699
2015,296.10792,-14.70921,15.09,0.06,16.518,0.016,1.428,0.062096699
2016,296.22999,-14.76649,14.93,0.15,17.526,0.036,2.596,0.154259522
2017,296.35895,-14.63581,15.32,0.15,16.546,0.016,1.226,0.15085092
2018,296.08579,-14.813,15.7,0.15,16.071,0.014,0.371,0.150651917
2019,296.42312,-14.78754,15.63,0.16,16.592,0.016,0.962,0.16079801
2020,296.2355,-14.85787,14.63,0.05,16.412,0.016,1.782,0.052497619
2022,296.16168,-14.79347,15.02,0.04,17.36,0.032,2.34,0.051224994
2023,296.43032,-14.91573,14.95,0.12,16.127,0.012,1.177,0.120598507
2026,296.29908,-14.78344,14.64,0.07,17.48,0.035,2.84,0.078262379
2027,296.19947,-14.79926,14.82,0.1,17.226,0.029,2.406,0.104120123
2030,296.13705,-14.88273,15.24,0.07,16.022,0.012,0.782,0.071021124
2031,296.24766,-14.83766,15.68,0.09,16.229,0.014,0.549,0.09108238
2032,296.40572,-14.86166,15.26,0.09,16.616,0.016,1.356,0.091411159
2033,296.36707,-14.71719,15.24,0.06,16.121,0.012,0.881,0.061188234
2034,296.08624,-14.69446,15.43,0.17,16.62,0.019,1.19,0.17105847
2035,296.25525,-14.82573,15.27,0.09,16.736,0.02,1.466,0.092195445
2036,296.42195,-14.75011,15.17,0.08,16.288,0.013,1.118,0.081049368
2037,296.25794,-14.85612,15.46,0.09,16.573,0.018,1.113,0.091782351
2038,296.31217,-14.71394,15.4,0.08,16.036,0.011,0.636,0.080752709
2039,296.33063,-14.81121,14.82,0.06,17.489,0.029,2.669,0.066640828
2040,296.34675,-14.85536,15.21,0.05,17.32,0.026,2.11,0.056356011
2041,296.35258,-14.756,15.56,0.1,16.064,0.011,0.504,0.100603181
2043,296.08071,-14.81593,15.23,0.1,16.63,0.021,1.4,0.102181212
2045,296.06145,-14.77784,15.36,0.08,16.384,0.017,1.024,0.081786307
2046,296.32063,-14.84112,15.35,0.1,16.655,0.016,1.305,0.101271911
2047,296.31602,-14.68664,15.34,0.07,16.648,0.017,1.308,0.072034714
2048,296.24941,-14.67668,15.25,0.1,15.611,0.009,0.361,0.100404183
2050,296.27865,-14.89286,15.7,0.13,15.839,0.011,0.139,0.130464555
2051,296.4371,-14.91142,15.81,0.29,16.572,0.015,0.762,0.290387672
2052,296.18977,-14.90009,14.72,0.07,17.139,0.027,2.419,0.075026662
2053,296.31059,-14.65952,15.19,0.11,15.877,0.01,0.687,0.11045361
2056,296.2812,-14.85213,15.03,0.07,16.326,0.015,1.296,0.071589105
2058,296.16348,-14.65494,15.14,0.08,16.149,0.012,1.009,0.080894994
2059,296.0725,-14.67969,15.47,0.08,16.678,0.019,1.208,0.0822253
2060,296.31901,-14.69081,15.27,0.08,16.04,0.011,0.77,0.080752709
2061,296.25065,-14.83883,14.89,0.04,17.076,0.026,2.186,0.047707442
2062,296.30103,-14.9324,15.26,0.08,16.237,0.014,0.977,0.081215762
2063,296.38287,-14.67741,15.27,0.13,16.711,0.018,1.441,0.131240238
2064,296.40642,-14.74464,15.63,0.12,16.546,0.015,0.916,0.120933866
2065,296.21512,-14.8475,14.87,0.07,17.156,0.027,2.286,0.075026662
2066,296.04558,-14.68914,15.47,0.13,16.446,0.016,0.976,0.130980915
2067,296.11596,-14.82004,15.79,0.1,15.931,0.011,0.141,0.100603181
2068,296.27689,-14.81702,15.05,0.05,17.495,0.035,2.445,0.061032778
2069,296.14739,-14.83757,15.04,0.06,17.527,0.036,2.487,0.069971423
2070,296.11861,-14.89873,14.8,0.06,16.894,0.022,2.094,0.063906181
2072,296.12175,-14.85394,15.61,0.09,16.408,0.016,0.798,0.091411159
2073,296.08002,-14.88832,15.16,0.1,16.452,0.018,1.292,0.101607086
2074,296.25577,-14.69007,15.34,0.08,15.996,0.011,0.656,0.080752709
2075,296.21705,-14.75677,14.93,0.04,16.292,0.015,1.362,0.042720019
2076,296.20082,-14.70931,15.42,0.1,16.039,0.011,0.619,0.100603181
2077,296.2976,-14.83898,15.43,0.1,15.957,0.011,0.527,0.100603181
2079,296.27387,-14.67652,15,0.07,17.247,0.027,2.247,0.075026662
2080,296.17759,-14.88737,15.27,0.08,15.83,0.011,0.56,0.080752709
2081,296.24532,-14.80813,15.4,0.1,15.845,0.011,0.445,0.100603181
2082,296.1157,-14.74383,15.23,0.06,15.975,0.012,0.745,0.061188234
2083,296.23124,-14.7767,14.97,0.06,16.328,0.015,1.358,0.061846584
2085,296.3567,-14.74882,15.5,0.13,16.417,0.014,0.917,0.130751673
2086,296.28263,-14.85334,15.36,0.06,15.914,0.011,0.554,0.061
2087,296.30455,-14.75193,15.38,0.1,16.527,0.017,1.147,0.101434708
2088,296.26926,-14.73877,14.98,0.05,17.458,0.034,2.478,0.060464866
2089,296.1596,-14.88224,14.83,0.07,17.318,0.031,2.488,0.076557168
2090,296.2815,-14.74688,14.64,0.05,17.525,0.036,2.885,0.061611687
2091,296.25367,-14.77368,15.21,0.07,17.206,0.028,1.996,0.075392307
2092,296.06727,-14.93056,15.68,0.19,16.268,0.016,0.588,0.190672494
2093,296.24943,-14.77051,14.95,0.04,17.391,0.032,2.441,0.051224994
2094,296.25272,-14.85401,15.37,0.11,15.92,0.011,0.55,0.110548632
2095,296.18646,-14.79796,14.86,0.05,19.467,0.181,4.607,0.187779126
2096,296.20271,-14.77378,14.78,0.05,17.296,0.03,2.516,0.058309519
2099,296.38856,-14.77294,15.46,0.19,16.508,0.015,1.048,0.190591186
2101,296.1758,-14.79393,15.37,0.06,17.48,0.035,2.11,0.06946222
2102,296.21427,-14.95128,15.23,0.09,15.74,0.01,0.51,0.090553851
2103,296.10373,-14.84382,15.72,0.15,16.048,0.012,0.328,0.150479234
2104,296.25788,-14.76931,14.43,0.07,17.861,0.047,3.431,0.084314886
2105,296.28233,-14.66422,14.22,0.04,14.616,0.005,0.396,0.040311289
2106,296.38906,-14.66325,15,0.12,16.452,0.015,1.452,0.120933866
2107,296.31233,-14.74362,15.5,0.14,16.532,0.017,1.032,0.141028366
2108,296.16612,-14.79044,15.64,0.09,16.371,0.015,0.731,0.091241438
2109,296.26774,-14.9085,14.5,0.08,17.529,0.036,3.029,0.087726849
2110,296.21536,-14.86096,14.97,0.06,17.556,0.037,2.586,0.070491134
2112,296.38455,-14.8838,15.51,0.14,16.101,0.011,0.591,0.140431478
2113,296.39911,-14.89372,15.61,0.14,16.172,0.012,0.562,0.140513345
2114,296.35154,-14.85995,15.97,0.14,15.843,0.01,-0.127,0.140356688
2117,296.24926,-14.76379,15.07,0.1,17.377,0.032,2.307,0.104995238
2119,296.36285,-14.86516,15.35,0.09,16.532,0.015,1.182,0.091241438
2120,296.35687,-14.74817,15.13,0.1,17.254,0.025,2.124,0.103077641
2121,296.19317,-14.82932,15.26,0.09,16.393,0.016,1.133,0.091411159
2122,296.38632,-14.66146,15.47,0.11,16.254,0.013,0.784,0.110765518
2123,296.35304,-14.66571,15.56,0.1,16.176,0.012,0.616,0.100717426
2124,296.09727,-14.88801,15.64,0.14,15.707,0.01,0.067,0.140356688
2125,296.2133,-14.68373,15.07,0.09,16.006,0.011,0.936,0.09066973
2126,296.24677,-14.90126,15.26,0.1,16.447,0.016,1.187,0.101271911
2127,296.26028,-14.89405,15.24,0.09,15.957,0.012,0.717,0.090796476
2128,296.13269,-14.91413,15.17,0.08,15.874,0.011,0.704,0.080752709
2129,296.24246,-14.84225,15.76,0.1,17.176,0.028,1.416,0.10384604
2131,296.24241,-14.67144,15.23,0.06,17.361,0.03,2.131,0.067082039
2133,296.04982,-14.76942,15.9,0.17,16.375,0.017,0.475,0.170847886
2134,296.16992,-14.95179,15.09,0.07,15.745,0.01,0.655,0.070710678
2135,296.2612,-14.83641,15.51,0.12,15.922,0.011,0.412,0.120503112
2136,296.12009,-14.68037,15.15,0.09,16.17,0.012,1.02,0.090796476
2138,296.23264,-14.91174,15.44,0.13,18.228,0.064,2.788,0.144899965
2140,296.08286,-14.68627,15.15,0.09,17.236,0.03,2.086,0.09486833
2141,296.07501,-14.74626,15.02,0.06,15.661,0.011,0.641,0.061
2142,296.18029,-14.9243,15.52,0.16,16.463,0.016,0.943,0.16079801
2143,296.17769,-14.79219,15.31,0.06,15.839,0.011,0.529,0.061
2144,296.3085,-14.88235,15.56,0.09,15.943,0.011,0.383,0.09066973
2145,296.26834,-14.68314,15.66,0.14,16.492,0.016,0.832,0.14091132
2146,296.1206,-14.95823,15.5,0.18,15.806,0.011,0.306,0.180335798
2147,296.31194,-14.92137,14.81,0.07,17.396,0.032,2.586,0.076967526
2148,296.37473,-14.82224,15.35,0.11,16.095,0.011,0.745,0.110548632
2149,296.17714,-14.68862,15.54,0.17,15.675,0.009,0.135,0.170238069
2150,296.1214,-14.67934,14.89,0.06,17.359,0.03,2.469,0.067082039
2151,296.22253,-14.82647,15.45,0.06,16.594,0.018,1.144,0.062641839
2152,296.21695,-14.72789,14.98,0.12,18.572,0.085,3.592,0.147054412
2153,296.12976,-14.72115,15.89,0.15,16.113,0.012,0.223,0.150479234
2154,296.24606,-14.64393,15.03,0.09,18.162,0.057,3.132,0.106531685
2155,296.21708,-14.87605,15.88,0.11,17.51,0.036,1.63,0.11574109
2157,296.10257,-14.69196,15.42,0.07,16.494,0.016,1.074,0.071805292
2158,296.2802,-14.79321,15.41,0.12,16.758,0.02,1.348,0.121655251
2159,296.23723,-14.67619,15.61,0.1,16.086,0.012,0.476,0.100717426
2160,296.24275,-14.78727,13.45,0.06,18.35,0.07,4.9,0.092195445
2161,296.17373,-14.75722,15.19,0.07,16.182,0.013,0.992,0.07119691
2163,296.36016,-14.92744,15.25,0.1,16.423,0.014,1.173,0.100975244
2164,296.38766,-14.78865,15.79,0.15,16.596,0.016,0.806,0.15085092
2165,296.42466,-14.91612,15.74,0.18,16.688,0.017,0.948,0.180800996
2166,296.40839,-14.69447,16.04,0.16,17.266,0.028,1.226,0.162431524
2167,296.22534,-14.81,15.31,0.07,16.025,0.012,0.715,0.071021124
2168,296.17277,-14.75008,14.75,0.05,17.437,0.034,2.687,0.060464866
2169,296.29556,-14.67765,15.12,0.1,17.625,0.037,2.505,0.106625513
2170,296.25236,-14.72211,15.15,0.05,16.863,0.02,1.713,0.053851648
2171,296.27499,-14.65815,15.39,0.11,16.508,0.016,1.118,0.111157546
2172,296.3415,-14.71285,15.19,0.05,17.321,0.029,2.131,0.057801384
2174,296.40571,-14.81246,14.85,0.07,16.182,0.012,1.332,0.071021124
2175,296.21044,-14.81318,15.47,0.16,17.387,0.033,1.917,0.163367683
2176,296.14394,-14.70249,14.93,0.07,17.369,0.03,2.439,0.076157731
2177,296.10619,-14.80525,15.29,0.07,16.253,0.014,0.963,0.071386273
2178,296.24935,-14.78396,14.54,0.1,16.261,0.014,1.721,0.100975244
2179,296.36654,-14.7104,15.76,0.12,16.044,0.011,0.284,0.120503112
2180,296.31798,-14.84104,14.81,0.06,17.341,0.026,2.531,0.065391131
2184,296.21778,-14.78791,15.2,0.08,17.451,0.034,2.251,0.086925255
2186,296.14085,-14.72185,15.36,0.12,16.706,0.018,1.346,0.12134249
2187,296.25122,-14.80401,15.76,0.15,15.867,0.011,0.107,0.150402793
2188,296.24647,-14.89563,14.97,0.05,17.64,0.039,2.67,0.063411355
2189,296.22319,-14.7543,15.31,0.09,17.358,0.032,2.048,0.095519631
2190,296.25045,-14.81723,15.6,0.07,16.589,0.018,0.989,0.072277244
2193,296.16095,-14.85936,13.99,0.1,17.054,0.025,3.064,0.103077641
2196,296.30262,-14.93696,15.46,0.14,16.171,0.013,0.711,0.140602276
2198,296.4386,-14.90158,15.65,0.22,16.072,0.011,0.422,0.220274828
2199,296.13552,-14.85899,14.89,0.06,17.247,0.029,2.357,0.066640828
2200,296.29363,-14.72383,15.13,0.09,17.219,0.028,2.089,0.094254973
2201,296.21507,-14.8665,15.19,0.07,16.649,0.019,1.459,0.072532751
2203,296.16029,-14.68812,15.77,0.11,16.097,0.012,0.327,0.11065261
2204,296.10181,-14.85041,15.26,0.12,15.907,0.011,0.647,0.120503112
2205,296.32091,-14.8859,15.39,0.06,16.646,0.016,1.256,0.062096699
2207,296.23961,-14.73133,15.42,0.19,16.105,0.013,0.685,0.190444218
2208,296.10991,-14.77453,15.53,0.12,16.189,0.014,0.659,0.120813906
2209,296.42117,-14.74717,14.72,0.08,17.184,0.023,2.464,0.083240615
2210,296.27907,-14.65919,15.25,0.1,17.931,0.047,2.681,0.110494344
2212,296.37616,-14.89172,15.48,0.1,16.676,0.017,1.196,0.101434708
2213,296.27655,-14.80747,15.12,0.08,17.792,0.044,2.672,0.091301698
2214,296.31637,-14.85879,15.47,0.09,16.658,0.018,1.188,0.091782351
2215,296.1034,-14.70899,15.22,0.09,16.265,0.013,1.045,0.090934042
2218,296.32042,-14.73451,15.31,0.07,16.67,0.017,1.36,0.072034714
2219,296.24851,-14.69399,15.67,0.21,16.65,0.017,0.98,0.210686972
2222,296.08084,-14.67227,16.1,0.22,16.6,0.018,0.5,0.220735135
2223,296.20492,-14.87109,15.41,0.1,16.935,0.023,1.525,0.102610916
2225,296.2161,-14.9356,15.32,0.1,15.903,0.011,0.583,0.100603181
2227,296.22341,-14.80098,15.18,0.08,17.69,0.042,2.51,0.090354856
2229,296.26363,-14.83353,15.05,0.06,17.484,0.035,2.434,0.06946222
2230,296.19825,-14.84365,15.11,0.11,16.175,0.013,1.065,0.110765518
2231,296.40342,-14.78836,15.4,0.12,16.127,0.012,0.727,0.120598507
2232,296.23414,-14.75092,15.63,0.12,15.783,0.01,0.153,0.120415946
2234,296.25248,-14.76233,16.32,0.13,16.256,0.014,-0.064,0.130751673
2236,296.22997,-14.73924,15.24,0.1,16.499,0.017,1.259,0.101434708
2237,296.29352,-14.7231,15.58,0.07,16.777,0.019,1.197,0.072532751
2238,296.14083,-14.7349,15.1,0.07,16.208,0.014,1.108,0.071386273
2239,296.20377,-14.85092,15.14,0.07,18.389,0.073,3.249,0.101138519
2240,296.38045,-14.83477,15.67,0.12,16.479,0.015,0.809,0.120933866
2241,296.2362,-14.87842,15.32,0.11,16.524,0.017,1.204,0.111305885
2242,296.28643,-14.64497,15.59,0.09,16.065,0.012,0.475,0.090796476
2243,296.25632,-14.67907,15.39,0.12,16.174,0.012,0.784,0.120598507
2244,296.12056,-14.70692,15.93,0.14,16.089,0.012,0.159,0.140513345
2245,296.15408,-14.73392,15.52,0.11,16.265,0.014,0.745,0.11088733
2246,296.23613,-14.80108,14.72,0.08,16.594,0.018,1.874,0.082
2247,296.23493,-14.77561,15.38,0.07,16.548,0.017,1.168,0.072034714
2250,296.41241,-14.86923,15.19,0.08,16.812,0.018,1.622,0.082
2251,296.25373,-14.87439,15.59,0.13,16.528,0.017,0.938,0.131106827
2253,296.41014,-14.72806,15.51,0.14,16.763,0.018,1.253,0.1411524
2254,296.25349,-14.74029,15.06,0.07,16.248,0.014,1.188,0.071386273
2256,296.11502,-14.81315,15.55,0.13,16.02,0.012,0.47,0.130552671
2257,296.25593,-14.73234,15.63,0.07,15.984,0.012,0.354,0.071021124
2258,296.33589,-14.903,15.39,0.11,17.233,0.024,1.843,0.112587744
2260,296.36394,-14.8672,15.6,0.15,16.252,0.013,0.652,0.150562279
2261,296.28167,-14.82143,15.21,0.07,17.46,0.034,2.25,0.077820306
2262,296.13396,-14.94855,15.17,0.12,16.028,0.012,0.858,0.120598507
2263,296.23802,-14.6966,15.64,0.07,16.493,0.016,0.853,0.071805292
2264,296.32733,-14.89439,15.53,0.09,16.193,0.012,0.663,0.090796476
2265,296.33324,-14.83899,15.38,0.1,16.926,0.02,1.546,0.10198039
2266,296.10641,-14.89031,15.4,0.06,16.152,0.013,0.752,0.061392182
2268,296.36219,-14.70421,15.78,0.15,16.146,0.012,0.366,0.150479234
2269,296.06696,-14.82312,15.37,0.12,16.407,0.018,1.037,0.12134249
2270,296.18781,-14.70307,15.89,0.14,15.999,0.011,0.109,0.140431478
2272,296.38097,-14.84534,15.09,0.06,18.461,0.063,3.371,0.087
2273,296.2959,-14.78374,15.12,0.08,17.664,0.04,2.544,0.089442719
2275,296.16848,-14.83271,16.18,0.11,16.068,0.013,-0.112,0.110765518
2276,296.11868,-14.82705,15.87,0.1,16.07,0.013,0.2,0.10084146
2277,296.10974,-14.74068,15.04,0.07,17.119,0.026,2.079,0.074672619
2278,296.22149,-14.81604,15.38,0.1,17.049,0.025,1.669,0.103077641
2280,296.19365,-14.67825,14.8,0.06,17.488,0.033,2.688,0.068476273
2281,296.36695,-14.76946,15.77,0.11,16.664,0.016,0.894,0.111157546
2282,296.22093,-14.80093,14.8,0.06,17.236,0.029,2.436,0.066640828
2283,296.25746,-14.806,14.15,0.09,17.426,0.033,3.276,0.095859272
2284,296.28711,-14.80274,15.12,0.09,16.969,0.023,1.849,0.092892411
2285,296.35393,-14.84348,15.25,0.07,16.634,0.016,1.384,0.071805292
2286,296.20049,-14.79362,15.22,0.12,17.143,0.027,1.923,0.123
2287,296.27647,-14.78499,14.82,0.04,17.296,0.03,2.476,0.05
2288,296.09619,-14.80545,15.12,0.06,17.235,0.029,2.115,0.066640828
2289,296.31563,-14.83362,15.47,0.1,16.441,0.016,0.971,0.101271911
2291,296.40144,-14.91952,15.48,0.2,16.615,0.016,1.135,0.200638979
2292,296.30291,-14.75772,15.59,0.12,16.697,0.019,1.107,0.121494856
2293,296.14263,-14.78209,15.29,0.07,16.233,0.014,0.943,0.071386273
2295,296.25945,-14.83448,15.09,0.08,17.508,0.035,2.418,0.087321246
2296,296.21642,-14.81519,15.42,0.17,17.822,0.047,2.402,0.176377436
2299,296.39481,-14.84896,15.57,0.18,16.431,0.014,0.861,0.180543624
2300,296.35968,-14.86937,15.47,0.13,16.448,0.014,0.978,0.130751673
2301,296.38921,-14.71709,16.11,0.25,16.253,0.013,0.143,0.250337772
2302,296.2227,-14.88074,15.34,0.07,15.784,0.01,0.444,0.070710678
2303,296.31286,-14.75598,14.88,0.08,17.186,0.027,2.306,0.084433406
2304,296.18172,-14.7577,14.92,0.04,17.175,0.027,2.255,0.048259714
2305,296.23539,-14.86077,14.96,0.06,17.642,0.04,2.682,0.072111026
2306,296.1693,-14.72206,15.42,0.11,16.378,0.014,0.958,0.11088733
2307,296.20852,-14.84593,15.04,0.1,16.39,0.016,1.35,0.101271911
2308,296.32176,-14.85284,15.3,0.09,16.016,0.011,0.716,0.09066973
2309,296.17137,-14.78977,15.75,0.08,16.158,0.013,0.408,0.081049368
2310,296.21095,-14.73996,15.21,0.09,16.363,0.015,1.153,0.091241438
2311,296.16221,-14.86903,14.62,0.05,17.522,0.036,2.902,0.061611687
2312,296.21861,-14.76807,15.81,0.15,16.221,0.014,0.411,0.150651917
2313,296.14334,-14.76307,15.57,0.14,16.088,0.013,0.518,0.140602276
2314,296.24105,-14.85061,15.16,0.09,17.452,0.034,2.292,0.096208108
2315,296.39039,-14.82492,15.17,0.06,16.499,0.015,1.329,0.061846584
2317,296.09481,-14.8431,15.66,0.13,16.07,0.013,0.41,0.130648383
2318,296.24793,-14.89738,15.04,0.04,17.604,0.038,2.564,0.055172457
2319,296.19859,-14.76926,16.73,0.29,16.215,0.014,-0.515,0.290337734
2320,296.30587,-14.82144,15.97,0.2,16.204,0.013,0.234,0.200422055
2322,296.23242,-14.79319,14.83,0.08,18.301,0.068,3.471,0.104995238
2323,296.38249,-14.69385,15.88,0.26,16.031,0.011,0.151,0.260232588
2324,296.26294,-14.83882,15.09,0.06,16.594,0.018,1.504,0.062641839
2325,296.34887,-14.67696,15.29,0.06,17.24,0.028,1.95,0.066211781
2326,296.26156,-14.76971,15.01,0.06,17.345,0.031,2.335,0.067535176
2327,296.2455,-14.75472,15.39,0.1,16.486,0.016,1.096,0.101271911
2328,296.30485,-14.91615,15.97,0.24,16.719,0.019,0.749,0.240750909
2329,296.17012,-14.80907,15.21,0.06,17.336,0.031,2.126,0.067535176
2330,296.38074,-14.77722,16.26,0.23,16.38,0.014,0.12,0.230425693
2332,296.185,-14.75704,15.87,0.08,16.713,0.019,0.843,0.0822253
2333,296.13183,-14.83601,15.45,0.08,16.162,0.013,0.712,0.081049368
2334,296.11861,-14.73341,14.79,0.04,17.554,0.037,2.764,0.054488531
2335,296.21028,-14.69644,15.4,0.08,16.949,0.022,1.549,0.082969874
2337,296.34017,-14.92851,15.22,0.11,16.382,0.014,1.162,0.11088733
2340,296.17597,-14.83218,15.32,0.08,16.188,0.014,0.868,0.081215762
