ID,RA,Dec,k80mag,e80mag,Jmag,eJmag,jMINUSeightzero,ERRORjMINUSeightzero
15548,296.34099,-14.77139,16.04,0.19,18.641,0.073,2.601,0.203541151
15550,296.07488,-14.73211,16.26,0.2,18.747,0.111,2.487,0.228737841
15553,296.05055,-14.68771,15.68,0.09,18.646,0.094,2.966,0.130138388
15557,296.32918,-14.87107,15.78,0.13,18.917,0.091,3.137,0.158685223
15558,296.37983,-14.73766,16.04,0.16,19.066,0.103,3.026,0.190286626
15559,296.3349,-14.8335,16.38,0.19,18.777,0.081,2.397,0.206545395
15564,296.15205,-14.82169,15.95,0.16,18.246,0.065,2.296,0.17269916
15565,296.19936,-14.72212,16.67,0.21,18.717,0.091,2.047,0.228868958
15574,296.30104,-14.79316,16.31,0.14,19.307,0.156,2.997,0.20960916
15575,296.4011,-14.73599,15.63,0.11,19.075,0.103,3.445,0.150695056
15582,296.31307,-14.82265,15.92,0.07,18.899,0.11,2.979,0.130384048
15583,296.2101,-14.69001,16.78,0.25,18.647,0.086,1.867,0.264378517
15586,296.2721,-14.75621,16.21,0.17,18.852,0.107,2.642,0.200870605
15589,296.3746,-14.72062,16.12,0.15,19.273,0.151,3.153,0.212840316
15590,296.12723,-14.80228,16.17,0.12,19.098,0.133,2.928,0.179134028
15591,296.18662,-14.82622,16.36,0.17,19.005,0.123,2.645,0.209830884
15594,296.26899,-14.75295,15.92,0.12,18.153,0.06,2.233,0.134164079
15601,296.1469,-14.75862,15.98,0.08,19.013,0.123,3.033,0.146727639
15603,296.09376,-14.68492,16.73,0.25,18.546,0.079,1.816,0.262185049
15606,296.27378,-14.6866,16.7,0.27,18.789,0.096,2.089,0.286558894
15609,296.13647,-14.87919,16.28,0.21,18.907,0.113,2.627,0.238472221
15612,296.0977,-14.74208,16.45,0.25,18.744,0.098,2.294,0.26852188
15618,296.3389,-14.83875,16.28,0.19,19.095,0.106,2.815,0.21756838
15622,296.18546,-14.91591,16.46,0.18,19.071,0.129,2.611,0.221452026
15624,296.15493,-14.80461,16.06,0.12,18.941,0.116,2.881,0.166901168
15628,296.03974,-14.73876,16.04,0.23,18.252,0.074,2.212,0.241611258
15633,296.06213,-14.77299,16.02,0.24,18.735,0.111,2.715,0.264425793
15635,296.19452,-14.72116,16.49,0.21,19.014,0.117,2.524,0.240393428
15646,296.16681,-14.92997,15.49,0.13,18.145,0.06,2.655,0.143178211
15647,296.12593,-14.77762,16.34,0.21,19.318,0.159,2.978,0.263402733
15649,296.33298,-14.84678,16.54,0.17,18.798,0.083,2.258,0.189179809
15655,296.1761,-14.9367,16.05,0.14,18.775,0.101,2.725,0.172629661
15662,296.19797,-14.85875,16.1,0.14,18.978,0.12,2.878,0.184390889
15663,296.36376,-14.73205,15.85,0.12,18.623,0.072,2.773,0.139942845
15668,296.04096,-14.73212,16.12,0.19,18.795,0.116,2.675,0.22261177
15669,296.0599,-14.75081,16.26,0.26,19.05,0.143,2.79,0.296730517
15670,296.21576,-14.79839,15.29,0.1,19.475,0.185,4.185,0.210297408
15678,296.29751,-14.81248,16.26,0.12,19.523,0.186,3.263,0.221350401
15681,296.14429,-14.9614,16.07,0.28,18.297,0.067,2.227,0.287904498
15683,296.1406,-14.7929,16.65,0.16,18.767,0.101,2.117,0.189211522
15685,296.10025,-14.79179,16.36,0.2,18.254,0.065,1.894,0.210297408
15686,296.18695,-14.90909,16.2,0.12,18.619,0.089,2.419,0.149402142
15688,296.24536,-14.82814,15.82,0.14,18.942,0.116,3.122,0.181813091
15689,296.30058,-14.82606,16.33,0.25,19.267,0.151,2.937,0.292063349
15691,296.34523,-14.77437,16.18,0.16,18.435,0.061,2.255,0.171233758
15699,296.27717,-14.88957,16.34,0.17,18.778,0.1,2.438,0.197230829
15703,296.20181,-14.9189,15.99,0.23,19.364,0.165,3.374,0.283063597
15705,296.1602,-14.89331,16.5,0.2,19.128,0.136,2.628,0.241859463
15706,296.17922,-14.80048,16.47,0.23,18.364,0.072,1.894,0.241006224
15707,296.22936,-14.65817,16.58,0.2,18.92,0.108,2.34,0.227297162
15709,296.2848,-14.81599,16.02,0.11,19.059,0.127,3.039,0.16801488
15714,296.23367,-14.71168,16.13,0.11,19.099,0.126,2.969,0.167260276
15718,296.29382,-14.84686,16.8,0.25,18.8,0.101,2,0.26963123
15721,296.10296,-14.92401,16.32,0.29,18.885,0.112,2.565,0.310876181
15722,296.17653,-14.95952,15.35,0.22,19.104,0.13,3.754,0.255538647
15723,296.04674,-14.71175,16.11,0.14,18.941,0.121,2.831,0.185043238
15734,296.24005,-14.89269,15.8,0.11,19.385,0.168,3.585,0.200808366
15735,296.17667,-14.7719,16.28,0.24,19.231,0.148,2.951,0.281964537
15741,296.28713,-14.65162,16.2,0.19,18.271,0.062,2.071,0.199859951
15744,296.2965,-14.67773,16.25,0.21,19.03,0.118,2.78,0.240881714
15750,296.17543,-14.88463,16.76,0.28,18.69,0.094,1.93,0.295357411
15758,296.26342,-14.7879,16.47,0.19,19.129,0.136,2.659,0.23365787
15760,296.09796,-14.85838,16.68,0.26,18.76,0.1,2.08,0.278567766
15763,296.17572,-14.70383,15.79,0.17,18.967,0.112,3.177,0.203577995
15766,296.19925,-14.78454,15.87,0.15,19.12,0.136,3.25,0.20247469
15768,296.20575,-14.74307,16.19,0.17,19.108,0.133,2.918,0.215844852
15773,296.21602,-14.85242,16.18,0.12,19.098,0.133,2.918,0.179134028
15781,296.06001,-14.75615,16.15,0.18,18.703,0.107,2.553,0.209401528
15789,296.26372,-14.84778,16.17,0.18,19.155,0.138,2.985,0.226812698
15794,296.14351,-14.90501,17.06,0.28,19.515,0.187,2.455,0.336703133
15795,296.27055,-14.84915,16.75,0.2,18.751,0.098,2.001,0.222719555
15805,296.37799,-14.75916,15.9,0.12,18.847,0.086,2.947,0.147634684
15806,296.32891,-14.85899,16.5,0.15,18.759,0.08,2.259,0.17
15808,296.1724,-14.947,16.07,0.2,18.778,0.1,2.708,0.223606798
15809,296.27928,-14.7534,16.26,0.18,19.207,0.143,2.947,0.229889104
15813,296.3996,-14.73722,15.78,0.18,19.277,0.122,3.497,0.217448845
15821,296.38157,-14.78013,16.35,0.2,18.57,0.068,2.22,0.211243935
15822,296.26532,-14.83761,16.51,0.19,19.099,0.131,2.589,0.230783448
15834,296.13299,-14.81333,15.88,0.17,18.851,0.108,2.971,0.201405064
15835,296.17144,-14.88281,16.13,0.16,19.135,0.137,3.005,0.210639502
15840,296.29074,-14.71939,16.58,0.21,19.287,0.146,2.707,0.255765518
15844,296.06837,-14.82821,16.28,0.29,18.36,0.081,2.08,0.301099651
15857,296.24355,-14.88474,15.69,0.15,19.402,0.17,3.712,0.226715681
15859,296.11422,-14.72644,16.46,0.17,18.683,0.094,2.223,0.194257561
15861,296.33572,-14.83174,16.24,0.24,19.156,0.111,2.916,0.264425793
15863,296.21778,-14.7799,16.67,0.23,19.071,0.131,2.401,0.264690385
15864,296.36726,-14.81343,16.38,0.19,18.807,0.083,2.427,0.207337888
15877,296.2732,-14.7723,16.66,0.17,19.186,0.141,2.526,0.220864212
15881,296.36748,-14.70562,15.54,0.07,19.042,0.124,3.502,0.14239382
15882,296.2684,-14.84249,16.7,0.25,19.139,0.136,2.439,0.284597962
15889,296.25659,-14.89554,16.82,0.21,18.818,0.104,1.998,0.234341631
15890,296.07703,-14.7775,16,0.16,18.731,0.11,2.731,0.194164878
15891,296.22141,-14.94048,16.13,0.25,18.469,0.078,2.339,0.261885471
15892,296.19993,-14.72169,16.27,0.13,18.748,0.093,2.478,0.159840546
15894,296.36725,-14.8669,16.48,0.24,18.828,0.085,2.348,0.254607541
15899,296.29584,-14.76491,16.18,0.12,18.895,0.11,2.715,0.162788206
15902,296.22047,-14.84776,16.43,0.14,18.838,0.107,2.408,0.176207264
15903,296.41628,-14.81886,15.64,0.12,19.155,0.111,3.515,0.163465593
15908,296.28572,-14.84134,16.39,0.22,19.18,0.14,2.79,0.260768096
15914,296.24144,-14.92455,15.64,0.09,19.123,0.134,3.483,0.16141871
15916,296.20374,-14.76771,15.94,0.09,18.975,0.12,3.035,0.15
15917,296.28456,-14.7999,16.63,0.26,19.41,0.17,2.78,0.310644491
15923,296.35269,-14.83593,16.13,0.16,18.917,0.091,2.787,0.184067922
15925,296.08398,-14.92967,15.31,0.1,18.5,0.091,3.19,0.135207248
15927,296.33154,-14.83681,16.6,0.29,19.247,0.12,2.647,0.313847097
15933,296.11286,-14.78183,16.17,0.15,18.998,0.122,2.828,0.193349425
15940,296.15784,-14.74495,15.82,0.11,18.745,0.098,2.925,0.147322775
15941,296.19432,-14.74952,16.34,0.18,18.709,0.095,2.369,0.203531324
15948,296.20993,-14.82221,16.26,0.21,18.985,0.122,2.725,0.242866218
15958,296.20509,-14.75861,16.61,0.15,19.414,0.173,2.804,0.228973798
15959,296.2314,-14.85902,15.98,0.15,18.798,0.103,2.818,0.181958787
15960,296.25518,-14.74413,16.38,0.28,18.869,0.108,2.489,0.300106648
15963,296.21939,-14.70043,15.86,0.12,19.207,0.137,3.347,0.182123584
15966,296.18384,-14.81035,16.13,0.16,19.145,0.139,3.015,0.211945748
15968,296.24338,-14.73371,16.56,0.19,19.342,0.161,2.782,0.249040157
15970,296.3626,-14.78643,16.19,0.18,19.105,0.106,2.915,0.208892317
15971,296.18484,-14.7049,16.69,0.18,19.547,0.182,2.857,0.255976561
15975,296.07313,-14.70081,16.41,0.25,18.67,0.096,2.26,0.267798432
15983,296.22252,-14.86472,16.1,0.15,19.231,0.148,3.131,0.210722566
15987,296.14098,-14.86266,16.93,0.27,19.13,0.137,2.2,0.302768889
15989,296.39941,-14.91555,16.48,0.26,18.725,0.078,2.245,0.271447969
15994,296.39236,-14.89016,15.73,0.28,18.732,0.078,3.002,0.290661315
15996,296.10298,-14.95452,15.89,0.18,18.64,0.088,2.75,0.200359677
15999,296.19742,-14.86942,16.59,0.23,19.099,0.133,2.509,0.265685905
16001,296.22528,-14.78937,15.61,0.17,19.478,0.184,3.868,0.250511477
16005,296.31338,-14.8102,17.05,0.26,19.13,0.134,2.08,0.292499573
16015,296.25978,-14.74203,16.39,0.16,19.396,0.168,3.006,0.232
16016,296.15841,-14.83522,16.47,0.23,19.336,0.162,2.866,0.281325434
16017,296.30389,-14.85425,16.71,0.23,18.49,0.078,1.78,0.242866218
16021,296.1891,-14.78996,16.65,0.14,19.355,0.165,2.705,0.21639085
16023,296.30444,-14.65991,16.35,0.21,18.093,0.054,1.743,0.216831732
16024,296.11306,-14.90642,16.36,0.27,18.731,0.097,2.371,0.286895451
16025,296.18588,-14.93276,15.89,0.19,18.771,0.1,2.881,0.214709106
16033,296.21726,-14.83289,16.48,0.26,19.158,0.142,2.678,0.296249895
16034,296.23258,-14.74567,16.34,0.23,19.264,0.153,2.924,0.276240837
16035,296.36581,-14.88561,16.11,0.16,18.72,0.077,2.61,0.177564073
16036,296.26477,-14.70799,16.06,0.14,19.103,0.126,3.043,0.188350737
16037,296.28323,-14.74469,16.19,0.18,19.112,0.132,2.922,0.223212903
16041,296.18506,-14.7453,16.23,0.12,18.979,0.119,2.749,0.169
16042,296.2769,-14.64944,15.95,0.06,18.856,0.102,2.906,0.118338498
16043,296.19802,-14.9504,15.11,0.1,19.261,0.15,4.151,0.180277564
16044,296.11272,-14.80806,16.83,0.15,18.815,0.105,1.985,0.183098334
16048,296.40469,-14.72756,15.45,0.21,18.605,0.07,3.155,0.221359436
16049,296.24329,-14.73628,16.55,0.16,19.275,0.152,2.725,0.220689828
16050,296.17037,-14.75564,15.95,0.17,18.694,0.094,2.744,0.194257561
16051,296.22235,-14.88485,15.71,0.13,18.893,0.111,3.183,0.17094151
16052,296.25514,-14.70993,15.9,0.17,18.931,0.109,3.031,0.201943061
16055,296.22749,-14.75964,16.2,0.18,19.201,0.145,3.001,0.231138487
16059,296.2406,-14.75056,16.7,0.19,18.023,0.054,1.323,0.197524682
16060,296.08668,-14.69031,16.74,0.15,18.713,0.099,1.973,0.17972479
16062,296.3044,-14.91121,16.31,0.19,19.148,0.136,2.838,0.23365787
16064,296.27782,-14.83679,15.71,0.09,19.042,0.125,3.332,0.154029218
16065,296.1839,-14.88309,16.32,0.13,18.705,0.096,2.385,0.161604455
16069,296.11492,-14.82724,16.23,0.22,18.917,0.114,2.687,0.247782162
16086,296.1366,-14.90715,16.07,0.25,18.822,0.105,2.752,0.271154937
16097,296.14949,-14.76918,16.86,0.22,19.37,0.165,2.51,0.275
16099,296.16996,-14.7597,16.51,0.15,19.245,0.149,2.735,0.21142611
16101,296.30562,-14.93506,16.44,0.16,18.942,0.114,2.502,0.196458647
16103,296.33702,-14.84865,16.9,0.2,18.311,0.056,1.411,0.20769208
16107,296.27002,-14.90098,16.57,0.28,19.102,0.131,2.532,0.309129423
16117,296.40487,-14.6666,16.32,0.3,19.216,0.144,2.896,0.332770191
16118,296.30507,-14.811,16.51,0.27,18.904,0.111,2.394,0.291926361
16123,296.30759,-14.88744,16.06,0.09,18.258,0.064,2.198,0.110435502
16128,296.39303,-14.77908,16.1,0.22,19.474,0.144,3.374,0.262937255
16130,296.44139,-14.87434,15.55,0.28,18.905,0.09,3.355,0.294108823
16137,296.087,-14.88089,16.28,0.29,18.817,0.119,2.537,0.313466107
16139,296.07823,-14.92253,16.43,0.24,18.635,0.101,2.205,0.260386252
16141,296.40231,-14.87717,15.7,0.15,19.583,0.158,3.883,0.217862342
16144,296.1578,-14.76645,16.48,0.17,19.402,0.17,2.922,0.240416306
16147,296.1984,-14.77941,16.39,0.13,19.149,0.139,2.759,0.190318155
16148,296.33056,-14.76173,16.77,0.3,19.015,0.099,2.245,0.315912963
16151,296.15113,-14.82901,16.74,0.3,19.311,0.159,2.571,0.339530558
16158,296.33274,-14.72925,16.42,0.12,19.055,0.103,2.635,0.158142341
16164,296.14091,-14.93792,15.79,0.25,19.346,0.162,3.556,0.297899312
16167,296.07146,-14.78045,15.69,0.13,19.141,0.155,3.451,0.202299283
16169,296.38562,-14.92322,15.97,0.29,19.066,0.103,3.096,0.307748274
16170,296.36703,-14.80953,16.06,0.19,19.121,0.107,3.061,0.218057332
16174,296.2288,-14.91564,16.03,0.1,19.001,0.121,2.971,0.15697452
16181,296.24114,-14.83658,16.64,0.28,19.484,0.183,2.844,0.334498132
16184,296.15222,-14.74308,16.33,0.17,19.403,0.169,3.073,0.239710242
16186,296.24768,-14.65393,16.43,0.24,18.916,0.107,2.486,0.262771764
16189,296.09275,-14.85699,16.22,0.18,18.544,0.083,2.324,0.19821453
16194,296.34577,-14.78097,16.32,0.18,18.672,0.075,2.352,0.195
16195,296.21078,-14.85881,16.02,0.15,19.326,0.16,3.306,0.219317122
16202,296.19257,-14.73438,16.44,0.19,19.281,0.154,2.841,0.244573097
16210,296.18363,-14.90159,16.38,0.3,18.648,0.091,2.268,0.313498006
16211,296.25424,-14.83701,16.61,0.19,18.894,0.112,2.284,0.220553848
16213,296.16002,-14.73237,16.36,0.26,19.038,0.125,2.678,0.288487435
16214,296.14493,-14.8952,16.4,0.17,18.824,0.105,2.424,0.199812412
16218,296.38365,-14.76687,15.82,0.18,19.024,0.099,3.204,0.20542882
16220,296.27408,-14.8863,16.85,0.19,19.131,0.135,2.281,0.23307724
16221,296.26121,-14.65842,15.83,0.13,18.998,0.115,3.168,0.17356555
16226,296.24867,-14.77293,15.79,0.06,19.124,0.134,3.334,0.146819617
16231,296.25184,-14.88036,16.49,0.2,18.962,0.118,2.472,0.232215417
16233,296.238,-14.88996,16.15,0.21,19.267,0.152,3.117,0.259237343
16238,296.26902,-14.89448,16.03,0.14,18.437,0.075,2.407,0.158823802
16240,296.39787,-14.80106,16.33,0.24,19.267,0.121,2.937,0.268776859
16243,296.18621,-14.87977,16.17,0.21,19.465,0.18,3.295,0.276586334
16244,296.4005,-14.89248,15.98,0.21,19.057,0.102,3.077,0.233460918
16246,296.31798,-14.83707,16.9,0.18,18.79,0.082,1.89,0.197797877
16254,296.17064,-14.87918,16.9,0.26,19.126,0.136,2.226,0.293421199
16255,296.13395,-14.83806,16.45,0.16,18.827,0.106,2.377,0.191927069
16265,296.27297,-14.73787,16.41,0.24,18.901,0.111,2.491,0.264425793
16270,296.33729,-14.83489,16.15,0.2,19.24,0.119,3.09,0.23272516
16272,296.27119,-14.84822,16.3,0.17,19.024,0.123,2.724,0.209830884
16274,296.23904,-14.78258,16.89,0.27,18.914,0.113,2.024,0.292692672
16279,296.37359,-14.88555,16.68,0.24,19.072,0.103,2.392,0.261168528
16283,296.41326,-14.81627,15.74,0.15,18.581,0.069,2.841,0.165109055
16289,296.13004,-14.81542,16.24,0.17,18.881,0.111,2.641,0.203029554
16290,296.11841,-14.73493,16.64,0.23,18.554,0.084,1.914,0.244859143
16291,296.35454,-14.79589,16.44,0.16,18.984,0.096,2.544,0.186590461
16300,296.26723,-14.84776,16.64,0.2,18.938,0.115,2.298,0.23070544
16308,296.21664,-14.92466,15.77,0.15,18.881,0.11,3.111,0.186010752
16318,296.31259,-14.93587,16.31,0.27,18.923,0.112,2.613,0.292308057
16320,296.24297,-14.89942,16.1,0.12,19.129,0.135,3.029,0.180623919
16321,296.32263,-14.84145,15.78,0.12,18.623,0.072,2.843,0.139942845
16323,296.0999,-14.77957,16.17,0.18,19.202,0.144,3.032,0.230512473
16324,296.09492,-14.71354,15.62,0.11,18.793,0.097,3.173,0.14665947
16325,296.23296,-14.7349,16.05,0.13,18.719,0.096,2.669,0.161604455
16327,296.26407,-14.73807,16.73,0.29,18.991,0.12,2.261,0.313847097
16329,296.26283,-14.78158,14.78,0.12,19.336,0.16,4.556,0.2
16331,296.33873,-14.73878,16.48,0.24,18.663,0.074,2.183,0.251149358
16333,296.16804,-14.84502,16.03,0.21,19.055,0.128,3.025,0.245934951
16334,296.30774,-14.6957,16.22,0.27,19.098,0.125,2.878,0.297531511
16341,296.13909,-14.92907,15.53,0.14,18.847,0.107,3.317,0.176207264
16342,296.31955,-14.71014,16.68,0.25,18.671,0.087,1.991,0.264705497
16348,296.31775,-14.74591,16.25,0.26,18.671,0.075,2.421,0.270601183
16352,296.19144,-14.82386,16.24,0.17,18.875,0.111,2.635,0.203029554
16359,296.23561,-14.89507,16.12,0.12,18.9,0.112,2.78,0.164146276
16371,296.34654,-14.82082,16.71,0.23,19.404,0.136,2.694,0.267200299
16373,296.28463,-14.76269,16.19,0.28,18.668,0.091,2.478,0.294416372
16374,296.07238,-14.72942,16.8,0.28,18.98,0.135,2.18,0.310845621
16378,296.26394,-14.87048,16.1,0.25,19.138,0.135,3.038,0.284121453
16379,296.38068,-14.91154,16.22,0.27,18.671,0.075,2.451,0.280223125
16382,296.23111,-14.85706,16.38,0.2,19.15,0.138,2.77,0.242989712
16385,296.1731,-14.80545,16.49,0.28,19.723,0.223,3.233,0.357951114
16386,296.24766,-14.7565,16.68,0.22,18.918,0.113,2.238,0.247323675
16387,296.39191,-14.90471,16.1,0.27,18.63,0.072,2.53,0.279435145
16388,296.14882,-14.83326,16.59,0.22,18.854,0.108,2.264,0.245079579
16389,296.08872,-14.66944,15.85,0.11,18.423,0.078,2.573,0.134848063
16390,296.24063,-14.88471,16.73,0.23,18.735,0.097,2.005,0.249617708
16392,296.28046,-14.82846,16.03,0.18,19.081,0.13,3.051,0.222036033
16393,296.22547,-14.83244,16.35,0.19,18.785,0.104,2.435,0.216601016
16398,296.10615,-14.82711,16.42,0.25,19.268,0.153,2.848,0.293102371
16400,296.31988,-14.72535,16.3,0.11,18.943,0.094,2.643,0.144692778
16402,296.127,-14.88159,16.3,0.19,18.976,0.12,2.676,0.224722051
16403,296.30525,-14.75224,16.4,0.18,17.896,0.048,1.496,0.186290096
16405,296.41633,-14.71649,15.97,0.29,18.883,0.108,2.913,0.30945759
16406,296.41351,-14.83322,16.66,0.22,18.349,0.057,1.689,0.227264163
16410,296.34426,-14.88312,16.64,0.26,18.965,0.095,2.325,0.276812211
16411,296.11055,-14.87534,16.55,0.15,19.093,0.133,2.543,0.200471943
16413,296.13563,-14.69861,15.66,0.09,19.219,0.139,3.559,0.165592874
16415,296.26852,-14.76289,16.66,0.14,19.575,0.195,2.915,0.240052078
16417,296.05097,-14.78185,15.73,0.17,18.933,0.131,3.203,0.214618266
16418,296.25541,-14.83793,16.59,0.2,19.244,0.15,2.654,0.25
16427,296.34557,-14.82915,16.8,0.29,18.34,0.057,1.54,0.295548642
16429,296.173,-14.86648,15.83,0.13,19.109,0.134,3.279,0.186697616
16433,296.24239,-14.80564,16.51,0.24,19.153,0.139,2.643,0.277346354
