ID,RA,Dec,Jmag,eJmag,Kmag,eKmag,jMINUSk,ERRORjMINUSk,ID,CMD1region
3927,296.23744,-14.78146,17.365,0.032,16.423,0.026,0.942,0.041231056,7589,2
3928,296.37943,-14.69086,16.857,0.02,16.354,0.021,0.503,0.029,7595,2
3929,296.21006,-14.81517,17.105,0.026,16.284,0.023,0.821,0.03471311,7597,2
3931,296.11678,-14.68588,16.987,0.022,16.249,0.02,0.738,0.029732137,7598,2
3932,296.13659,-14.84656,17.238,0.029,16.534,0.028,0.704,0.040311289,7603,2
3933,296.29324,-14.80497,17.395,0.032,16.283,0.023,1.112,0.039408121,7607,2
3934,296.30633,-14.79541,17.443,0.034,16.416,0.027,1.027,0.043416587,7611,2
3935,296.33774,-14.72536,17.405,0.028,16.611,0.029,0.794,0.040311289,7619,2
3936,296.24567,-14.78655,17.585,0.038,16.459,0.027,1.126,0.046615448,7621,2
3937,296.11855,-14.90989,17.34,0.031,16.606,0.03,0.734,0.043139309,7623,2
3938,296.18582,-14.76249,18.345,0.07,16.915,0.039,1.43,0.080131143,7624,2
3939,296.35103,-14.72256,17.14,0.023,16.391,0.024,0.749,0.03324154,7630,2
3941,296.42541,-14.87097,17.199,0.024,16.435,0.025,0.764,0.034655447,7642,2
3942,296.148,-14.69441,16.622,0.017,16.198,0.019,0.424,0.025495098,7649,2
3943,296.11142,-14.82665,16.809,0.021,16.342,0.025,0.467,0.032649655,7650,2
3944,296.24922,-14.79054,17.292,0.03,16.539,0.028,0.753,0.041036569,7661,2
3945,296.38926,-14.82035,16.827,0.018,16.475,0.025,0.352,0.030805844,7666,2
3946,296.11214,-14.69176,17.048,0.023,16.303,0.021,0.745,0.031144823,7669,2
3947,296.40044,-14.8268,17.446,0.028,16.281,0.022,1.165,0.035608988,7679,2
3948,296.21194,-14.84984,17.612,0.039,16.767,0.034,0.845,0.051739733,7698,2
3949,296.07225,-14.8117,17.134,0.03,16.274,0.025,0.86,0.039051248,7701,2
3950,296.13292,-14.66518,17.188,0.026,16.243,0.02,0.945,0.032802439,7707,2
3951,296.20826,-14.79721,17.674,0.041,16.454,0.027,1.22,0.049091751,7711,2
3952,296.32839,-14.66972,16.683,0.018,16.258,0.02,0.425,0.026907248,7712,2
3954,296.19368,-14.93408,17.188,0.028,16.524,0.028,0.664,0.03959798,7715,2
3955,296.11641,-14.77431,16.892,0.022,16.194,0.022,0.698,0.031112698,7718,2
3957,296.2175,-14.77433,17.358,0.032,16.322,0.024,1.036,0.04,7731,2
3958,296.22694,-14.78672,16.852,0.022,15.979,0.018,0.873,0.028425341,7733,2
3960,296.42718,-14.8008,17.447,0.028,16.682,0.03,0.765,0.041036569,7734,2
3961,296.42603,-14.80984,16.589,0.016,16.12,0.019,0.469,0.024839485,7759,2
3962,296.42784,-14.8629,17.763,0.036,16.889,0.036,0.874,0.050911688,7762,2
3964,296.22223,-14.7447,18.303,0.069,16.693,0.033,1.61,0.076485293,7766,2
3965,296.11758,-14.80525,17.64,0.04,16.575,0.03,1.065,0.05,7767,2
3966,296.33467,-14.75331,17.434,0.028,16.427,0.025,1.007,0.037536649,7773,2
3967,296.13956,-14.94906,17.139,0.027,16.265,0.025,0.874,0.036796739,7775,2
3968,296.25613,-14.83089,17.403,0.033,16.44,0.026,0.963,0.042011903,7787,2
3969,296.16012,-14.75279,16.776,0.02,16.355,0.025,0.421,0.032015621,7790,2
3970,296.1635,-14.73266,17.497,0.035,16.438,0.026,1.059,0.043600459,7792,2
3971,296.17536,-14.72337,17.392,0.031,16.328,0.021,1.064,0.03744329,7795,2
3972,296.33556,-14.7472,16.735,0.017,16.259,0.021,0.476,0.027018512,7801,2
3973,296.29099,-14.836,17.487,0.035,16.437,0.026,1.05,0.043600459,7803,2
3974,296.27916,-14.80061,16.593,0.018,16.392,0.025,0.201,0.030805844,7806,2
3976,296.14437,-14.93116,17.52,0.036,16.411,0.026,1.109,0.044407207,7809,2
3977,296.30125,-14.88975,16.647,0.018,16.232,0.022,0.415,0.028425341,7813,2
3978,296.39532,-14.63534,17.098,0.024,16.338,0.021,0.76,0.031890437,7829,2
3979,296.25647,-14.79483,17.29,0.03,16.39,0.025,0.9,0.039051248,7832,2
3980,296.21461,-14.75058,18.199,0.063,16.842,0.037,1.357,0.073061618,7836,2
3981,296.14604,-14.77123,17.212,0.028,16.566,0.029,0.646,0.040311289,7837,2
3982,296.21841,-14.75405,17.31,0.031,16.4,0.025,0.91,0.039824616,7867,2
3983,296.06412,-14.75869,17.072,0.029,16.152,0.022,0.92,0.036400549,7870,2
3985,296.18526,-14.77954,17.536,0.036,16.517,0.028,1.019,0.045607017,7872,2
3986,296.43266,-14.91093,17,0.021,16.626,0.029,0.374,0.035805028,7878,2
3987,296.25662,-14.74937,17.455,0.034,16.757,0.035,0.698,0.048795492,7881,2
3988,296.22786,-14.74846,16.723,0.02,16.317,0.024,0.406,0.031240999,7882,2
3989,296.25191,-14.70317,17.218,0.027,16.292,0.021,0.926,0.034205263,7885,2
3990,296.32849,-14.85578,17.015,0.021,16.203,0.021,0.812,0.029698485,7900,2
3991,296.37423,-14.87962,17.368,0.027,16.542,0.027,0.826,0.038183766,7906,2
3992,296.31294,-14.82688,18.099,0.057,16.817,0.037,1.282,0.067955868,7908,2
3993,296.15734,-14.86393,17.318,0.031,16.265,0.023,1.053,0.038600518,7912,2
3995,296.21087,-14.83556,16.881,0.022,16.255,0.023,0.626,0.031827661,7926,2
3996,296.20398,-14.73448,16.606,0.018,16.317,0.024,0.289,0.03,7927,2
3997,296.43691,-14.91064,16.434,0.014,16.025,0.018,0.409,0.022803509,7928,2
3999,296.11104,-14.7816,16.738,0.02,16.285,0.023,0.453,0.030479501,7931,2
4000,296.19157,-14.89288,17.543,0.037,16.433,0.026,1.11,0.045221676,7948,2
4001,296.35604,-14.76391,17.555,0.031,16.453,0.025,1.102,0.039824616,7957,2
4002,296.22023,-14.85935,19.093,0.133,18.68,0.174,0.413,0.219009132,7961,2
4004,296.12731,-14.75249,16.849,0.021,16.187,0.022,0.662,0.030413813,7971,2
4005,296.23471,-14.86172,16.961,0.023,16.204,0.022,0.757,0.031827661,7974,2
4006,296.23555,-14.8039,17.468,0.034,16.468,0.027,1,0.043416587,7983,2
4008,296.24466,-14.85735,17.527,0.036,16.42,0.026,1.107,0.044407207,7986,2
4011,296.35747,-14.68936,17.071,0.024,16.311,0.021,0.76,0.031890437,7989,2
4012,296.14288,-14.8234,17.388,0.033,16.406,0.026,0.982,0.042011903,7991,2
4013,296.25923,-14.87551,17.151,0.027,16.424,0.026,0.727,0.03748333,8012,2
4014,296.12383,-14.70517,17.225,0.027,16.293,0.021,0.932,0.034205263,8019,2
4016,296.08365,-14.88154,16.664,0.021,16.282,0.023,0.382,0.031144823,8023,2
4018,296.24055,-14.72972,17.938,0.05,16.694,0.033,1.244,0.059908263,8030,2
4019,296.24991,-14.80711,17.441,0.034,16.456,0.027,0.985,0.043416587,8032,2
4021,296.16589,-14.76728,17.229,0.029,16.534,0.029,0.695,0.041012193,8044,2
4024,296.24447,-14.78359,16.767,0.02,16.201,0.022,0.566,0.029732137,8047,2
4027,296.12518,-14.70229,16.751,0.019,16.338,0.022,0.413,0.029068884,8052,2
4028,296.21751,-14.79737,17.524,0.037,16.447,0.027,1.077,0.04580393,8066,2
4031,296.225,-14.913,17.2,0.028,16.442,0.026,0.758,0.038209946,8073,2
4032,296.32624,-14.87611,17.032,0.021,16.228,0.021,0.804,0.029698485,8078,2
4034,296.37489,-14.79806,17.733,0.035,16.549,0.027,1.184,0.044204072,8089,2
4035,296.17548,-14.85691,17.48,0.035,16.463,0.027,1.017,0.044204072,8094,2
4036,296.23482,-14.86258,17.709,0.042,16.683,0.032,1.026,0.052801515,8099,2
4037,296.24056,-14.79563,18.266,0.066,16.986,0.041,1.28,0.077698134,8111,2
4039,296.3458,-14.87598,16.665,0.016,16.269,0.022,0.396,0.027202941,8112,2
4041,296.35121,-14.72731,17.489,0.029,16.632,0.029,0.857,0.041012193,8115,2
4043,296.25524,-14.8511,17.209,0.028,16.221,0.022,0.988,0.035608988,8124,2
4045,296.15369,-14.67177,17.523,0.034,16.566,0.026,0.957,0.042801869,8127,2
4046,296.23931,-14.78867,16.702,0.019,16.429,0.026,0.273,0.032202484,8139,2
4047,296.2587,-14.88687,17.175,0.027,16.447,0.026,0.728,0.03748333,8143,2
4048,296.31652,-14.68122,16.683,0.018,16.252,0.02,0.431,0.026907248,8150,2
4050,296.15959,-14.91735,17.512,0.036,16.495,0.027,1.017,0.045,8168,2
4051,296.24736,-14.76493,17.385,0.032,16.493,0.028,0.892,0.042520583,8172,2
4052,296.2511,-14.90636,17.965,0.051,16.77,0.034,1.195,0.061294372,8187,2
4053,296.17873,-14.87628,18.07,0.056,16.72,0.033,1.35,0.065,8197,2
4054,296.31365,-14.65634,17.2,0.026,16.447,0.023,0.753,0.03471311,8211,2
4056,296.15778,-14.84025,17.273,0.03,16.442,0.026,0.831,0.039698866,8212,2
4057,296.36443,-14.73894,17.783,0.037,16.797,0.033,0.986,0.049578221,8237,2
4058,296.25381,-14.69329,16.843,0.02,16.351,0.022,0.492,0.029732137,8243,2
4059,296.37339,-14.85969,16.93,0.02,16.284,0.022,0.646,0.029732137,8256,2
4061,296.20638,-14.82577,17.006,0.024,16.301,0.024,0.705,0.033941125,8260,2
4062,296.39803,-14.79171,17.468,0.029,16.446,0.025,1.022,0.038288379,8275,2
4063,296.33113,-14.70284,17.197,0.027,16.353,0.021,0.844,0.034205263,8292,2
4064,296.04683,-14.76368,17.312,0.034,16.485,0.027,0.827,0.043416587,8309,2
4066,296.30369,-14.69681,17.426,0.031,16.65,0.028,0.776,0.041773197,8324,2
4067,296.11438,-14.67026,17.174,0.026,16.353,0.022,0.821,0.034058773,8325,2
4068,296.25411,-14.75487,17.148,0.027,15.545,0.013,1.603,0.029966648,8326,2
4069,296.242,-14.77972,17.579,0.038,16.621,0.031,0.958,0.049040799,8350,2
4070,296.11866,-14.8068,17.31,0.031,16.572,0.029,0.738,0.042449971,8355,2
4071,296.28253,-14.86894,17.482,0.034,16.546,0.028,0.936,0.044045431,8358,2
4072,296.18395,-14.78008,18.609,0.088,17.589,0.069,1.02,0.111825757,8361,2
4073,296.26562,-14.81451,17.322,0.031,16.591,0.03,0.731,0.043139309,8380,2
4074,296.0885,-14.81181,16.746,0.023,16.352,0.026,0.394,0.03471311,8382,2
4076,296.12042,-14.74852,17.55,0.037,16.473,0.028,1.077,0.046400431,8393,2
4077,296.12336,-14.79759,17.234,0.029,16.5,0.028,0.734,0.040311289,8405,2
4078,296.41004,-14.78112,17.385,0.027,16.574,0.028,0.811,0.038897301,8410,2
4079,296.25845,-14.82429,17.362,0.032,16.353,0.024,1.009,0.04,8415,2
4080,296.20385,-14.75527,17.967,0.052,16.598,0.03,1.369,0.060033324,8420,2
4081,296.25225,-14.67886,17.415,0.031,16.577,0.026,0.838,0.040459857,8421,2
4082,296.05245,-14.85404,16.644,0.021,16.215,0.021,0.429,0.029698485,8431,2
4083,296.41832,-14.85611,16.853,0.019,16.493,0.026,0.36,0.032202484,8432,2
4084,296.24795,-14.76917,17.192,0.028,16.479,0.027,0.713,0.038897301,8435,2
4087,296.22791,-14.92882,17.586,0.038,16.488,0.027,1.098,0.046615448,8451,2
4089,296.19898,-14.85394,17.486,0.035,16.432,0.026,1.054,0.043600459,8455,2
4090,296.19399,-14.91875,16.794,0.021,16.549,0.029,0.245,0.035805028,8463,2
4091,296.05966,-14.88896,16.622,0.02,16.28,0.022,0.342,0.029732137,8506,2
4092,296.33002,-14.75884,17.632,0.033,16.51,0.026,1.122,0.042011903,8531,2
4093,296.14347,-14.67845,17.127,0.025,16.318,0.021,0.809,0.032649655,8542,2
4094,296.18736,-14.85399,18.166,0.061,16.937,0.04,1.229,0.072945185,8549,2
4096,296.22429,-14.81208,17.551,0.037,16.48,0.027,1.071,0.04580393,8560,2
4098,296.19515,-14.72878,16.724,0.02,16.398,0.026,0.326,0.032802439,8563,2
4099,296.19884,-14.83217,17.305,0.031,16.249,0.023,1.056,0.038600518,8566,2
4101,296.33242,-14.90311,19.212,0.117,17.27,0.049,1.942,0.126846364,8568,2
4102,296.12206,-14.69504,16.809,0.02,16.388,0.022,0.421,0.029732137,8579,2
4103,296.29508,-14.82678,17.579,0.037,16.39,0.025,1.189,0.044654227,8580,2
4104,296.30476,-14.91971,17.393,0.032,16.464,0.027,0.929,0.041868843,8600,2
4105,296.20522,-14.80968,17.392,0.033,16.612,0.03,0.78,0.044598206,8611,2
4106,296.34921,-14.68093,17.532,0.035,16.605,0.026,0.927,0.043600459,8612,2
4107,296.35919,-14.64981,16.788,0.019,16.436,0.023,0.352,0.029832868,8630,2
4108,296.29897,-14.90883,17.372,0.032,16.662,0.031,0.71,0.044553339,8662,2
4110,296.39801,-14.67825,16.781,0.019,16.417,0.022,0.364,0.029068884,8668,2
4111,296.14926,-14.70286,17.326,0.029,16.486,0.024,0.84,0.03764306,8671,2
4112,296.15387,-14.70905,17.288,0.028,16.306,0.021,0.982,0.035,8677,2
4113,296.1584,-14.93484,16.532,0.017,16.198,0.022,0.334,0.027802878,8684,2
4114,296.32074,-14.88106,16.742,0.017,16.291,0.022,0.451,0.027802878,8708,2
4115,296.20709,-14.86135,16.968,0.024,16.481,0.027,0.487,0.036124784,8749,2
4119,296.25533,-14.92045,17.404,0.033,16.337,0.024,1.067,0.040804412,8762,2
4121,296.22508,-14.85271,18.238,0.065,16.929,0.039,1.309,0.075802375,8763,2
4123,296.27064,-14.91671,17.433,0.033,16.605,0.03,0.828,0.044598206,8772,2
4124,296.24206,-14.82271,17.413,0.033,16.482,0.027,0.931,0.042638011,8798,2
4125,296.3006,-14.77102,17.288,0.03,16.49,0.03,0.798,0.042426407,8804,2
4127,296.28646,-14.90024,17.225,0.028,16.483,0.027,0.742,0.038897301,8806,2
4128,296.22747,-14.834,17.05,0.025,16.293,0.023,0.757,0.033970576,8811,2
4129,296.25824,-14.90007,17.178,0.027,16.427,0.026,0.751,0.03748333,8818,2
4130,296.35174,-14.66896,17.099,0.025,16.367,0.022,0.732,0.033301652,8819,2
4131,296.24872,-14.6697,16.755,0.019,16.337,0.022,0.418,0.029068884,8825,2
4132,296.4124,-14.85668,16.456,0.014,15.665,0.013,0.791,0.019104973,8835,2
4134,296.13653,-14.81052,17.261,0.029,16.453,0.027,0.808,0.039623226,8850,2
4135,296.31225,-14.67795,16.879,0.02,16.277,0.021,0.602,0.029,8863,2
4136,296.25086,-14.71586,17.24,0.027,16.215,0.02,1.025,0.033600595,8876,2
4137,296.20391,-14.77903,17.407,0.033,16.395,0.025,1.012,0.041400483,8890,2
4138,296.27955,-14.71407,17.613,0.036,16.484,0.024,1.129,0.043266615,8898,2
4140,296.28303,-14.79553,17.78,0.044,16.681,0.033,1.099,0.055,8907,2
4142,296.20974,-14.7588,17.292,0.03,16.437,0.026,0.855,0.039698866,8932,2
4143,296.08699,-14.76569,17.154,0.03,16.361,0.027,0.793,0.040360872,8940,2
4145,296.16798,-14.88293,17.279,0.03,16.519,0.028,0.76,0.041036569,8966,2
4146,296.35166,-14.63116,16.696,0.018,16.214,0.019,0.482,0.026172505,8969,2
4147,296.27517,-14.65322,17.484,0.033,16.452,0.024,1.032,0.040804412,8978,2
4149,296.24706,-14.93172,16.218,0.014,15.777,0.016,0.441,0.021260292,8984,2
4150,296.3455,-14.84102,17.381,0.027,16.553,0.027,0.828,0.038183766,9003,2
4151,296.16174,-14.8097,17.383,0.032,16.429,0.026,0.954,0.041231056,9008,2
4152,296.0848,-14.87574,16.633,0.021,16.242,0.022,0.391,0.030413813,9015,2
4153,296.17751,-14.85379,18.207,0.063,16.68,0.032,1.527,0.070661163,9028,2
4154,296.39694,-14.8127,16.835,0.018,16.391,0.024,0.444,0.03,9043,2
4155,296.22076,-14.76473,17.39,0.033,16.601,0.03,0.789,0.044598206,9063,2
4160,296.24564,-14.78542,17.321,0.031,16.393,0.025,0.928,0.039824616,9098,2
4162,296.244,-14.82582,17.165,0.027,16.487,0.027,0.678,0.038183766,9113,2
4163,296.22215,-14.93188,17.46,0.034,16.654,0.031,0.806,0.046010868,9114,2
4164,296.38586,-14.82327,17.507,0.03,16.443,0.025,1.064,0.039051248,9115,2
4166,296.20002,-14.83897,16.812,0.021,16.496,0.028,0.316,0.035,9118,2
4170,296.27473,-14.81258,17.255,0.029,16.519,0.028,0.736,0.040311289,9148,2
4171,296.2103,-14.74718,17.437,0.034,16.304,0.023,1.133,0.041048752,9166,2
4172,296.20342,-14.81974,17.568,0.038,16.624,0.031,0.944,0.049040799,9172,2
4174,296.32192,-14.64839,17.483,0.033,16.582,0.026,0.901,0.042011903,9185,2
4175,296.27706,-14.79449,17.776,0.044,16.624,0.031,1.152,0.053823787,9188,2
4176,296.25359,-14.70056,17.511,0.034,16.375,0.022,1.136,0.040496913,9214,2
4177,296.07483,-14.90005,17.324,0.035,16.597,0.029,0.727,0.045453273,9244,2
4178,296.21501,-14.94434,17.461,0.034,16.639,0.033,0.822,0.047381431,9267,2
4180,296.29196,-14.78906,17.893,0.048,16.998,0.043,0.895,0.064443774,9288,2
4182,296.19953,-14.76854,17.219,0.028,16.497,0.028,0.722,0.03959798,9358,2
4183,296.21132,-14.93481,16.883,0.022,16.22,0.023,0.663,0.031827661,9364,2
4184,296.19038,-14.79953,17.262,0.03,16.36,0.025,0.902,0.039051248,9385,2
4185,296.06322,-14.85883,16.833,0.024,16.336,0.023,0.497,0.03324154,9452,2
4186,296.38376,-14.63844,16.685,0.018,16.218,0.019,0.467,0.026172505,9455,2
4187,296.2194,-14.65497,16.893,0.021,16.482,0.024,0.411,0.031890437,9474,2
4189,296.26332,-14.84192,17.593,0.038,16.508,0.028,1.085,0.047201695,9497,2
4190,296.27123,-14.82168,17.474,0.035,16.418,0.026,1.056,0.043600459,9530,2
4192,296.30979,-14.8204,17.514,0.035,16.466,0.029,1.048,0.045453273,9542,2
4193,296.28408,-14.81688,16.816,0.021,16.751,0.034,0.065,0.039962482,9543,2
4194,296.3464,-14.75783,16.827,0.018,16.333,0.023,0.494,0.029206164,9546,2
4196,296.12274,-14.87258,17.531,0.037,16.482,0.027,1.049,0.04580393,9556,2
4197,296.29999,-14.752,16.562,0.017,16.359,0.028,0.203,0.032756679,9562,2
4199,296.3425,-14.82983,17.182,0.023,16.439,0.025,0.743,0.033970576,9661,2
4200,296.39879,-14.87402,17.304,0.026,16.274,0.022,1.03,0.034058773,9670,2
4201,296.22187,-14.82761,17.388,0.033,16.382,0.025,1.006,0.041400483,9682,2
4202,296.20326,-14.76568,17.495,0.035,15.933,0.018,1.562,0.039357337,9691,2
4203,296.24957,-14.86058,17.724,0.042,16.681,0.032,1.043,0.052801515,9701,2
4204,296.11925,-14.83487,18.488,0.08,17.447,0.061,1.041,0.100603181,9780,2
4206,296.11611,-14.91784,17.292,0.03,16.616,0.031,0.676,0.043139309,9792,2
4207,296.34287,-14.87461,16.735,0.017,16.331,0.023,0.404,0.028600699,9800,2
4210,296.40976,-14.85149,19.202,0.115,17.643,0.068,1.559,0.13360015,9889,2
4213,296.0813,-14.84044,17.016,0.028,16.366,0.025,0.65,0.037536649,9963,2
4216,296.39879,-14.84179,15.611,0.009,15.118,0.009,0.493,0.012727922,10011,2
4218,296.19496,-14.79079,18.465,0.078,17.061,0.044,1.404,0.089554453,10044,2
4219,296.30181,-14.77462,16.783,0.02,16.504,0.03,0.279,0.036055513,10083,2
4220,296.15314,-14.89192,16.909,0.023,16.381,0.025,0.528,0.033970576,10108,2
4221,296.18272,-14.86347,17.324,0.031,16.271,0.023,1.053,0.038600518,10121,2
4222,296.34592,-14.67921,16.946,0.022,16.338,0.021,0.608,0.030413813,10147,2
4223,296.25426,-14.89351,16.956,0.023,16.267,0.023,0.689,0.032526912,10152,2
4225,296.33198,-14.69426,17.371,0.031,16.563,0.025,0.808,0.039824616,10232,2
4226,296.40257,-14.64225,16.468,0.015,15.992,0.016,0.476,0.021931712,10293,2
4229,296.08471,-14.85843,17.423,0.038,16.642,0.03,0.781,0.048414874,10371,2
4230,296.31012,-14.85017,16.85,0.021,16.469,0.027,0.381,0.034205263,10416,2
4231,296.39228,-14.8909,17.492,0.029,16.354,0.023,1.138,0.037013511,10438,2
4233,296.24182,-14.72703,17.158,0.027,16.423,0.026,0.735,0.03748333,10548,2
4234,296.30087,-14.81719,17.398,0.032,16.376,0.026,1.022,0.041231056,10578,2
4237,296.14949,-14.73642,16.497,0.017,16.251,0.023,0.246,0.028600699,10760,2
4239,296.25129,-14.85639,17.765,0.044,16.703,0.032,1.062,0.054405882,10766,2
4242,296.21031,-14.67349,16.762,0.019,16.358,0.022,0.404,0.029068884,10844,2
4243,296.27403,-14.91851,17.595,0.038,16.666,0.032,0.929,0.049678969,10882,2
4245,296.27917,-14.8572,16.742,0.02,16.522,0.028,0.22,0.034409301,10907,2
4247,296.237,-14.91422,17.41,0.033,16.621,0.03,0.789,0.044598206,11011,2
4248,296.13068,-14.76754,17.455,0.034,16.584,0.03,0.871,0.045343136,11168,2
4249,296.21254,-14.734,17.967,0.052,17.035,0.043,0.932,0.067475922,11239,2
4250,296.08254,-14.86076,17.494,0.04,16.62,0.03,0.874,0.05,11280,2
4251,296.07957,-14.78688,17.674,0.046,16.613,0.033,1.061,0.056612719,11390,2
4252,296.24521,-14.8055,17.172,0.027,16.319,0.024,0.853,0.036124784,11537,2
4253,296.33115,-14.88195,17.173,0.023,16.452,0.025,0.721,0.033970576,12427,2
4255,296.19495,-14.80551,17.054,0.025,16.273,0.023,0.781,0.033970576,12552,2
4256,296.2645,-14.73059,18.105,0.057,16.788,0.037,1.317,0.067955868,12585,2
4257,296.20269,-14.86932,17.055,0.025,16.397,0.026,0.658,0.036069378,12840,2
4261,296.14714,-14.7041,17.456,0.032,16.595,0.027,0.861,0.041868843,13190,2
4262,296.28345,-14.80745,18.1,0.057,16.888,0.039,1.212,0.069065187,13646,2
4265,296.3152,-14.78977,18.513,0.08,17.644,0.083,0.869,0.115277925,13883,2
4267,296.10348,-14.96051,17.858,0.047,16.653,0.034,1.205,0.05800862,16957,2
4268,296.21711,-14.84484,17.396,0.033,16.585,0.03,0.811,0.044598206,19934,2
4269,296.22472,-14.91018,16.697,0.019,16.309,0.024,0.388,0.030610456,21286,2
4272,296.39678,-14.81837,17.129,0.023,16.489,0.026,0.64,0.03471311,125,2
4273,296.40315,-14.69905,18.094,0.055,16.752,0.029,1.342,0.062177166,126,2
4275,296.17046,-14.85892,17.8,0.045,16.788,0.035,1.012,0.057008771,131,2
4277,296.06551,-14.93834,16.787,0.023,16.394,0.025,0.393,0.033970576,134,2
4278,296.18677,-14.74649,18.432,0.075,17.027,0.043,1.405,0.086452299,144,2
4279,296.13505,-14.89737,16.763,0.02,16.242,0.022,0.521,0.029732137,158,2
4282,296.39664,-14.63107,17.219,0.027,16.442,0.023,0.777,0.035468296,161,2
4283,296.25261,-14.87476,17.965,0.051,16.829,0.036,1.136,0.062425956,166,2
4284,296.13421,-14.70899,17.268,0.028,16.191,0.019,1.077,0.033837849,167,2
4285,296.33151,-14.69754,17.652,0.039,16.609,0.026,1.043,0.046872167,168,2
4288,296.24772,-14.72303,17.624,0.037,16.493,0.024,1.131,0.044102154,175,2
4289,296.32617,-14.66617,17.581,0.035,16.513,0.025,1.068,0.043011626,178,2
4291,296.11031,-14.96527,17.181,0.027,16.448,0.029,0.733,0.039623226,179,2
4292,296.04254,-14.81705,17.372,0.036,16.547,0.028,0.825,0.045607017,196,2
4293,296.38848,-14.85707,17.709,0.035,16.694,0.03,1.015,0.046097722,209,2
4295,296.28499,-14.77743,17.954,0.051,16.87,0.038,1.084,0.063600314,211,2
4300,296.40458,-14.77724,17.449,0.028,16.633,0.029,0.816,0.040311289,212,2
4301,296.32001,-14.8205,17.646,0.033,17.23,0.048,0.416,0.058249464,215,2
4304,296.19283,-14.81293,18.07,0.057,16.767,0.035,1.303,0.066887966,217,2
4306,296.3529,-14.92689,16.666,0.017,16.304,0.022,0.362,0.027802878,218,2
4307,296.09225,-14.90868,17.021,0.025,16.216,0.022,0.805,0.033301652,219,2
4308,296.26952,-14.8428,16.704,0.019,16.315,0.024,0.389,0.030610456,228,2
4309,296.36608,-14.81582,17.44,0.028,16.385,0.024,1.055,0.036878178,241,2
4310,296.26745,-14.77293,17.477,0.035,16.435,0.026,1.042,0.043600459,246,2
4311,296.17983,-14.73003,16.961,0.023,16.458,0.027,0.503,0.035468296,250,2
4313,296.23578,-14.82224,17.493,0.035,16.406,0.025,1.087,0.043011626,255,2
4317,296.21955,-14.76769,18.224,0.065,17.184,0.049,1.04,0.081400246,256,2
4319,296.4093,-14.85973,17.523,0.03,16.739,0.032,0.784,0.043863424,257,2
4320,296.08082,-14.93201,18.596,0.098,17.765,0.077,0.831,0.124631457,258,2
4321,296.29577,-14.6649,16.78,0.019,16.327,0.021,0.453,0.028319605,260,2
4322,296.38541,-14.72145,16.93,0.02,16.429,0.025,0.501,0.032015621,261,2
4324,296.33015,-14.77267,17.689,0.034,16.579,0.028,1.11,0.044045431,280,2
4325,296.26014,-14.88334,17.63,0.039,16.498,0.027,1.132,0.047434165,293,2
4326,296.21968,-14.92982,16.789,0.02,16.348,0.025,0.441,0.032015621,303,2
