ID,RA,Dec,Jmag,eJmag,Kmag,eKmag,jMINUSk,ERRORjMINUSk,ID,CMD1region
8850,296.19968,-14.91069,18.021,0.054,17.219,0.051,0.802,0.07427651,,
8852,296.39292,-14.72506,17.411,0.028,17.13,0.044,0.281,0.052153619,,
8853,296.23372,-14.80936,18.752,0.099,17.613,0.071,1.139,0.121827747,,
8856,296.19089,-14.80087,18.394,0.074,17.42,0.06,0.974,0.095268043,,
8858,296.10324,-14.76678,18.636,0.09,17.71,0.076,0.926,0.117796435,,
8859,296.15935,-14.88841,18.915,0.114,18.153,0.111,0.762,0.159113167,,
8860,296.37731,-14.68053,18.502,0.079,17.704,0.065,0.798,0.10230347,,
8861,296.20192,-14.66916,18.389,0.069,17.546,0.059,0.843,0.090785461,,
8863,296.24129,-14.76097,18.026,0.054,17.28,0.053,0.746,0.07566373,,
8869,296.20242,-14.85978,18.437,0.076,17.436,0.061,1.001,0.097452553,,
8872,296.39281,-14.86465,19.063,0.103,18.262,0.115,0.801,0.154382642,,
8876,296.028,-14.7018,18.074,0.058,17.219,0.044,0.855,0.072801099,,
8879,296.40516,-14.75993,18.637,0.072,17.901,0.085,0.736,0.111395691,,
8880,296.3747,-14.76716,17.671,0.034,17.289,0.05,0.382,0.060464866,,
8881,296.17721,-14.86992,18.306,0.068,17.424,0.06,0.882,0.090686272,,
8883,296.16108,-14.77686,18.234,0.064,17.43,0.061,0.804,0.0884138,,
8884,296.43324,-14.86938,17.455,0.029,17.033,0.04,0.422,0.049406477,,
8885,296.23868,-14.88858,18.176,0.061,17.476,0.062,0.7,0.086977008,,
8887,296.4155,-14.87975,18.159,0.049,17.565,0.063,0.594,0.07981228,,
8890,296.26555,-14.68372,17.768,0.041,17.13,0.041,0.638,0.057982756,,
8891,296.31724,-14.82291,17.542,0.031,17.377,0.054,0.165,0.06226556,,
8894,296.28889,-14.86872,18.361,0.07,17.354,0.056,1.007,0.089643739,,
8895,296.28393,-14.87978,18.371,0.071,17.471,0.062,0.9,0.094260278,,
8896,296.35215,-14.80485,18.696,0.076,17.925,0.086,0.771,0.114769334,,
8897,296.38827,-14.80846,18.292,0.055,17.331,0.052,0.961,0.075690158,,
8898,296.26463,-14.90258,18.029,0.054,17.224,0.05,0.805,0.073593478,,
8900,296.3876,-14.82366,18.475,0.063,17.359,0.053,1.116,0.08232861,,
8905,296.15858,-14.84811,18.495,0.08,17.787,0.082,0.708,0.114560028,,
8906,296.37911,-14.65937,18.124,0.057,17.503,0.055,0.621,0.079208585,,
8907,296.35405,-14.72227,17.815,0.038,17.301,0.051,0.514,0.063600314,,
8908,296.21945,-14.80558,18.276,0.067,17.41,0.06,0.866,0.089938868,,
8910,296.28392,-14.82127,18.343,0.07,17.513,0.065,0.83,0.095524866,,
8913,296.34734,-14.78889,17.618,0.032,17.162,0.045,0.456,0.055217751,,
8914,296.1886,-14.76477,18.384,0.073,17.412,0.059,0.972,0.0938616,,
8915,296.28364,-14.88142,18.515,0.08,17.448,0.061,1.067,0.100603181,,
8917,296.25874,-14.93096,17.986,0.052,17.038,0.043,0.948,0.067475922,,
8918,296.26958,-14.80505,18.734,0.097,17.669,0.074,1.065,0.122004098,,
8919,296.43425,-14.83005,18.311,0.055,17.781,0.076,0.53,0.093813645,,
8920,296.21709,-14.74851,18.292,0.067,17.552,0.067,0.74,0.094752309,,
8921,296.20396,-14.8331,18.329,0.071,17.52,0.066,0.809,0.096938125,,
8923,296.25114,-14.92615,17.826,0.046,17.388,0.058,0.438,0.074027022,,
8924,296.26822,-14.85196,18.089,0.057,17.437,0.06,0.652,0.082758685,,
8925,296.38902,-14.64807,17.568,0.036,17.148,0.041,0.42,0.054561891,,
8927,296.21412,-14.8013,18.129,0.06,17.184,0.049,0.945,0.077466122,,
8929,296.20895,-14.88666,18.761,0.1,17.959,0.095,0.802,0.137931142,,
8932,296.10859,-14.6919,17.895,0.046,17.359,0.05,0.536,0.067941151,,
8933,296.10523,-14.82706,19.094,0.132,18.47,0.149,0.624,0.199060292,,
8935,296.31023,-14.68027,18.254,0.061,17.421,0.053,0.833,0.080808415,,
8936,296.27796,-14.88331,18.423,0.074,17.711,0.076,0.712,0.106075445,,
8938,296.21479,-14.83438,18.56,0.085,17.336,0.056,1.224,0.101788997,,
8939,296.14664,-14.70212,18.707,0.09,17.588,0.061,1.119,0.108724422,,
8940,296.22228,-14.82304,17.899,0.049,17.288,0.054,0.611,0.072917762,,
8947,296.21591,-14.74766,18.446,0.077,17.337,0.055,1.109,0.094625578,,
8949,296.22858,-14.84635,18.761,0.101,17.553,0.067,1.208,0.12120231,,
8950,296.16607,-14.80869,18.388,0.073,17.344,0.056,1.044,0.092005435,,
8951,296.24427,-14.9139,17.593,0.038,17.411,0.059,0.182,0.070178344,,
8952,296.05272,-14.69826,18.596,0.09,17.374,0.051,1.222,0.103445638,,
8953,296.18642,-14.66682,18.426,0.071,17.618,0.062,0.808,0.094260278,,
8954,296.32512,-14.79808,18.329,0.057,17.331,0.052,0.998,0.077155687,,
8958,296.2669,-14.82518,18.134,0.059,17.462,0.062,0.672,0.085586214,,
8959,296.3136,-14.89421,18.59,0.085,17.581,0.068,1.009,0.108853112,,
8962,296.07133,-14.81755,17.475,0.04,17.046,0.046,0.429,0.060959003,,
8965,296.16699,-14.79997,18.515,0.082,17.556,0.068,0.959,0.106526992,,
8966,296.20113,-14.66429,17.85,0.044,17.328,0.049,0.522,0.065855903,,
8969,296.19714,-14.69225,17.919,0.047,17.115,0.041,0.804,0.062369865,,
8973,296.21625,-14.65487,17.715,0.039,17.266,0.046,0.449,0.060307545,,
8978,296.32127,-14.87816,18.038,0.045,17.248,0.049,0.79,0.06652819,,
8979,296.36042,-14.88605,17.852,0.039,17.388,0.055,0.464,0.067424031,,
8980,296.05392,-14.847,18.093,0.065,17.446,0.059,0.647,0.087783825,,
8981,296.29728,-14.65088,18.514,0.076,17.644,0.064,0.87,0.099357939,,
8984,296.24725,-14.82051,18.008,0.054,17.151,0.047,0.857,0.071589105,,
8985,296.22807,-14.84413,18.026,0.055,17.367,0.058,0.659,0.07993122,,
8993,296.31827,-14.78132,18.622,0.072,17.848,0.081,0.774,0.108374351,,
8998,296.19461,-14.80392,18.259,0.066,17.428,0.06,0.831,0.089196412,,
8999,296.11366,-14.91311,18.223,0.064,17.585,0.068,0.638,0.09338094,,
9001,296.24743,-14.92321,18.04,0.054,17.537,0.066,0.503,0.085276022,,
9003,296.10073,-14.70585,18.133,0.056,17.341,0.049,0.792,0.074411021,,
9004,296.24681,-14.89247,18.292,0.067,17.398,0.059,0.894,0.089274856,,
9005,296.26884,-14.86965,18.349,0.07,17.402,0.058,0.947,0.090906545,,
9008,296.35744,-14.80918,18.007,0.044,17.311,0.051,0.696,0.067357256,,
9010,296.16301,-14.84255,18.893,0.112,17.765,0.08,1.128,0.137637204,,
9013,296.20646,-14.79305,18.146,0.061,17.366,0.057,0.78,0.083486526,,
9014,296.31867,-14.88004,18.162,0.05,17.703,0.072,0.459,0.087658428,,
9015,296.2977,-14.92407,18.076,0.056,17.343,0.056,0.733,0.079195959,,
9016,296.25592,-14.82008,18.483,0.079,17.479,0.062,1.004,0.100424101,,
9017,296.38585,-14.81642,18.522,0.066,17.619,0.066,0.903,0.093338095,,
9018,296.07382,-14.94713,18.275,0.064,17.426,0.099,0.849,0.117885538,,
9019,296.35292,-14.80915,18.301,0.055,17.303,0.051,0.998,0.075006666,,
9020,296.36503,-14.66223,18.343,0.069,17.588,0.059,0.755,0.090785461,,
9021,296.42613,-14.89279,18.275,0.054,17.512,0.061,0.763,0.081467785,,
9022,296.24607,-14.83715,18.323,0.069,17.604,0.069,0.719,0.097580736,,
9024,296.37273,-14.7956,17.497,0.029,17.176,0.046,0.321,0.054378304,,
9026,296.22782,-14.79225,18.521,0.082,17.766,0.081,0.755,0.115260574,,
9027,296.22086,-14.93812,18.266,0.066,17.688,0.075,0.578,0.099904955,,
9028,296.24277,-14.81601,18.089,0.057,17.32,0.055,0.769,0.079208585,,
9031,296.28604,-14.88347,17.507,0.035,17.351,0.056,0.156,0.066037868,,
9032,296.35589,-14.83537,18.326,0.056,17.561,0.063,0.765,0.084291162,,
9033,296.19528,-14.86363,17.97,0.052,17.476,0.063,0.494,0.081688432,,
9034,296.31347,-14.74569,17.634,0.039,17.447,0.089,0.187,0.097169954,,
9035,296.18029,-14.75072,16.759,0.02,15.653,0.014,1.106,0.024413111,,
9037,296.20443,-14.8011,18.363,0.072,17.287,0.054,1.076,0.09,,
9039,296.26706,-14.90041,18.37,0.071,17.434,0.06,0.936,0.092956979,,
9040,296.13434,-14.86393,17.617,0.039,17.194,0.049,0.423,0.062625873,,
9043,296.09619,-14.71554,17.934,0.047,17.198,0.044,0.736,0.064381674,,
9044,296.22366,-14.753,18.485,0.08,17.491,0.064,0.994,0.102449988,,
9046,296.17299,-14.82013,18.596,0.087,17.514,0.065,1.082,0.108600184,,
9048,296.26287,-14.67796,18.988,0.114,18.14,0.097,0.848,0.149682998,,
9050,296.08767,-14.97264,19.337,0.154,18.215,0.195,1.122,0.248477363,,
9053,296.12972,-14.84,17.78,0.045,17.458,0.062,0.322,0.076609399,,
9054,296.40476,-14.73958,18.571,0.068,17.61,0.066,0.961,0.094762862,,
9058,296.23026,-14.69126,17.756,0.041,17.34,0.049,0.416,0.063890531,,
9060,296.2404,-14.76286,18.515,0.081,17.685,0.075,0.83,0.110390217,,
9062,296.0748,-14.95053,18.124,0.056,18.008,0.172,0.116,0.180886705,,
9063,296.38338,-14.90839,18.014,0.044,17.293,0.05,0.721,0.066603303,,
9069,296.23669,-14.87036,18.513,0.081,17.938,0.092,0.575,0.122576507,,
9070,296.39956,-14.64318,18.704,0.093,17.853,0.074,0.851,0.118848643,,
9072,296.28306,-14.70522,18.465,0.073,17.474,0.055,0.991,0.091400219,,
9079,296.18289,-14.91573,18.388,0.073,17.477,0.063,0.911,0.096426138,,
9081,296.24894,-14.82813,18.498,0.08,17.45,0.061,1.048,0.100603181,,
9082,296.20458,-14.77751,18.154,0.061,17.244,0.051,0.91,0.079511006,,
9088,296.38505,-14.74128,17.711,0.035,17.279,0.05,0.432,0.061032778,,
9089,296.33989,-14.88623,19.524,0.151,18.459,0.136,1.065,0.203216633,,
9090,296.07663,-14.69061,17.46,0.035,17.083,0.04,0.377,0.053150729,,
9091,296.31076,-14.78603,18.228,0.063,17.524,0.075,0.704,0.097948966,,
9092,296.25399,-14.91874,18.098,0.057,17.437,0.06,0.661,0.082758685,,
9093,296.37262,-14.82299,18.422,0.061,17.584,0.064,0.838,0.0884138,,
9095,296.37816,-14.71795,18.354,0.057,17.35,0.054,1.004,0.078517514,,
9096,296.37727,-14.88238,18.566,0.068,17.508,0.06,1.058,0.090686272,,
9097,296.22287,-14.73532,18.089,0.057,17.476,0.063,0.613,0.084958814,,
9098,296.25183,-14.88768,17.755,0.043,17.103,0.046,0.652,0.062968246,,
9099,296.06752,-14.78764,17.749,0.049,17.474,0.068,0.275,0.083815273,,
9101,296.32176,-14.70374,18.565,0.079,17.731,0.069,0.834,0.104890419,,
9102,296.33486,-14.79355,18.277,0.054,17.32,0.052,0.957,0.074966659,,
9104,296.18713,-14.74913,18.376,0.072,17.513,0.064,0.863,0.096332757,,
9105,296.32835,-14.90013,18.044,0.045,17.471,0.059,0.573,0.074202426,,
9106,296.23182,-14.74337,17.579,0.038,17.707,0.077,-0.128,0.085866175,,
9110,296.15362,-14.6677,18.52,0.077,17.775,0.071,0.745,0.104737768,,
9112,296.27656,-14.76265,19.274,0.152,17.991,0.099,1.283,0.181397354,,
9113,296.10775,-14.75391,18.157,0.06,17.359,0.057,0.798,0.082758685,,
9114,296.19626,-14.89382,18.142,0.06,17.305,0.054,0.837,0.080721744,,
9115,296.35883,-14.81045,18.077,0.046,17.346,0.053,0.731,0.070178344,,
9117,296.22624,-14.77468,18.304,0.069,17.607,0.071,0.697,0.09900505,,
9118,296.10774,-14.88943,17.665,0.04,17.028,0.043,0.637,0.058728187,,
9120,296.40711,-14.86729,17.689,0.034,17.295,0.05,0.394,0.060464866,,
9123,296.20797,-14.93593,18.549,0.082,17.372,0.062,1.177,0.102800778,,
9126,296.25572,-14.7941,18.421,0.075,17.403,0.059,1.018,0.095425364,,
9129,296.37413,-14.76487,18.549,0.067,17.766,0.075,0.783,0.100568385,,
9131,296.22975,-14.72187,18.564,0.08,17.447,0.054,1.117,0.096519428,,
9133,296.14221,-14.89567,18.483,0.079,17.498,0.064,0.985,0.101671038,,
9134,296.30217,-14.83738,17.606,0.038,17.235,0.051,0.371,0.063600314,,
9136,296.10931,-14.90917,18.284,0.067,17.469,0.062,0.815,0.091285267,,
9137,296.37263,-14.63424,18.67,0.091,17.733,0.067,0.937,0.113004425,,
9138,296.18809,-14.7237,18.282,0.063,17.233,0.045,1.049,0.077420927,,
9139,296.14725,-14.83161,18.268,0.066,17.387,0.058,0.881,0.087863531,,
9140,296.24593,-14.81808,18.32,0.069,17.573,0.068,0.747,0.09687621,,
9146,296.22396,-14.75021,18.356,0.072,17.486,0.064,0.87,0.096332757,,
9147,296.4041,-14.90493,18.396,0.06,17.401,0.055,0.995,0.081394103,,
9148,296.22214,-14.87841,17.99,0.053,17.102,0.045,0.888,0.069526973,,
9149,296.24885,-14.87413,18.393,0.073,17.633,0.072,0.76,0.102532922,,
9150,296.18579,-14.86406,18.27,0.066,17.436,0.061,0.834,0.089872131,,
9152,296.23717,-14.85445,18.357,0.071,17.33,0.055,1.027,0.089810912,,
9153,296.42601,-14.91568,18.546,0.067,17.784,0.076,0.762,0.101316336,,
9154,296.13842,-14.82917,18.184,0.062,17.6,0.07,0.584,0.093509358,,
9157,296.21727,-14.93895,18.572,0.085,17.58,0.069,0.992,0.109480592,,
9162,296.26063,-14.91809,18.314,0.068,17.318,0.054,0.996,0.086833173,,
9163,296.35552,-14.77393,17.599,0.032,17.193,0.046,0.406,0.056035703,,
9166,296.1562,-14.83178,17.836,0.047,17.347,0.056,0.489,0.073109507,,
9167,296.40491,-14.71242,18.355,0.069,17.496,0.055,0.859,0.088238314,,
9168,296.3332,-14.84597,18.436,0.061,17.55,0.063,0.886,0.087692645,,
9171,296.35258,-14.77313,17.93,0.041,17.511,0.061,0.419,0.073498299,,
9172,296.23086,-14.80589,18.078,0.057,17.251,0.052,0.827,0.077155687,,
9173,296.37603,-14.83777,16.898,0.019,16.515,0.026,0.383,0.032202484,,
9174,296.08951,-14.81256,17.77,0.05,17.323,0.059,0.447,0.077336925,,
9175,296.22425,-14.83597,18.433,0.077,17.526,0.066,0.907,0.101414989,,
9177,296.34624,-14.76975,17.679,0.034,17.318,0.052,0.361,0.062128898,,
9179,296.19401,-14.86866,17.571,0.038,17.393,0.059,0.178,0.070178344,,
9180,296.18134,-14.81914,18.269,0.067,17.509,0.065,0.76,0.093348808,,
9183,296.1575,-14.7594,18.551,0.083,17.632,0.072,0.919,0.109877204,,
9185,296.31718,-14.88982,18.015,0.044,17.267,0.049,0.748,0.065855903,,
9186,296.13124,-14.72347,17.652,0.038,17.263,0.046,0.389,0.059665736,,
9187,296.21285,-14.76289,18.374,0.073,17.346,0.056,1.028,0.092005435,,
9188,296.23159,-14.77911,17.914,0.05,17.094,0.045,0.82,0.06726812,,
9189,296.16621,-14.79149,18.234,0.064,17.474,0.063,0.76,0.089805345,,
9192,296.28316,-14.76961,18.162,0.06,18.03,0.104,0.132,0.120066648,,
9197,296.19143,-14.73486,18.584,0.086,17.6,0.07,0.984,0.11088733,,
9199,296.0862,-14.95938,18.776,0.096,17.409,0.097,1.367,0.136473441,,
9200,296.30134,-14.70813,18.441,0.072,17.272,0.047,1.169,0.085982556,,
9202,296.20505,-14.73115,18.358,0.071,17.382,0.058,0.976,0.091678787,,
9204,296.35881,-14.81312,18.277,0.054,17.521,0.061,0.756,0.081467785,,
9206,296.12911,-14.85825,17.838,0.047,17.39,0.058,0.448,0.074652528,,
9210,296.38061,-14.72931,18.446,0.062,17.385,0.055,1.061,0.08287943,,
9212,296.2272,-14.80342,18.334,0.07,17.54,0.066,0.794,0.096208108,,
9213,296.27406,-14.80375,17.995,0.052,15.591,0.014,2.404,0.053851648,,
9214,296.11207,-14.93555,17.935,0.05,17.298,0.055,0.637,0.074330344,,
9217,296.31419,-14.88469,18.56,0.083,17.722,0.077,0.838,0.113216607,,
9221,296.16115,-14.82145,18.343,0.071,17.451,0.061,0.892,0.093605555,,
9222,296.19697,-14.82287,18.479,0.08,17.387,0.058,1.092,0.098812955,,
9223,296.31475,-14.73691,18.421,0.074,18.105,0.152,0.316,0.169056204,,
9226,296.23019,-14.86721,18.708,0.095,17.653,0.073,1.055,0.11980818,,
9227,296.06602,-14.75198,17.865,0.054,17.425,0.079,0.44,0.095692215,,
9231,296.31751,-14.71011,18.144,0.059,17.594,0.06,0.55,0.084148678,,
9233,296.07035,-14.74358,17.851,0.053,17.815,0.103,0.036,0.115836091,,
9234,296.13638,-14.91642,18.372,0.072,17.512,0.065,0.86,0.097,,
9237,296.10462,-14.9104,17.599,0.038,17.184,0.049,0.415,0.062008064,,
9242,296.30346,-14.78879,17.857,0.047,17.585,0.074,0.272,0.087664132,,
9244,296.24564,-14.69673,18.18,0.058,17.331,0.049,0.849,0.075927597,,
9246,296.3173,-14.71578,18.628,0.084,17.613,0.062,1.015,0.104403065,,
9247,296.21214,-14.78791,18.456,0.078,17.63,0.072,0.826,0.106150836,,
9253,296.2014,-14.90762,18.115,0.058,17.38,0.058,0.735,0.082024387,,
9255,296.23641,-14.6985,18.307,0.065,17.447,0.054,0.86,0.084504438,,
9259,296.17133,-14.85966,18.479,0.079,15.916,0.017,2.563,0.080808415,,
9264,296.22524,-14.74603,18.299,0.069,17.256,0.052,1.043,0.086400231,,
9266,296.24631,-14.74296,18.544,0.083,17.685,0.077,0.859,0.113216607,,
9267,296.25209,-14.76233,16.256,0.014,15.575,0.014,0.681,0.01979899,,
9269,296.25222,-14.82497,18.351,0.071,17.602,0.069,0.749,0.09900505,,
9276,296.19887,-14.84968,18.391,0.074,17.23,0.051,1.161,0.089872131,,
9278,296.33961,-14.66998,18.624,0.087,17.593,0.06,1.031,0.10568349,,
9282,296.22684,-14.84826,19.473,0.182,17.888,0.089,1.585,0.202595656,,
9283,296.11225,-14.67453,18.686,0.088,17.718,0.068,0.968,0.11121151,,
9284,296.38962,-14.90353,18.427,0.061,17.519,0.061,0.908,0.086267027,,
9285,296.26089,-14.77608,18.791,0.102,17.602,0.07,1.189,0.123709337,,
9286,296.34193,-14.79685,18.609,0.071,17.558,0.063,1.051,0.09492102,,
9287,296.21135,-14.85114,18.683,0.094,17.33,0.055,1.353,0.108908218,,
9288,296.18707,-14.74775,18.12,0.058,17.346,0.056,0.774,0.080622577,,
9289,296.19372,-14.8347,18.477,0.079,17.618,0.071,0.859,0.10621676,,
9293,296.25847,-14.74576,18.49,0.079,17.66,0.075,0.83,0.108931171,,
9296,296.29484,-14.90436,18.415,0.074,17.539,0.066,0.876,0.099156442,,
9297,296.27378,-14.82698,18.375,0.072,17.499,0.064,0.876,0.096332757,,
9299,296.2241,-14.80668,18.477,0.079,17.832,0.085,0.645,0.116043095,,
9303,296.32119,-14.85931,18.612,0.071,17.629,0.067,0.983,0.097621719,,
9306,296.23022,-14.79956,18.688,0.094,17.637,0.072,1.051,0.118406081,,
9308,296.10839,-14.77844,18.11,0.058,17.119,0.046,0.991,0.074027022,,
9310,296.07266,-14.9725,18.55,0.08,18.024,0.132,0.526,0.154350251,,
9311,296.25886,-14.74864,18.306,0.068,17.274,0.054,1.032,0.086833173,,
9312,296.31607,-14.9113,18.337,0.069,17.54,0.066,0.797,0.095482983,,
9313,296.40731,-14.73808,18.44,0.061,17.517,0.061,0.923,0.086267027,,
9314,296.39991,-14.78858,18.412,0.06,17.509,0.06,0.903,0.084852814,,
9316,296.15747,-14.92179,18.83,0.106,17.742,0.078,1.088,0.131605471,,
9318,296.36615,-14.84802,17.656,0.033,17.402,0.055,0.254,0.064140471,,
9320,296.05123,-14.73139,18.045,0.062,16.789,0.038,1.256,0.072718636,,
9321,296.34547,-14.86109,18.213,0.051,17.459,0.058,0.754,0.077233412,,
9326,296.22378,-14.71641,18.741,0.093,17.903,0.08,0.838,0.122674366,,
9329,296.31597,-14.75205,18.415,0.074,17.72,0.124,0.695,0.144402216,,
9330,296.13032,-14.8267,18.192,0.062,17.657,0.073,0.535,0.09577578,,
9331,296.21364,-14.94127,18.262,0.065,17.392,0.059,0.87,0.087783825,,
9333,296.38583,-14.83798,17.575,0.031,17.302,0.051,0.273,0.059682493,,
9334,296.22944,-14.70206,18.458,0.073,17.452,0.054,1.006,0.090801982,,
9337,296.20637,-14.81182,18.611,0.089,17.818,0.084,0.793,0.122380554,,
9343,296.22543,-14.76092,18.57,0.086,17.637,0.072,0.933,0.112160599,,
9345,296.09557,-14.8836,18.223,0.064,17.58,0.068,0.643,0.09338094,,
9346,296.42244,-14.84686,17.944,0.041,17.363,0.053,0.581,0.067007462,,
9347,296.38557,-14.78858,18.513,0.065,17.413,0.056,1.1,0.08579627,,
9349,296.19197,-14.9305,18.164,0.06,17.393,0.058,0.771,0.083450584,,
9350,296.28201,-14.93896,18.125,0.058,17.757,0.079,0.368,0.098005102,,
9351,296.03813,-14.68658,18.46,0.08,17.374,0.05,1.086,0.094339811,,
9352,296.40095,-14.88869,18.46,0.063,17.669,0.069,0.791,0.093434469,,
9354,296.08952,-14.90725,18.333,0.079,17.411,0.057,0.922,0.097416631,,
9355,296.35514,-14.63312,18.454,0.076,17.445,0.052,1.009,0.092086915,,
9356,296.13292,-14.76322,17.499,0.035,17.304,0.054,0.195,0.064350602,,
9357,296.2813,-14.89489,18.549,0.083,17.574,0.068,0.975,0.107298649,,
9358,296.05517,-14.70911,18.17,0.063,17.325,0.049,0.845,0.07981228,,
9359,296.24061,-14.73222,18.428,0.075,17.47,0.063,0.958,0.097948966,,
9360,296.1493,-14.8034,18.607,0.088,17.442,0.061,1.165,0.10707474,,
9361,296.38077,-14.78509,18.114,0.047,17.087,0.042,1.027,0.063031738,,
9362,296.32269,-14.92768,17.604,0.032,17.295,0.051,0.309,0.060207973,,
9363,296.2267,-14.78431,18.381,0.073,17.547,0.067,0.834,0.099085821,,
9364,296.05365,-14.79471,18.041,0.062,17.291,0.054,0.75,0.082219219,,
9365,296.32293,-14.8249,18.562,0.068,17.692,0.071,0.87,0.098310732,,
9366,296.30791,-14.78157,18.28,0.066,17.347,0.065,0.933,0.092633687,,
9367,296.21924,-14.92436,18.222,0.063,17.182,0.049,1.04,0.07981228,,
9368,296.34125,-14.84581,18.314,0.056,17.301,0.051,1.013,0.075742986,,
9369,296.36958,-14.81004,17.903,0.04,17.365,0.054,0.538,0.06720119,,
9371,296.28826,-14.87861,18.203,0.062,17.487,0.063,0.716,0.088391176,,
9372,296.19976,-14.87662,18.326,0.07,17.604,0.07,0.722,0.098994949,,
9374,296.16876,-14.80315,18.585,0.086,17.761,0.08,0.824,0.117456375,,
9377,296.22983,-14.83735,18.629,0.09,17.309,0.054,1.32,0.104957134,,
9378,296.1988,-14.72996,18.783,0.101,17.62,0.071,1.163,0.123458495,,
9380,296.21919,-14.80423,18.26,0.067,17.189,0.049,1.071,0.083006024,,
9381,296.38902,-14.74031,18.689,0.075,17.835,0.08,0.854,0.109658561,,
9383,296.2207,-14.78308,18.409,0.075,17.532,0.066,0.877,0.099904955,,
9384,296.13663,-14.76674,16.481,0.016,16.311,0.024,0.17,0.02884441,,
9385,296.33131,-14.84016,17.955,0.042,17.234,0.048,0.721,0.063780875,,
9387,296.25109,-14.87002,17.677,0.041,17.53,0.066,0.147,0.077698134,,
9388,296.22052,-14.78762,18.619,0.09,17.578,0.069,1.041,0.113406349,,
9390,296.15106,-14.73913,18.233,0.064,17.59,0.069,0.643,0.094111636,,
9393,296.38322,-14.73547,17.627,0.033,17.225,0.048,0.402,0.058249464,,
9394,296.32151,-14.84608,18.373,0.059,17.442,0.057,0.931,0.082036577,,
9396,296.14005,-14.72341,18.091,0.054,17.184,0.043,0.907,0.069028979,,
9397,296.16548,-14.91932,17.729,0.042,17.286,0.053,0.443,0.06762396,,
9401,296.1766,-14.92656,18.216,0.063,17.113,0.046,1.103,0.07800641,,
9404,296.34113,-14.67695,17.942,0.049,17.389,0.05,0.553,0.070007142,,
9406,296.31291,-14.76727,18.335,0.069,17.578,0.075,0.757,0.101911727,,
9408,296.312,-14.78611,18.197,0.061,17.73,0.087,0.467,0.106254412,,
9409,296.1335,-14.74174,18.497,0.08,17.712,0.076,0.785,0.110344914,,
9410,296.07494,-14.90813,17.905,0.055,17.392,0.056,0.513,0.078492038,,
9412,296.36538,-14.64751,18.382,0.071,17.402,0.051,0.98,0.087418534,,
9413,296.18527,-14.86948,18.458,0.078,17.427,0.06,1.031,0.098407317,,
9417,296.21425,-14.76135,18.154,0.061,17.192,0.049,0.962,0.078243211,,
9419,296.21987,-14.81476,18.429,0.077,17.678,0.075,0.751,0.107489534,,
9422,296.10186,-14.81034,18.335,0.07,17.449,0.062,0.886,0.093509358,,
9425,296.25091,-14.9322,18.548,0.083,17.554,0.066,0.994,0.106042444,,
9427,296.29439,-14.71366,18.697,0.089,17.582,0.06,1.115,0.107335921,,
9429,296.32177,-14.77674,18.68,0.075,17.695,0.071,0.985,0.103276328,,
9430,296.18061,-14.77532,18.25,0.065,17.238,0.051,1.012,0.08261961,,
9431,296.28202,-14.90355,18.528,0.081,17.361,0.056,1.167,0.098473347,,
9436,296.12642,-14.67943,18.352,0.067,17.348,0.049,1.004,0.083006024,,
9438,296.21311,-14.81182,18.556,0.085,17.567,0.068,0.989,0.108853112,,
9442,296.18057,-14.66253,18.501,0.076,17.416,0.052,1.085,0.092086915,,
9443,296.07161,-14.75191,18.166,0.069,17.544,0.08,0.622,0.105645634,,
9446,296.13767,-14.78329,18.243,0.065,17.339,0.056,0.904,0.08579627,,
9447,296.13797,-14.76856,18.307,0.068,17.239,0.051,1.068,0.085,,
9449,296.21889,-14.82176,18.84,0.108,18.144,0.112,0.696,0.155589203,,
9450,296.26517,-14.86193,17.633,0.039,17.454,0.061,0.179,0.072401657,,
9451,296.08363,-14.73603,18.404,0.084,17.796,0.121,0.608,0.147299016,,
9452,296.17445,-14.79254,18.006,0.054,17.178,0.049,0.828,0.072917762,,
9455,296.27046,-14.93932,17.843,0.046,17.238,0.051,0.605,0.068680419,,
9457,296.3034,-14.68543,18.003,0.05,17.393,0.051,0.61,0.071421285,,
9458,296.15211,-14.78843,17.135,0.027,15.976,0.018,1.159,0.032449961,,
9459,296.22802,-14.77485,18.397,0.074,17.455,0.062,0.942,0.096540147,,
9460,296.11448,-14.86158,18.337,0.07,17.474,0.063,0.863,0.094175368,,
9461,296.26534,-14.92518,17.427,0.033,16.302,0.023,1.125,0.040224371,,
9462,296.33324,-14.77077,18.237,0.053,17.251,0.049,0.986,0.07218033,,
9463,296.29577,-14.7417,18.789,0.101,18.238,0.15,0.551,0.180834178,,
9464,296.16419,-14.79825,18.347,0.071,17.341,0.056,1.006,0.090426766,,
9465,296.33451,-14.79938,17.745,0.036,17.333,0.052,0.412,0.063245553,,
9467,296.16683,-14.77458,18.287,0.067,17.607,0.07,0.68,0.096896852,,
9470,296.09124,-14.68895,18.224,0.066,17.308,0.048,0.916,0.081608823,,
9471,296.06264,-14.68073,18.011,0.055,17.512,0.057,0.499,0.079208585,,
9474,296.29458,-14.63797,17.694,0.039,17.198,0.044,0.496,0.058796258,,
9477,296.41502,-14.83311,17.715,0.035,17.386,0.054,0.329,0.064350602,,
9478,296.12768,-14.92298,18.379,0.072,17.469,0.062,0.91,0.095015788,,
9479,296.35156,-14.73797,17.882,0.04,17.414,0.056,0.468,0.068818602,,
