ID,RA,Dec,k36mag,e36mag,Jmag,eJmag,jMINUSthreesix,ERRORjMINUSthreesix
441,296.35902,-14.76511,13.95,0.04,14.405,0.005,0.455,0.040311289
442,296.20242,-14.8177,14.16,0.04,17.872,0.048,3.712,0.062481997
444,296.18246,-14.84069,13.94,0.04,14.857,0.006,0.917,0.040447497
446,296.10493,-14.70952,13.99,0.05,14.534,0.005,0.544,0.050249378
447,296.37697,-14.69873,13.92,0.06,14.711,0.005,0.791,0.060207973
449,296.11213,-14.81967,13.94,0.07,15.028,0.007,1.088,0.070349129
450,296.38279,-14.84553,13.98,0.06,14.371,0.004,0.391,0.060133186
451,296.22233,-14.9099,14.45,0.05,19.303,0.156,4.853,0.163816971
453,296.15086,-14.92338,13.84,0.06,14.841,0.006,1.001,0.060299254
456,296.17461,-14.78841,14.36,0.07,18.057,0.056,3.697,0.089643739
457,296.08815,-14.76637,14.01,0.05,14.975,0.007,0.965,0.050487622
458,296.32285,-14.6623,14.04,0.06,14.581,0.005,0.541,0.060207973
459,296.14713,-14.8437,14.04,0.06,14.35,0.005,0.31,0.060207973
460,296.35775,-14.71477,13.99,0.05,14.395,0.004,0.405,0.050159745
461,296.09364,-14.95589,14,0.06,14.431,0.005,0.431,0.060207973
463,296.2424,-14.7578,13.85,0.04,14.824,0.006,0.974,0.040447497
464,296.24456,-14.8692,13.94,0.06,15.244,0.007,1.304,0.060406953
466,296.12876,-14.80718,14.95,0.04,16.794,0.021,1.844,0.045177428
467,296.27363,-14.74903,13.92,0.06,14.526,0.005,0.606,0.060207973
468,296.24157,-14.73595,13.88,0.03,14.918,0.006,1.038,0.030594117
469,296.3991,-14.70479,13.94,0.06,14.411,0.004,0.471,0.060133186
470,296.31158,-14.64834,14.02,0.04,14.783,0.005,0.763,0.040311289
472,296.32396,-14.80563,13.99,0.03,14.373,0.004,0.383,0.030265492
473,296.30437,-14.93588,13.81,0.04,14.501,0.005,0.691,0.040311289
474,296.15594,-14.84299,13.99,0.03,14.383,0.005,0.393,0.030413813
477,296.13914,-14.8505,14.02,0.03,14.683,0.005,0.663,0.030413813
479,296.28034,-14.64663,14.07,0.06,14.628,0.005,0.558,0.060207973
480,296.20576,-14.82646,14.03,0.06,14.452,0.005,0.422,0.060207973
481,296.26769,-14.68058,14.36,0.08,18.597,0.082,4.237,0.114560028
482,296.22819,-14.87066,14.05,0.03,14.422,0.005,0.372,0.030413813
483,296.38084,-14.68413,13.67,0.06,14.268,0.004,0.598,0.060133186
488,296.30353,-14.74166,14.39,0.05,17.877,0.047,3.487,0.068622154
489,296.25012,-14.89107,14.04,0.04,14.603,0.005,0.563,0.040311289
490,296.22446,-14.89137,13.7,0.05,14.728,0.006,1.028,0.050358713
491,296.41835,-14.78221,14.14,0.07,15.115,0.007,0.975,0.070349129
492,296.17273,-14.75847,14,0.04,14.459,0.005,0.459,0.040311289
493,296.20776,-14.92781,13.9,0.05,14.312,0.004,0.412,0.050159745
494,296.28574,-14.9286,13.72,0.04,14.319,0.004,0.599,0.040199502
495,296.21259,-14.80132,14.47,0.06,19.159,0.142,4.689,0.154155765
496,296.30098,-14.86873,14.05,0.04,15.132,0.007,1.082,0.040607881
497,296.104,-14.8887,13.89,0.09,14.501,0.005,0.611,0.090138782
498,296.19167,-14.82955,14.84,0.04,18.039,0.055,3.199,0.068007353
499,296.19891,-14.93806,14.02,0.05,14.695,0.005,0.675,0.050249378
500,296.22241,-14.75688,13.92,0.07,15.011,0.007,1.091,0.070349129
501,296.39644,-14.65802,14.33,0.15,14.718,0.005,0.388,0.15008331
502,296.13484,-14.9013,14.03,0.05,14.584,0.005,0.554,0.050249378
504,296.26103,-14.73258,14.02,0.04,14.817,0.006,0.797,0.040447497
505,296.24052,-14.84932,14.7,0.06,18.845,0.108,4.145,0.123547562
507,296.25102,-14.67677,14.23,0.1,14.967,0.006,0.737,0.100179838
508,296.30461,-14.71427,14.49,0.05,17.845,0.044,3.355,0.066603303
509,296.22367,-14.77175,13.95,0.03,15.078,0.007,1.128,0.030805844
510,296.33997,-14.78637,14.19,0.05,14.364,0.004,0.174,0.050159745
511,296.12366,-14.90253,14.14,0.04,14.493,0.005,0.353,0.040311289
512,296.18045,-14.80418,15.52,0.08,17.734,0.043,2.214,0.090824006
513,296.16694,-14.87247,14.08,0.03,14.508,0.005,0.428,0.030413813
514,296.19874,-14.74322,13.98,0.05,14.46,0.005,0.48,0.050249378
516,296.26234,-14.88244,14.07,0.05,16.354,0.015,2.284,0.052201533
517,296.22571,-14.88446,14,0.05,15.069,0.007,1.069,0.050487622
519,296.2132,-14.68089,14.2,0.07,16.359,0.014,2.159,0.071386273
520,296.13103,-14.86154,14.06,0.04,14.677,0.005,0.617,0.040311289
522,296.20121,-14.71862,14.13,0.04,15.053,0.006,0.923,0.040447497
524,296.34878,-14.71976,14.07,0.06,14.364,0.004,0.294,0.060133186
525,296.1827,-14.85873,14.06,0.03,15.12,0.007,1.06,0.030805844
526,296.09651,-14.69392,14.21,0.1,15.174,0.007,0.964,0.100244701
527,296.21013,-14.73622,14.02,0.05,14.924,0.006,0.904,0.050358713
529,296.03469,-14.67691,14.19,0.13,14.777,0.006,0.587,0.130138388
532,296.26034,-14.81802,14.07,0.04,15.896,0.011,1.826,0.041484937
533,296.10879,-14.67551,14.5,0.06,14.7,0.005,0.2,0.060207973
534,296.17851,-14.85548,14.16,0.06,15.096,0.007,0.936,0.060406953
535,296.23957,-14.75629,14.18,0.04,14.554,0.005,0.374,0.040311289
536,296.35757,-14.8472,14.06,0.04,14.719,0.005,0.659,0.040311289
537,296.36573,-14.89167,14.1,0.04,15.562,0.008,1.462,0.040792156
538,296.03853,-14.77658,13.75,0.08,14.364,0.005,0.614,0.080156098
539,296.24784,-14.92997,14.06,0.04,14.504,0.005,0.444,0.040311289
540,296.21112,-14.91068,14.63,0.04,19.013,0.123,4.383,0.129340636
541,296.40397,-14.91875,13.98,0.08,14.483,0.005,0.503,0.080156098
542,296.16651,-14.78283,14.11,0.04,14.852,0.006,0.742,0.040447497
543,296.30013,-14.75728,14.11,0.06,14.622,0.005,0.512,0.060207973
544,296.41883,-14.88503,14.09,0.1,15.009,0.006,0.919,0.100179838
545,296.21722,-14.79319,14.21,0.09,14.936,0.006,0.726,0.090199778
546,296.23884,-14.85754,14.15,0.06,16.51,0.017,2.36,0.062361847
547,296.13898,-14.83143,14.32,0.05,15.222,0.007,0.902,0.050487622
548,296.15485,-14.88727,14.1,0.05,14.52,0.005,0.42,0.050249378
549,296.16779,-14.89871,14.1,0.05,14.609,0.005,0.509,0.050249378
551,296.12779,-14.68535,14.38,0.06,14.614,0.005,0.234,0.060207973
552,296.35193,-14.90932,14.21,0.07,15.33,0.007,1.12,0.070349129
553,296.21458,-14.84826,14.06,0.03,15.176,0.007,1.116,0.030805844
554,296.21927,-14.9272,14.07,0.02,14.93,0.006,0.86,0.020880613
555,296.12467,-14.79607,14.19,0.03,14.537,0.005,0.347,0.030413813
556,296.25296,-14.76515,14.19,0.04,14.62,0.005,0.43,0.040311289
557,296.3537,-14.71241,14.2,0.06,14.596,0.005,0.396,0.060207973
558,296.03165,-14.67768,14.15,0.13,14.58,0.005,0.43,0.130096118
559,296.2433,-14.72635,14.3,0.06,14.728,0.006,0.428,0.060299254
560,296.41745,-14.79169,14.2,0.06,14.928,0.006,0.728,0.060299254
561,296.04946,-14.79395,14.11,0.09,14.54,0.006,0.43,0.090199778
562,296.36599,-14.65709,14.14,0.07,14.529,0.004,0.389,0.070114193
563,296.24644,-14.79006,14.18,0.04,15.414,0.008,1.234,0.040792156
565,296.22632,-14.72547,14.43,0.05,18.179,0.061,3.749,0.078873316
566,296.42903,-14.85207,14.1,0.08,15.089,0.006,0.989,0.080224684
567,296.13953,-14.84234,14.2,0.05,14.544,0.005,0.344,0.050249378
570,296.29942,-14.69263,14.25,0.05,15.01,0.006,0.76,0.050358713
571,296.04168,-14.75186,14.07,0.11,14.368,0.005,0.298,0.110113578
572,296.23576,-14.75836,14.22,0.06,14.722,0.006,0.502,0.060299254
573,296.24761,-14.70499,13.99,0.06,15.095,0.006,1.105,0.060299254
574,296.29266,-14.93824,14.27,0.02,14.722,0.006,0.452,0.020880613
575,296.2236,-14.77464,14.34,0.04,16.439,0.016,2.099,0.043081318
576,296.06967,-14.72182,14.3,0.08,14.815,0.006,0.515,0.080224684
577,296.22863,-14.87131,14.09,0.04,15.08,0.007,0.99,0.040607881
579,296.22701,-14.69771,14.12,0.05,14.758,0.005,0.638,0.050249378
580,296.12382,-14.83538,14.17,0.07,15.019,0.007,0.849,0.070349129
581,296.4003,-14.71003,14.16,0.03,14.869,0.005,0.709,0.030413813
582,296.30014,-14.87876,14.54,0.03,17.513,0.035,2.973,0.046097722
583,296.15111,-14.9525,14.29,0.05,14.698,0.006,0.408,0.050358713
584,296.10659,-14.80298,14.63,0.06,17.82,0.046,3.19,0.075604233
585,296.22323,-14.76663,13.97,0.06,16.279,0.014,2.309,0.061611687
586,296.30103,-14.72167,14.47,0.04,14.814,0.005,0.344,0.040311289
587,296.21816,-14.88028,14.29,0.05,16.28,0.014,1.99,0.05192302
588,296.38578,-14.76515,14.34,0.08,14.819,0.006,0.479,0.080224684
589,296.11609,-14.88108,14.46,0.05,17.31,0.031,2.85,0.058830264
590,296.29523,-14.65947,14.31,0.07,14.992,0.006,0.682,0.070256672
591,296.21048,-14.82961,14.16,0.03,15.855,0.011,1.695,0.031953091
592,296.10577,-14.75618,14.33,0.08,14.673,0.005,0.343,0.080156098
593,296.12413,-14.72402,14.51,0.04,18.18,0.058,3.67,0.07045566
594,296.22798,-14.87967,14.11,0.07,15.105,0.007,0.995,0.070349129
595,296.32184,-14.8362,14.61,0.03,18.041,0.045,3.431,0.054083269
596,296.40519,-14.7749,14.3,0.03,14.886,0.006,0.586,0.030594117
598,296.24047,-14.8215,14.11,0.05,15.175,0.007,1.065,0.050487622
599,296.2207,-14.71814,14.44,0.07,14.927,0.006,0.487,0.070256672
601,296.10368,-14.66721,14.03,0.11,14.653,0.005,0.623,0.110113578
602,296.27887,-14.86482,14.37,0.05,14.714,0.006,0.344,0.050358713
603,296.32346,-14.81105,14.17,0.07,14.692,0.005,0.522,0.070178344
605,296.19256,-14.78459,14.28,0.06,14.692,0.005,0.412,0.060207973
606,296.06101,-14.73091,14.34,0.08,15.272,0.008,0.932,0.080399005
607,296.11791,-14.89065,14.26,0.09,14.707,0.006,0.447,0.090199778
608,296.34788,-14.75763,14.63,0.06,18.643,0.073,4.013,0.094493386
609,296.23395,-14.7225,14.14,0.06,15.231,0.007,1.091,0.060406953
610,296.38216,-14.76021,14.17,0.06,14.953,0.006,0.783,0.060299254
614,296.21836,-14.80107,14.31,0.07,15.657,0.01,1.347,0.070710678
615,296.1237,-14.83347,13.81,0.05,14.197,0.004,0.387,0.050159745
616,296.18319,-14.76298,14.58,0.06,18.354,0.071,3.774,0.092956979
617,296.24367,-14.66818,14.26,0.06,14.877,0.006,0.617,0.060299254
618,296.24557,-14.82234,14.55,0.05,17.694,0.042,3.144,0.065299311
619,296.21473,-14.7416,14.22,0.05,15.169,0.007,0.949,0.050487622
620,296.22933,-14.65249,14.6,0.04,17.698,0.039,3.098,0.055865911
621,296.39301,-14.78929,14.32,0.08,14.685,0.005,0.365,0.080156098
623,296.28664,-14.81759,14.32,0.03,14.402,0.005,0.082,0.030413813
624,296.35055,-14.78734,14.18,0.05,14.617,0.005,0.437,0.050249378
625,296.37701,-14.89289,14.42,0.03,15.468,0.008,1.048,0.031048349
626,296.26797,-14.90649,14.22,0.05,14.738,0.006,0.518,0.050358713
627,296.22061,-14.80001,14.26,0.05,16.804,0.021,2.544,0.054230987
628,296.09708,-14.83125,14.31,0.04,14.618,0.005,0.308,0.040311289
629,296.40151,-14.87554,14.34,0.05,14.91,0.006,0.57,0.050358713
630,296.08533,-14.84802,14.33,0.05,14.676,0.006,0.346,0.050358713
631,296.10421,-14.79254,14.57,0.07,17.933,0.05,3.363,0.086023253
632,296.24124,-14.72373,14.25,0.07,17.138,0.025,2.888,0.074330344
634,296.08,-14.86635,14.33,0.05,15.216,0.008,0.886,0.050635956
635,296.25009,-14.6768,14.31,0.05,14.889,0.006,0.579,0.050358713
636,296.22884,-14.80433,14.74,0.04,17.086,0.026,2.346,0.047707442
637,296.23483,-14.83966,14.37,0.05,14.853,0.006,0.483,0.050358713
639,296.44935,-14.90197,14.43,0.13,14.708,0.005,0.278,0.130096118
640,296.09973,-14.77755,14.41,0.02,14.82,0.006,0.41,0.020880613
641,296.30718,-14.84206,14.4,0.03,15.099,0.007,0.699,0.030805844
642,296.33334,-14.89412,14.25,0.09,14.744,0.005,0.494,0.090138782
643,296.22372,-14.83954,14.63,0.04,17.928,0.051,3.298,0.064815122
645,296.34948,-14.88276,14.35,0.04,15.107,0.007,0.757,0.040607881
647,296.064,-14.74631,14.33,0.06,14.754,0.006,0.424,0.060299254
648,296.23038,-14.75699,14.42,0.05,15.474,0.009,1.054,0.050803543
650,296.32037,-14.87581,14.26,0.05,14.763,0.005,0.503,0.050249378
651,296.07773,-14.84449,14.21,0.11,15.205,0.008,0.995,0.110290525
652,296.24999,-14.68432,14.28,0.03,14.973,0.006,0.693,0.030594117
653,296.28798,-14.80231,14.38,0.03,16.181,0.013,1.801,0.032695565
654,296.27779,-14.82281,14.68,0.04,18.45,0.077,3.77,0.08676981
655,296.31573,-14.84773,14.36,0.05,14.883,0.006,0.523,0.050358713
656,296.1982,-14.87107,14.24,0.03,15.352,0.008,1.112,0.031048349
657,296.41866,-14.74246,14.37,0.1,15.419,0.008,1.049,0.10031949
658,296.23241,-14.83929,14.18,0.06,16.379,0.016,2.199,0.062096699
659,296.41645,-14.80166,14.34,0.08,15.179,0.007,0.839,0.080305666
660,296.32847,-14.82026,14.48,0.06,15.472,0.008,0.992,0.060530984
661,296.16415,-14.84146,14.63,0.03,18.66,0.092,4.03,0.096767763
663,296.3085,-14.7124,14.48,0.05,14.927,0.006,0.447,0.050358713
664,296.22425,-14.79784,14.37,0.07,16.34,0.015,1.97,0.071589105
666,296.06491,-14.80865,14.37,0.09,14.757,0.006,0.387,0.090199778
667,296.34687,-14.74626,14.4,0.06,15.081,0.006,0.681,0.060299254
668,296.40918,-14.83155,14.38,0.06,14.812,0.006,0.432,0.060299254
669,296.1063,-14.8516,14.36,0.08,14.677,0.005,0.317,0.080156098
671,296.23409,-14.90133,14.32,0.02,15.007,0.007,0.687,0.02118962
672,296.16958,-14.92949,14.51,0.08,14.792,0.006,0.282,0.080224684
673,296.29871,-14.70153,14.6,0.04,15.066,0.006,0.466,0.040447497
674,296.1567,-14.67873,14.37,0.05,15.004,0.006,0.634,0.050358713
675,296.3646,-14.6511,14.33,0.1,14.727,0.005,0.397,0.100124922
676,296.24717,-14.83917,14.57,0.05,17.106,0.026,2.536,0.056356011
678,296.31042,-14.74779,14.29,0.07,14.965,0.006,0.675,0.070256672
679,296.20508,-14.694,14.38,0.04,14.85,0.006,0.47,0.040447497
680,296.07742,-14.76413,14.41,0.05,14.844,0.007,0.434,0.050487622
681,296.25105,-14.79978,14.29,0.04,15.43,0.008,1.14,0.040792156
682,296.1916,-14.85079,14.36,0.05,15.347,0.008,0.987,0.050635956
685,296.18369,-14.77243,14.44,0.08,17.568,0.037,3.128,0.088141931
686,296.07722,-14.85654,14.89,0.09,14.719,0.006,-0.171,0.090199778
687,296.18781,-14.90085,14.48,0.07,14.789,0.006,0.309,0.070256672
688,296.14705,-14.67938,14.33,0.09,15.316,0.007,0.986,0.090271812
689,296.20466,-14.83086,14.22,0.03,16.57,0.018,2.35,0.034985711
690,296.09678,-14.71193,14.34,0.06,14.747,0.005,0.407,0.060207973
691,296.20559,-14.77856,14.46,0.04,14.856,0.006,0.396,0.040447497
692,296.15969,-14.85963,14.81,0.04,18.204,0.063,3.394,0.074625733
693,296.25032,-14.80362,14.26,0.04,15.376,0.008,1.116,0.040792156
694,296.30872,-14.8658,15.09,0.05,19.182,0.139,4.092,0.147719328
695,296.40653,-14.84045,14.43,0.08,14.9,0.006,0.47,0.080224684
696,296.32105,-14.89365,14.39,0.05,14.989,0.006,0.599,0.050358713
698,296.2044,-14.92848,14.41,0.07,14.789,0.006,0.379,0.070256672
701,296.24451,-14.83897,14.44,0.05,14.948,0.006,0.508,0.050358713
702,296.31798,-14.80184,14.44,0.03,14.745,0.005,0.305,0.030413813
703,296.20325,-14.82793,14.98,0.04,18.054,0.056,3.074,0.068818602
704,296.2765,-14.86,14.39,0.04,15.39,0.008,1,0.040792156
705,296.2009,-14.7277,14.46,0.05,15.296,0.008,0.836,0.050635956
706,296.39253,-14.68636,14.41,0.08,14.858,0.005,0.448,0.080156098
707,296.20164,-14.88634,14.34,0.05,16.685,0.019,2.345,0.053488316
708,296.27528,-14.81896,14.42,0.06,14.856,0.006,0.436,0.060299254
709,296.21545,-14.78518,14.45,0.08,14.905,0.006,0.455,0.080224684
710,296.23458,-14.73063,14.43,0.06,15.28,0.008,0.85,0.060530984
711,296.2468,-14.80972,14.27,0.05,15.502,0.009,1.232,0.050803543
712,296.17491,-14.66868,14.5,0.06,15.722,0.009,1.222,0.060671245
713,296.30515,-14.91793,14.44,0.05,15.484,0.009,1.044,0.050803543
714,296.24418,-14.84676,14.26,0.04,14.719,0.006,0.459,0.040447497
715,296.37477,-14.68718,14.41,0.06,15.038,0.006,0.628,0.060299254
716,296.22953,-14.87045,14.55,0.04,14.769,0.006,0.219,0.040447497
717,296.28858,-14.90324,14.44,0.05,14.806,0.006,0.366,0.050358713
718,296.37049,-14.80176,14.45,0.06,14.908,0.006,0.458,0.060299254
719,296.15119,-14.95476,14.55,0.06,15.175,0.007,0.625,0.060406953
720,296.41004,-14.77532,14.44,0.08,15.116,0.007,0.676,0.080305666
722,296.22674,-14.75058,14.43,0.05,16.969,0.024,2.539,0.055461698
723,296.18033,-14.80579,14.42,0.06,14.857,0.006,0.437,0.060299254
724,296.2146,-14.78556,14.32,0.07,16.522,0.017,2.202,0.072034714
726,296.27553,-14.8104,14.52,0.04,14.925,0.006,0.405,0.040447497
728,296.3714,-14.88787,14.5,0.03,15.101,0.007,0.601,0.030805844
729,296.1552,-14.93396,14.45,0.04,15.212,0.007,0.762,0.040607881
730,296.42022,-14.76075,14.54,0.11,14.956,0.006,0.416,0.110163515
731,296.20503,-14.87903,14.56,0.03,14.986,0.006,0.426,0.030594117
733,296.27338,-14.79197,14.39,0.05,17.184,0.028,2.794,0.057306195
734,296.23407,-14.68634,14.9,0.04,18.404,0.07,3.504,0.080622577
735,296.1084,-14.683,14.63,0.06,14.977,0.006,0.347,0.060299254
736,296.34727,-14.72574,14.54,0.06,15.427,0.008,0.887,0.060530984
737,296.38275,-14.7522,14.74,0.05,17.007,0.021,2.267,0.054230987
738,296.19485,-14.8781,14.4,0.06,14.998,0.007,0.598,0.060406953
740,296.36385,-14.75976,14.43,0.05,16.528,0.015,2.098,0.052201533
741,296.28494,-14.74635,14.52,0.06,14.973,0.006,0.453,0.060299254
742,296.05272,-14.80146,14.37,0.04,14.67,0.006,0.3,0.040447497
743,296.41854,-14.83398,14.5,0.06,15.533,0.008,1.033,0.060530984
744,296.24817,-14.87519,14.49,0.06,15.462,0.008,0.972,0.060530984
745,296.17158,-14.77128,14.5,0.07,14.96,0.006,0.46,0.070256672
746,296.09425,-14.84945,14.58,0.07,15.26,0.008,0.68,0.07045566
747,296.274,-14.93002,14.52,0.05,15.437,0.008,0.917,0.050635956
748,296.17725,-14.825,14.51,0.05,15.33,0.008,0.82,0.050635956
749,296.12003,-14.88914,14.55,0.07,14.886,0.006,0.336,0.070256672
750,296.38109,-14.66461,14.44,0.06,15.051,0.006,0.611,0.060299254
751,296.27219,-14.76137,14.62,0.05,18.044,0.054,3.424,0.073593478
752,296.13866,-14.68959,14.6,0.08,15.607,0.009,1.007,0.080504658
754,296.32645,-14.87752,14.51,0.05,14.917,0.006,0.407,0.050358713
755,296.12531,-14.87329,14.34,0.06,14.691,0.006,0.351,0.060299254
756,296.10849,-14.74299,14.51,0.04,15.259,0.008,0.749,0.040792156
757,296.24367,-14.77066,14.53,0.04,16.23,0.014,1.7,0.04237924
761,296.37708,-14.84219,13.86,0.05,14.291,0.004,0.431,0.050159745
762,296.32317,-14.71666,14.76,0.05,16.709,0.018,1.949,0.053141321
764,296.34137,-14.73651,14.57,0.05,15.036,0.006,0.466,0.050358713
765,296.32311,-14.75168,14.57,0.06,14.977,0.006,0.407,0.060299254
766,296.1374,-14.90901,14.52,0.04,14.883,0.006,0.363,0.040447497
767,296.13432,-14.90376,14.61,0.05,15.516,0.009,0.906,0.050803543
768,296.05467,-14.71462,14.61,0.08,15.358,0.008,0.748,0.080399005
769,296.31093,-14.72608,14.56,0.05,15.523,0.009,0.963,0.050803543
770,296.22034,-14.93566,14.6,0.03,14.947,0.006,0.347,0.030594117
771,296.24573,-14.79351,14.78,0.06,17.739,0.043,2.959,0.073817342
772,296.22057,-14.77282,14.51,0.03,14.94,0.006,0.43,0.030594117
773,296.35857,-14.62768,14.75,0.12,14.988,0.006,0.238,0.120149906
774,296.25886,-14.93749,14.49,0.02,15.424,0.008,0.934,0.021540659
776,296.05905,-14.90617,14.86,0.13,14.875,0.007,0.015,0.130188325
777,296.2408,-14.8036,14.45,0.05,16.778,0.02,2.328,0.053851648
778,296.42345,-14.85305,14.57,0.08,15.668,0.009,1.098,0.080504658
779,296.25834,-14.77407,14.5,0.04,15.136,0.007,0.636,0.040607881
780,296.24798,-14.78236,14.53,0.03,15.24,0.007,0.71,0.030805844
781,296.09938,-14.95011,14.58,0.07,15.136,0.007,0.556,0.070349129
783,296.20345,-14.78944,14.96,0.06,18.498,0.081,3.538,0.100801786
785,296.23201,-14.83793,14.44,0.06,16.734,0.02,2.294,0.063245553
786,296.20107,-14.78786,14.67,0.07,15.041,0.007,0.371,0.070349129
787,296.16398,-14.82744,14.61,0.06,17.105,0.026,2.495,0.065391131
788,296.26688,-14.91736,14.38,0.04,15.383,0.008,1.003,0.040792156
790,296.17313,-14.94297,14.51,0.05,14.893,0.006,0.383,0.050358713
791,296.29243,-14.81794,14.59,0.05,15.487,0.009,0.897,0.050803543
792,296.30628,-14.86306,14.7,0.08,17.451,0.033,2.751,0.086539009
793,296.39868,-14.87212,14.54,0.06,15.305,0.007,0.765,0.060406953
794,296.32658,-14.64138,14.44,0.09,16.649,0.017,2.209,0.091591484
795,296.08327,-14.8955,14.58,0.04,15.015,0.007,0.435,0.040607881
796,296.1795,-14.75292,14.65,0.04,16.663,0.019,2.013,0.04428318
797,296.2793,-14.84676,14.4,0.04,14.934,0.006,0.534,0.040447497
798,296.3416,-14.87014,14.59,0.05,15.929,0.01,1.339,0.050990195
800,296.21514,-14.80938,14.48,0.04,17.091,0.026,2.611,0.047707442
801,296.11577,-14.87599,14.43,0.07,15.266,0.008,0.836,0.07045566
802,296.20485,-14.81808,14.44,0.03,15.735,0.01,1.295,0.031622777
803,296.0431,-14.71211,14.42,0.11,14.914,0.006,0.494,0.110163515
804,296.26484,-14.83517,14.51,0.03,14.941,0.006,0.431,0.030594117
805,296.05203,-14.84234,14.57,0.14,15.039,0.007,0.469,0.140174891
806,296.24889,-14.76497,14.5,0.04,17.11,0.026,2.61,0.047707442
807,296.29292,-14.81192,14.57,0.05,15.488,0.009,0.918,0.050803543
808,296.26709,-14.91236,14.29,0.05,15.455,0.008,1.165,0.050635956
809,296.23,-14.82608,14.55,0.07,15.807,0.011,1.257,0.070859015
810,296.18557,-14.80811,14.62,0.05,15.044,0.007,0.424,0.050487622
811,296.11263,-14.91131,14.63,0.08,18.481,0.079,3.851,0.112432202
812,296.06145,-14.8147,14.89,0.08,18.406,0.084,3.516,0.116
813,296.17186,-14.88967,14.53,0.03,17.222,0.029,2.692,0.041725292
814,296.20605,-14.67281,14.66,0.07,14.913,0.006,0.253,0.070256672
816,296.28573,-14.83004,14.46,0.04,15.142,0.007,0.682,0.040607881
817,296.16651,-14.75257,14.7,0.04,15.741,0.01,1.041,0.041231056
818,296.21059,-14.80049,14.49,0.05,15.572,0.009,1.082,0.050803543
819,296.26359,-14.80887,14.47,0.06,17.291,0.03,2.821,0.067082039
820,296.34829,-14.68818,14.61,0.04,15.582,0.008,0.972,0.040792156
821,296.2819,-14.78802,14.86,0.05,17.08,0.025,2.22,0.055901699
822,296.1744,-14.81858,14.63,0.05,16.724,0.02,2.094,0.053851648
823,296.09739,-14.80517,14.56,0.07,15.068,0.007,0.508,0.070349129
824,296.12401,-14.87692,14.47,0.03,15.439,0.008,0.969,0.031048349
825,296.27913,-14.84212,14.51,0.05,15.589,0.009,1.079,0.050803543
828,296.23929,-14.75061,14.74,0.03,14.912,0.006,0.172,0.030594117
829,296.31645,-14.8561,14.63,0.05,15.257,0.007,0.627,0.050487622
830,296.10463,-14.95681,14.6,0.06,15.192,0.007,0.592,0.060406953
831,296.23635,-14.64571,15.06,0.16,15.631,0.009,0.571,0.160252925
