ID,RA,Dec,k36mag,e36mag,Jmag,eJmag,jMINUSthreesix,ERRORjMINUSthreesix
1779,296.25683,-14.92129,15.11,0.05,16.171,0.013,1.061,0.051662365
1780,296.26459,-14.8014,15.32,0.05,16.552,0.017,1.232,0.052810984
1781,296.19,-14.73405,15.35,0.05,16.295,0.014,0.945,0.05192302
1782,296.21154,-14.92078,15.23,0.05,17.104,0.026,1.874,0.056356011
1783,296.4153,-14.7208,15.51,0.04,16.04,0.011,0.53,0.041484937
1784,296.26704,-14.91036,15.15,0.05,17.84,0.046,2.69,0.067941151
1785,296.27858,-14.81677,15.33,0.05,15.793,0.01,0.463,0.050990195
1786,296.26588,-14.82434,15.17,0.05,17.445,0.034,2.275,0.060464866
1788,296.32001,-14.89208,15.34,0.03,16.406,0.014,1.066,0.033105891
1789,296.21529,-14.71405,15.28,0.04,16.625,0.017,1.345,0.043462628
1790,296.25515,-14.82457,15.46,0.03,17.422,0.033,1.962,0.044598206
1791,296.39321,-14.79982,15.39,0.06,16.512,0.015,1.122,0.061846584
1792,296.21859,-14.8352,15.44,0.04,16.497,0.017,1.057,0.043462628
1793,296.22683,-14.88139,15.34,0.03,17.365,0.032,2.025,0.043863424
1794,296.23887,-14.86442,15.37,0.06,16.327,0.015,0.957,0.061846584
1795,296.26357,-14.76711,15.48,0.03,17.354,0.031,1.874,0.043139309
1796,296.22165,-14.90195,15.19,0.04,16.216,0.014,1.026,0.04237924
1797,296.23402,-14.79753,15.32,0.04,15.809,0.011,0.489,0.041484937
1798,296.17353,-14.83314,15.32,0.03,15.706,0.01,0.386,0.031622777
1799,296.08614,-14.88419,15.33,0.07,15.743,0.011,0.413,0.070859015
1800,296.31011,-14.65058,15.38,0.04,15.981,0.011,0.601,0.041484937
1801,296.24508,-14.93226,15.22,0.06,17.45,0.034,2.23,0.068963759
1802,296.22526,-14.71264,15.32,0.06,17.317,0.029,1.997,0.066640828
1803,296.23488,-14.7211,15.37,0.06,17.194,0.026,1.824,0.065391131
1804,296.30454,-14.91253,15.29,0.02,15.933,0.011,0.643,0.022825424
1805,296.23911,-14.66223,15.38,0.04,15.785,0.01,0.405,0.041231056
1806,296.23168,-14.65388,15.36,0.06,15.721,0.009,0.361,0.060671245
1807,296.11284,-14.86825,15.01,0.06,17.17,0.028,2.16,0.066211781
1808,296.2721,-14.92052,15.24,0.05,16.045,0.012,0.805,0.051419841
1809,296.21488,-14.85652,15.31,0.04,16.603,0.018,1.293,0.043863424
1810,296.22613,-14.88226,15.28,0.03,17.165,0.027,1.885,0.040360872
1811,296.14169,-14.76203,15.32,0.06,16.115,0.013,0.795,0.061392182
1812,296.07121,-14.72508,15.31,0.05,15.788,0.012,0.478,0.051419841
1813,296.19211,-14.93954,15.37,0.06,16.392,0.016,1.022,0.062096699
1814,296.42306,-14.91057,15.25,0.06,15.955,0.011,0.705,0.061
1815,296.32282,-14.73722,15.49,0.05,16.67,0.017,1.18,0.052810984
1816,296.23612,-14.85651,15.34,0.04,16.303,0.015,0.963,0.042720019
1817,296.07311,-14.88254,15.12,0.07,16.053,0.014,0.933,0.071386273
1819,296.22429,-14.78331,15.2,0.04,17.689,0.042,2.489,0.058
1820,296.28285,-14.73223,15.34,0.05,16.012,0.012,0.672,0.051419841
1821,296.22579,-14.75585,15.2,0.07,16.835,0.021,1.635,0.073082146
1822,296.18574,-14.81376,15.29,0.03,16.232,0.014,0.942,0.033105891
1823,296.22009,-14.75805,15.23,0.07,17.141,0.027,1.911,0.075026662
1824,296.09072,-14.84475,15.31,0.06,16.142,0.015,0.832,0.061846584
1825,296.23516,-14.68571,15.41,0.04,16.955,0.022,1.545,0.045650849
1826,296.2735,-14.73001,15.31,0.04,17.436,0.033,2.126,0.051855569
1827,296.22295,-14.86672,15.31,0.03,17.465,0.035,2.155,0.046097722
1829,296.17366,-14.79282,15.19,0.05,17.331,0.031,2.141,0.058830264
1830,296.32701,-14.71129,15.35,0.04,15.871,0.01,0.521,0.041231056
1831,296.26728,-14.79852,15.19,0.05,17.256,0.029,2.066,0.057801384
1832,296.15993,-14.96019,16.09,0.04,18.274,0.065,2.184,0.076321688
1833,296.12821,-14.8932,15.27,0.06,16.247,0.014,0.977,0.061611687
1835,296.18619,-14.79094,15.29,0.04,17.239,0.029,1.949,0.049406477
1836,296.27312,-14.9214,15.41,0.05,15.926,0.011,0.516,0.051195703
1837,296.18495,-14.74081,15.41,0.03,15.783,0.01,0.373,0.031622777
1839,296.25273,-14.77308,15.23,0.07,16.215,0.014,0.985,0.071386273
1843,296.29656,-14.79415,15.44,0.05,17.407,0.033,1.967,0.059908263
1844,296.14561,-14.72648,15.34,0.05,15.79,0.01,0.45,0.050990195
1845,296.2458,-14.84142,15.17,0.05,16.063,0.012,0.893,0.051419841
1846,296.25001,-14.81896,15.48,0.03,16.01,0.012,0.53,0.032310989
1847,296.24144,-14.83423,15.49,0.04,15.917,0.011,0.427,0.041484937
1848,296.24181,-14.81591,15.38,0.06,17.201,0.028,1.821,0.066211781
1849,296.03083,-14.71627,14.36,0.11,15.091,0.007,0.731,0.110222502
1850,296.16402,-14.75184,15.38,0.04,16.384,0.015,1.004,0.042720019
1851,296.11778,-14.85096,15.36,0.06,15.734,0.01,0.374,0.060827625
1853,296.08498,-14.67967,15.47,0.13,16.227,0.014,0.757,0.130751673
1854,296.15924,-14.86657,15.3,0.05,17.284,0.03,1.984,0.058309519
1857,296.15104,-14.93969,15.28,0.03,15.586,0.009,0.306,0.03132092
1860,296.26611,-14.88924,15.36,0.04,15.94,0.011,0.58,0.041484937
1861,296.154,-14.78707,15.41,0.03,16.335,0.015,0.925,0.03354102
1862,296.13568,-14.81706,15.31,0.04,17.243,0.029,1.933,0.049406477
1864,296.28486,-14.92256,15.11,0.03,16.122,0.013,1.012,0.032695565
1865,296.33789,-14.831,15.19,0.04,15.93,0.01,0.74,0.041231056
1866,296.4087,-14.76869,15.5,0.09,16.486,0.015,0.986,0.091241438
1868,296.21277,-14.75637,15.44,0.06,15.951,0.012,0.511,0.061188234
1869,296.34621,-14.63959,15.45,0.05,15.907,0.01,0.457,0.050990195
1870,296.29487,-14.91561,15.38,0.04,16.19,0.013,0.81,0.042059482
1871,296.22718,-14.87691,15.43,0.05,17.543,0.037,2.113,0.062201286
1872,296.19067,-14.80434,15.32,0.06,17.699,0.042,2.379,0.073239334
1873,296.12819,-14.79049,15.41,0.05,17.47,0.035,2.06,0.061032778
1875,296.28393,-14.73242,15.33,0.05,17.272,0.029,1.942,0.057801384
1876,296.10064,-14.82921,15.33,0.03,16.337,0.015,1.007,0.03354102
1877,296.41277,-14.8461,15.46,0.04,15.981,0.011,0.521,0.041484937
1879,296.30459,-14.77975,15.4,0.06,16.014,0.012,0.614,0.061188234
1881,296.20138,-14.85079,15.11,0.05,16.099,0.013,0.989,0.051662365
1882,296.31533,-14.87199,15.43,0.04,15.805,0.01,0.375,0.041231056
1884,296.44003,-14.88437,15.23,0.07,17.113,0.022,1.883,0.073375745
1885,296.22455,-14.74143,15.34,0.07,17.363,0.032,2.023,0.076967526
1887,296.3227,-14.87279,15.42,0.05,16.023,0.011,0.603,0.051195703
1888,296.33071,-14.82124,15.34,0.05,17.5,0.03,2.16,0.058309519
1889,296.19911,-14.71087,15.51,0.05,16.019,0.011,0.509,0.051195703
1890,296.25231,-14.78467,15.36,0.03,17.02,0.024,1.66,0.038418745
1891,296.18006,-14.75084,15.44,0.06,16.759,0.02,1.319,0.063245553
1893,296.23897,-14.89136,15.21,0.06,16.324,0.015,1.114,0.061846584
1894,296.23885,-14.78047,15.49,0.06,15.745,0.01,0.255,0.060827625
1895,296.23731,-14.82295,15.35,0.06,17.191,0.028,1.841,0.066211781
1899,296.29922,-14.66845,15.25,0.1,15.744,0.009,0.494,0.100404183
1900,296.26621,-14.78322,15.45,0.04,16.303,0.015,0.853,0.042720019
1901,296.12285,-14.66675,15.43,0.06,15.88,0.01,0.45,0.060827625
1902,296.04983,-14.83012,15.78,0.08,16.06,0.014,0.28,0.081215762
1903,296.19121,-14.86697,15.27,0.08,17.392,0.033,2.122,0.086539009
1904,296.23619,-14.74899,15.33,0.03,16.486,0.017,1.156,0.034481879
1907,296.24671,-14.8211,15.4,0.03,16.399,0.016,0.999,0.034
1908,296.30499,-14.86876,15.17,0.05,17.395,0.032,2.225,0.059363288
1909,296.19688,-14.73378,15.28,0.05,16.423,0.016,1.143,0.052497619
1910,296.23677,-14.92086,15.28,0.05,15.855,0.011,0.575,0.051195703
1911,296.1479,-14.78655,15.38,0.05,17.224,0.029,1.844,0.057801384
1912,296.22974,-14.84818,15.37,0.07,15.792,0.01,0.422,0.070710678
1913,296.20507,-14.87555,15.45,0.06,17.731,0.043,2.281,0.073817342
1914,296.30743,-14.67293,15.6,0.08,16.345,0.014,0.745,0.081215762
1915,296.35056,-14.71823,15.4,0.05,15.863,0.01,0.463,0.050990195
1917,296.28791,-14.81396,15.39,0.03,17.365,0.032,1.975,0.043863424
1918,296.25173,-14.89274,15.36,0.04,16.348,0.015,0.988,0.042720019
1919,296.23304,-14.84998,15.26,0.04,17.595,0.038,2.335,0.055172457
1920,296.13465,-14.86182,15.23,0.04,17.191,0.028,1.961,0.048826222
1921,296.25371,-14.80406,15.33,0.04,17.409,0.033,2.079,0.051855569
1922,296.1707,-14.85994,15.27,0.03,17.313,0.031,2.043,0.043139309
1923,296.24575,-14.7527,15.43,0.04,16.126,0.013,0.696,0.042059482
1924,296.18461,-14.73623,15.36,0.05,15.998,0.012,0.638,0.051419841
1926,296.11005,-14.7459,15.46,0.05,16.291,0.014,0.831,0.05192302
1927,296.24063,-14.88796,15.39,0.05,17.112,0.026,1.722,0.056356011
1928,296.12582,-14.92816,15.47,0.03,16.107,0.013,0.637,0.032695565
1929,296.25379,-14.75486,14.87,0.02,17.148,0.027,2.278,0.033600595
1930,296.22457,-14.86309,15.29,0.04,17.083,0.026,1.793,0.047707442
1932,296.37814,-14.62719,15.45,0.08,15.711,0.009,0.261,0.080504658
1933,296.32136,-14.68,15.44,0.04,16.272,0.013,0.832,0.042059482
1936,296.25981,-14.82211,15.42,0.04,17.409,0.033,1.989,0.051855569
1937,296.0996,-14.90874,15.39,0.05,16.371,0.015,0.981,0.052201533
1938,296.13246,-14.87397,15.51,0.04,16.148,0.013,0.638,0.042059482
1940,296.3272,-14.92467,15.17,0.03,15.813,0.01,0.643,0.031622777
1943,296.23035,-14.84235,15.3,0.07,17.324,0.031,2.024,0.076557168
1944,296.1355,-14.76624,15.44,0.04,15.858,0.011,0.418,0.041484937
1945,296.23919,-14.76638,15.34,0.04,16.25,0.014,0.91,0.04237924
1947,296.19492,-14.79522,15.44,0.06,16.54,0.017,1.1,0.062361847
1948,296.29484,-14.86473,15.34,0.06,17.147,0.026,1.807,0.065391131
1949,296.10864,-14.78924,15.53,0.08,16.735,0.02,1.205,0.082462113
1950,296.07589,-14.94933,15.57,0.09,15.971,0.011,0.401,0.09066973
1951,296.18623,-14.81309,15.36,0.04,17.198,0.028,1.838,0.048826222
1953,296.2971,-14.76954,15.47,0.06,16.501,0.017,1.031,0.062361847
1954,296.18443,-14.87731,15.29,0.02,15.988,0.012,0.698,0.023323808
1955,296.29859,-14.65853,15.47,0.07,16.233,0.013,0.763,0.07119691
1956,296.16734,-14.88269,15.41,0.06,15.745,0.01,0.335,0.060827625
1957,296.29893,-14.87517,15.31,0.03,16.381,0.015,1.071,0.03354102
1958,296.38409,-14.84012,15.37,0.08,17.842,0.038,2.472,0.088566359
1959,296.31371,-14.86682,15.3,0.04,17.322,0.03,2.022,0.05
1961,296.12232,-14.95111,15.34,0.04,15.763,0.01,0.423,0.041231056
1962,296.06457,-14.79639,15.39,0.04,15.854,0.012,0.464,0.041761226
1964,296.26168,-14.74829,15.37,0.05,16.094,0.013,0.724,0.051662365
1965,296.0561,-14.68516,15.59,0.06,16.675,0.019,1.085,0.062936476
1966,296.41803,-14.85085,15.4,0.04,15.895,0.01,0.495,0.041231056
1967,296.30219,-14.91044,15.33,0.03,16.486,0.016,1.156,0.034
1968,296.18015,-14.8253,15.45,0.05,17.231,0.029,1.781,0.057801384
1969,296.29507,-14.82566,15.55,0.04,18.237,0.064,2.687,0.075471849
1970,296.23247,-14.80813,15.42,0.06,17.048,0.025,1.628,0.065
1971,296.21353,-14.72642,15.46,0.04,16.101,0.013,0.641,0.042059482
1974,296.24568,-14.94816,15.29,0.06,16.06,0.013,0.77,0.061392182
1975,296.1975,-14.80579,15.47,0.03,16.857,0.022,1.387,0.03720215
1976,296.19569,-14.86985,15.29,0.04,16.212,0.014,0.922,0.04237924
1977,296.14093,-14.88873,15.38,0.06,15.942,0.012,0.562,0.061188234
1978,296.16677,-14.7892,15.43,0.03,15.936,0.011,0.506,0.031953091
1979,296.20143,-14.84878,15.47,0.04,17.479,0.035,2.009,0.053150729
1980,296.24886,-14.88334,15.38,0.03,16.214,0.014,0.834,0.033105891
1982,296.24365,-14.77463,15.45,0.04,16.193,0.013,0.743,0.042059482
1983,296.03351,-14.69662,15.27,0.1,16.138,0.013,0.868,0.10084146
1984,296.27384,-14.92592,15.31,0.04,16.159,0.013,0.849,0.042059482
1985,296.21498,-14.7879,15.55,0.06,17.277,0.03,1.727,0.067082039
1986,296.35571,-14.81935,15.43,0.07,17.585,0.032,2.155,0.076967526
1987,296.09529,-14.66704,15.61,0.13,16.472,0.015,0.862,0.130862523
1988,296.20679,-14.89101,15.23,0.05,16.185,0.013,0.955,0.051662365
1990,296.22352,-14.94484,15.57,0.05,16.594,0.018,1.024,0.053141321
1991,296.14136,-14.92136,15.53,0.03,16.527,0.017,0.997,0.034481879
1994,296.05562,-14.72831,15.25,0.09,15.947,0.013,0.697,0.090934042
1995,296.11257,-14.91157,14.63,0.08,18.481,0.079,3.851,0.112432202
1996,296.26762,-14.82148,15.3,0.04,16.046,0.012,0.746,0.041761226
1999,296.23206,-14.90148,15.43,0.03,17.136,0.027,1.706,0.040360872
2000,296.2889,-14.6745,15.29,0.06,16.143,0.012,0.853,0.061188234
2002,296.07066,-14.95586,15.25,0.1,15.768,0.01,0.518,0.100498756
2003,296.28032,-14.89945,15.46,0.04,16.07,0.012,0.61,0.041761226
2004,296.18263,-14.79187,15.55,0.06,15.93,0.011,0.38,0.061
2005,296.21699,-14.86582,15.57,0.05,16.334,0.015,0.764,0.052201533
2006,296.07451,-14.82809,15.5,0.06,16.532,0.019,1.032,0.062936476
2007,296.42625,-14.91057,15.16,0.07,15.777,0.009,0.617,0.0705762
2009,296.2236,-14.74163,15.48,0.06,17.53,0.037,2.05,0.070491134
2011,296.28623,-14.8457,15.26,0.04,16.697,0.019,1.437,0.04428318
2012,296.20987,-14.66279,15.65,0.07,15.941,0.011,0.291,0.070859015
2013,296.11651,-14.87805,15.49,0.07,16.401,0.016,0.911,0.071805292
2014,296.2736,-14.89839,15.44,0.06,16.42,0.016,0.98,0.062096699
2015,296.10792,-14.70921,15.52,0.07,16.518,0.016,0.998,0.071805292
2016,296.22999,-14.76649,15.26,0.04,17.526,0.036,2.266,0.053814496
2017,296.35895,-14.63581,15.64,0.08,16.546,0.016,0.906,0.081584312
2018,296.08579,-14.813,15.36,0.07,16.071,0.014,0.711,0.071386273
2019,296.42312,-14.78754,15.57,0.06,16.592,0.016,1.022,0.062096699
2020,296.2355,-14.85787,15.39,0.04,16.412,0.016,1.022,0.043081318
2022,296.16168,-14.79347,15.48,0.05,17.36,0.032,1.88,0.059363288
2023,296.43032,-14.91573,15.6,0.07,16.127,0.012,0.527,0.071021124
2026,296.29908,-14.78344,15.17,0.03,17.48,0.035,2.31,0.046097722
2027,296.19947,-14.79926,15.37,0.05,17.226,0.029,1.856,0.057801384
2030,296.13705,-14.88273,15.34,0.03,16.022,0.012,0.682,0.032310989
2031,296.24766,-14.83766,15.3,0.03,16.229,0.014,0.929,0.033105891
2032,296.40572,-14.86166,15.52,0.08,16.616,0.016,1.096,0.081584312
2033,296.36707,-14.71719,15.54,0.09,16.121,0.012,0.581,0.090796476
2034,296.08624,-14.69446,15.53,0.07,16.62,0.019,1.09,0.072532751
2035,296.25525,-14.82573,15.35,0.03,16.736,0.02,1.386,0.036055513
2036,296.42195,-14.75011,15.41,0.06,16.288,0.013,0.878,0.061392182
2037,296.25794,-14.85612,15.36,0.08,16.573,0.018,1.213,0.082
2038,296.31217,-14.71394,15.58,0.05,16.036,0.011,0.456,0.051195703
2039,296.33063,-14.81121,15.37,0.05,17.489,0.029,2.119,0.057801384
2040,296.34675,-14.85536,15.51,0.08,17.32,0.026,1.81,0.084118963
2041,296.35258,-14.756,15.48,0.07,16.064,0.011,0.584,0.070859015
2043,296.08071,-14.81593,15.49,0.07,16.63,0.021,1.14,0.073082146
2045,296.06145,-14.77784,15.59,0.09,16.384,0.017,0.794,0.091591484
2046,296.32063,-14.84112,15.59,0.03,16.655,0.016,1.065,0.034
2047,296.31602,-14.68664,15.58,0.04,16.648,0.017,1.068,0.043462628
2048,296.24941,-14.67668,15.34,0.1,15.611,0.009,0.271,0.100404183
2050,296.27865,-14.89286,15.43,0.06,15.839,0.011,0.409,0.061
2051,296.4371,-14.91142,15.67,0.06,16.572,0.015,0.902,0.061846584
2052,296.18977,-14.90009,15.33,0.04,17.139,0.027,1.809,0.048259714
2053,296.31059,-14.65952,15.38,0.06,15.877,0.01,0.497,0.060827625
2056,296.2812,-14.85213,15.25,0.07,16.326,0.015,1.076,0.071589105
2058,296.16348,-14.65494,15.58,0.14,16.149,0.012,0.569,0.140513345
2059,296.0725,-14.67969,15.63,0.06,16.678,0.019,1.048,0.062936476
2060,296.31901,-14.69081,15.49,0.03,16.04,0.011,0.55,0.031953091
2061,296.25065,-14.83883,15.36,0.04,17.076,0.026,1.716,0.047707442
2062,296.30103,-14.9324,15.3,0.04,16.237,0.014,0.937,0.04237924
2063,296.38287,-14.67741,15.71,0.08,16.711,0.018,1.001,0.082
2064,296.40642,-14.74464,15.55,0.05,16.546,0.015,0.996,0.052201533
2065,296.21512,-14.8475,15.37,0.05,17.156,0.027,1.786,0.056824291
2066,296.04558,-14.68914,15.43,0.08,16.446,0.016,1.016,0.081584312
2067,296.11596,-14.82004,15.51,0.04,15.931,0.011,0.421,0.041484937
2068,296.27689,-14.81702,15.47,0.05,17.495,0.035,2.025,0.061032778
2069,296.14739,-14.83757,15.24,0.04,17.527,0.036,2.287,0.053814496
2070,296.11861,-14.89873,15.43,0.06,16.894,0.022,1.464,0.063906181
2072,296.12175,-14.85394,15.49,0.04,16.408,0.016,0.918,0.043081318
2073,296.08002,-14.88832,15.44,0.06,16.452,0.018,1.012,0.062641839
2074,296.25577,-14.69007,15.46,0.07,15.996,0.011,0.536,0.070859015
2075,296.21705,-14.75677,15.32,0.07,16.292,0.015,0.972,0.071589105
2076,296.20082,-14.70931,15.55,0.04,16.039,0.011,0.489,0.041484937
2077,296.2976,-14.83898,15.42,0.05,15.957,0.011,0.537,0.051195703
2079,296.27387,-14.67652,15.54,0.06,17.247,0.027,1.707,0.065795137
2080,296.17759,-14.88737,15.43,0.04,15.83,0.011,0.4,0.041484937
2081,296.24532,-14.80813,15.49,0.06,15.845,0.011,0.355,0.061
2082,296.1157,-14.74383,15.35,0.06,15.975,0.012,0.625,0.061188234
2083,296.23124,-14.7767,15.37,0.04,16.328,0.015,0.958,0.042720019
2085,296.3567,-14.74882,15.43,0.1,16.417,0.014,0.987,0.100975244
2086,296.28263,-14.85334,15.38,0.08,15.914,0.011,0.534,0.080752709
2087,296.30455,-14.75193,15.44,0.02,16.527,0.017,1.087,0.026248809
2088,296.26926,-14.73877,15.44,0.04,17.458,0.034,2.018,0.052497619
2089,296.1596,-14.88224,15.4,0.04,17.318,0.031,1.918,0.050606324
2090,296.2815,-14.74688,15.69,0.05,17.525,0.036,1.835,0.061611687
2091,296.25367,-14.77368,15.43,0.04,17.206,0.028,1.776,0.048826222
2092,296.06727,-14.93056,15.56,0.05,16.268,0.016,0.708,0.052497619
2093,296.24943,-14.77051,15.34,0.06,17.391,0.032,2.051,0.068
2094,296.25272,-14.85401,15.61,0.04,15.92,0.011,0.31,0.041484937
2095,296.18646,-14.79796,15.92,0.06,19.467,0.181,3.547,0.190685605
2096,296.20271,-14.77378,15.17,0.04,17.296,0.03,2.126,0.05
2099,296.38856,-14.77294,15.38,0.08,16.508,0.015,1.128,0.081394103
2101,296.1758,-14.79393,15.6,0.05,17.48,0.035,1.88,0.061032778
2102,296.21427,-14.95128,15.43,0.06,15.74,0.01,0.31,0.060827625
2103,296.10373,-14.84382,15.49,0.04,16.048,0.012,0.558,0.041761226
2104,296.25788,-14.76931,15.34,0.03,17.861,0.047,2.521,0.055758407
2105,296.28233,-14.66422,14.23,0.05,14.616,0.005,0.386,0.050249378
2106,296.38906,-14.66325,15.66,0.06,16.452,0.015,0.792,0.061846584
2107,296.31233,-14.74362,15.45,0.05,16.532,0.017,1.082,0.052810984
2108,296.16612,-14.79044,15.46,0.03,16.371,0.015,0.911,0.03354102
2109,296.26774,-14.9085,15.29,0.07,17.529,0.036,2.239,0.078714675
2110,296.21536,-14.86096,15.42,0.03,17.556,0.037,2.136,0.047634021
2112,296.38455,-14.8838,15.6,0.06,16.101,0.011,0.501,0.061
2113,296.39911,-14.89372,15.59,0.05,16.172,0.012,0.582,0.051419841
2114,296.35154,-14.85995,15.43,0.03,15.843,0.01,0.413,0.031622777
2117,296.24926,-14.76379,15.19,0.03,17.377,0.032,2.187,0.043863424
2119,296.36285,-14.86516,15.57,0.06,16.532,0.015,0.962,0.061846584
2120,296.35687,-14.74817,15.44,0.06,17.254,0.025,1.814,0.065
2121,296.19317,-14.82932,15.38,0.05,16.393,0.016,1.013,0.052497619
2122,296.38632,-14.66146,15.48,0.09,16.254,0.013,0.774,0.090934042
2123,296.35304,-14.66571,15.49,0.07,16.176,0.012,0.686,0.071021124
2124,296.09727,-14.88801,15.47,0.05,15.707,0.01,0.237,0.050990195
2125,296.2133,-14.68373,15.53,0.07,16.006,0.011,0.476,0.070859015
2126,296.24677,-14.90126,15.5,0.04,16.447,0.016,0.947,0.043081318
2127,296.26028,-14.89405,15.53,0.04,15.957,0.012,0.427,0.041761226
2128,296.13269,-14.91413,15.53,0.05,15.874,0.011,0.344,0.051195703
2129,296.24246,-14.84225,15.46,0.05,17.176,0.028,1.716,0.057306195
2131,296.24241,-14.67144,15.45,0.08,17.361,0.03,1.911,0.085440037
2133,296.04982,-14.76942,15.41,0.1,16.375,0.017,0.965,0.101434708
2134,296.16992,-14.95179,15.38,0.05,15.745,0.01,0.365,0.050990195
2135,296.2612,-14.83641,15.47,0.05,15.922,0.011,0.452,0.051195703
2136,296.12009,-14.68037,15.92,0.11,16.17,0.012,0.25,0.11065261
2138,296.23264,-14.91174,15.66,0.02,18.228,0.064,2.568,0.067052218
2140,296.08286,-14.68627,15.6,0.07,17.236,0.03,1.636,0.076157731
2141,296.07501,-14.74626,15.29,0.06,15.661,0.011,0.371,0.061
2142,296.18029,-14.9243,15.46,0.06,16.463,0.016,1.003,0.062096699
2143,296.17769,-14.79219,15.39,0.06,15.839,0.011,0.449,0.061
2144,296.3085,-14.88235,15.65,0.05,15.943,0.011,0.293,0.051195703
2145,296.26834,-14.68314,15.63,0.04,16.492,0.016,0.862,0.043081318
2146,296.1206,-14.95823,15.5,0.05,15.806,0.011,0.306,0.051195703
2147,296.31194,-14.92137,15.31,0.05,17.396,0.032,2.086,0.059363288
2148,296.37473,-14.82224,15.52,0.04,16.095,0.011,0.575,0.041484937
2149,296.17714,-14.68862,15.17,0.09,15.675,0.009,0.505,0.090448881
2150,296.1214,-14.67934,15.64,0.09,17.359,0.03,1.719,0.09486833
2151,296.22253,-14.82647,15.59,0.05,16.594,0.018,1.004,0.053141321
2152,296.21695,-14.72789,15.47,0.05,18.572,0.085,3.102,0.098615415
2153,296.12976,-14.72115,15.65,0.05,16.113,0.012,0.463,0.051419841
2154,296.24606,-14.64393,15.69,0.16,18.162,0.057,2.472,0.169849934
2155,296.21708,-14.87605,15.47,0.04,17.51,0.036,2.04,0.053814496
2157,296.10257,-14.69196,15.56,0.12,16.494,0.016,0.934,0.121061968
2158,296.2802,-14.79321,15.61,0.05,16.758,0.02,1.148,0.053851648
2159,296.23723,-14.67619,15.57,0.05,16.086,0.012,0.516,0.051419841
2160,296.24275,-14.78727,15.35,0.03,18.35,0.07,3,0.076157731
2161,296.17373,-14.75722,15.53,0.04,16.182,0.013,0.652,0.042059482
2163,296.36016,-14.92744,15.57,0.06,16.423,0.014,0.853,0.061611687
2164,296.38766,-14.78865,15.57,0.07,16.596,0.016,1.026,0.071805292
2165,296.42466,-14.91612,15.69,0.06,16.688,0.017,0.998,0.062361847
2166,296.40839,-14.69447,15.53,0.07,17.266,0.028,1.736,0.075392307
2167,296.22534,-14.81,15.39,0.07,16.025,0.012,0.635,0.071021124
2168,296.17277,-14.75008,15.37,0.07,17.437,0.034,2.067,0.077820306
2169,296.29556,-14.67765,15.72,0.06,17.625,0.037,1.905,0.070491134
2170,296.25236,-14.72211,15.57,0.06,16.863,0.02,1.293,0.063245553
2171,296.27499,-14.65815,15.67,0.04,16.508,0.016,0.838,0.043081318
2172,296.3415,-14.71285,15.44,0.06,17.321,0.029,1.881,0.066640828
2174,296.40571,-14.81246,15.53,0.06,16.182,0.012,0.652,0.061188234
2175,296.21044,-14.81318,15.45,0.03,17.387,0.033,1.937,0.044598206
2176,296.14394,-14.70249,15.67,0.07,17.369,0.03,1.699,0.076157731
2177,296.10619,-14.80525,15.47,0.06,16.253,0.014,0.783,0.061611687
2178,296.24935,-14.78396,15.43,0.06,16.261,0.014,0.831,0.061611687
2179,296.36654,-14.7104,15.59,0.08,16.044,0.011,0.454,0.080752709
2180,296.31798,-14.84104,15.42,0.04,17.341,0.026,1.921,0.047707442
2184,296.21778,-14.78791,15.6,0.1,17.451,0.034,1.851,0.105621967
2186,296.14085,-14.72185,15.63,0.05,16.706,0.018,1.076,0.053141321
2187,296.25122,-14.80401,15.53,0.04,15.867,0.011,0.337,0.041484937
2188,296.24647,-14.89563,15.38,0.04,17.64,0.039,2.26,0.055865911
2189,296.22319,-14.7543,15.74,0.06,17.358,0.032,1.618,0.068
2190,296.25045,-14.81723,15.54,0.04,16.589,0.018,1.049,0.043863424
2193,296.16095,-14.85936,15.43,0.05,17.054,0.025,1.624,0.055901699
2196,296.30262,-14.93696,15.46,0.05,16.171,0.013,0.711,0.051662365
2198,296.4386,-14.90158,15.69,0.09,16.072,0.011,0.382,0.09066973
2199,296.13552,-14.85899,15.53,0.04,17.247,0.029,1.717,0.049406477
2200,296.29363,-14.72383,15.39,0.06,17.219,0.028,1.829,0.066211781
2201,296.21507,-14.8665,15.59,0.05,16.649,0.019,1.059,0.053488316
2203,296.16029,-14.68812,15.54,0.05,16.097,0.012,0.557,0.051419841
2204,296.10181,-14.85041,15.42,0.09,15.907,0.011,0.487,0.09066973
2205,296.32091,-14.8859,15.66,0.05,16.646,0.016,0.986,0.052497619
2207,296.23961,-14.73133,15.66,0.05,16.105,0.013,0.445,0.051662365
2208,296.10991,-14.77453,15.58,0.05,16.189,0.014,0.609,0.05192302
2209,296.42117,-14.74717,15.55,0.06,17.184,0.023,1.634,0.064257295
2210,296.27907,-14.65919,15.48,0.05,17.931,0.047,2.451,0.068622154
2212,296.37616,-14.89172,15.43,0.05,16.676,0.017,1.246,0.052810984
2213,296.27655,-14.80747,15.49,0.05,17.792,0.044,2.302,0.066603303
2214,296.31637,-14.85879,15.57,0.04,16.658,0.018,1.088,0.043863424
2215,296.1034,-14.70899,15.61,0.07,16.265,0.013,0.655,0.07119691
2218,296.32042,-14.73451,15.46,0.05,16.67,0.017,1.21,0.052810984
