ID,RA,Dec,k80mag,e80mag,k24mag,e24mag,eightzeroMINUStwentyfour,ERROReightzeroMINUStwentyfour
11548,296.12965,-14.73496,16.47,0.19,12.63,-9999,3.84,9999.000002
11549,296.39526,-14.82658,16.05,0.23,12.51,-9999,3.54,9999.000003
11550,296.23278,-14.78254,16.73,-9999,12.38,-9999,4.35,14140.72141
11551,296.23022,-14.8184,16.22,0.14,12.13,-9999,4.09,9999.000001
11552,296.12947,-14.66815,17.05,0.2,12.58,-9999,4.47,9999.000002
11553,296.27528,-14.89527,16.94,0.22,12.58,-9999,4.36,9999.000002
11554,296.18689,-14.79105,15.4,0.06,12.19,-9999,3.21,9999
11555,296.22866,-14.78168,16.6,-9999,12.75,-9999,3.85,14140.72141
11556,296.26715,-14.73768,16.72,0.28,12.49,-9999,4.23,9999.000004
11557,296.35068,-14.66778,16.63,-9999,12.23,-9999,4.4,14140.72141
11558,296.3425,-14.7658,16.94,-9999,12.83,-9999,4.11,14140.72141
11559,296.1789,-14.78706,16.06,0.14,12.17,-9999,3.89,9999.000001
11560,296.14171,-14.90828,16.08,0.25,12.44,-9999,3.64,9999.000003
11561,296.39243,-14.80551,16.16,0.14,11.87,0.21,4.29,0.252388589
11562,296.31209,-14.92194,15.83,0.21,12.28,-9999,3.55,9999.000002
11563,296.10468,-14.87348,15.7,0.07,12.34,-9999,3.36,9999
11564,296.20741,-14.77153,16.71,-9999,12.87,-9999,3.84,14140.72141
11565,296.27007,-14.7883,16.59,-9999,12.76,-9999,3.83,14140.72141
11566,296.19326,-14.78991,16.65,0.23,12.6,-9999,4.05,9999.000003
11567,296.2353,-14.94109,16.78,0.21,12.28,-9999,4.5,9999.000002
11568,296.25429,-14.73974,16.3,-9999,12.12,-9999,4.18,14140.72141
11569,296.2854,-14.79108,16.39,0.22,12.27,-9999,4.12,9999.000002
11570,296.27372,-14.87992,16.49,-9999,13.34,-9999,3.15,14140.72141
11571,296.12598,-14.75607,16.4,0.2,12.4,-9999,4,9999.000002
11572,296.36791,-14.84058,15.78,0.1,12.71,-9999,3.07,9999.000001
11573,296.29936,-14.908,15.86,-9999,11.82,-9999,4.04,14140.72141
11574,296.32511,-14.79603,17.03,0.24,12.45,-9999,4.58,9999.000003
11575,296.32686,-14.91283,16.27,-9999,11.48,0.18,4.79,9999.000002
11576,296.22082,-14.81194,16.11,-9999,11.95,-9999,4.16,14140.72141
11577,296.23737,-14.77357,16.61,0.2,12.28,-9999,4.33,9999.000002
11578,296.20076,-14.83267,16.62,0.24,12.49,-9999,4.13,9999.000003
11579,296.24569,-14.79649,16.32,0.21,11.12,-9999,5.2,9999.000002
11580,296.1363,-14.82292,15.87,0.12,12.11,-9999,3.76,9999.000001
11581,296.21108,-14.75397,16.88,-9999,12.81,-9999,4.07,14140.72141
11582,296.40462,-14.84804,16.46,0.13,12.5,-9999,3.96,9999.000001
11583,296.39669,-14.88392,16.28,-9999,12.66,-9999,3.62,14140.72141
11584,296.24991,-14.83784,16.48,-9999,12.58,-9999,3.9,14140.72141
11585,296.24492,-14.82025,15.94,-9999,12.09,-9999,3.85,14140.72141
11586,296.40442,-14.71606,16.12,-9999,12.26,-9999,3.86,14140.72141
11587,296.21585,-14.88343,16.35,0.23,10.9,0.18,5.45,0.292061637
11588,296.1637,-14.77185,15.83,0.14,11.91,0.21,3.92,0.252388589
11589,296.13996,-14.75029,16.07,0.16,12.88,0.3,3.19,0.34
11590,296.24374,-14.84549,16.21,-9999,12.24,-9999,3.97,14140.72141
11591,296.1079,-14.88369,16.51,-9999,13.08,-9999,3.43,14140.72141
11592,296.0959,-14.936,16.16,0.2,11.94,-9999,4.22,9999.000002
11593,296.1327,-14.67904,16.86,-9999,12.74,-9999,4.12,14140.72141
11594,296.20245,-14.78364,16.66,0.22,12.12,-9999,4.54,9999.000002
11595,296.29425,-14.87409,16.8,0.27,12.16,-9999,4.64,9999.000004
11596,296.42067,-14.76624,15.39,0.2,13.59,-9999,1.8,9999.000002
11597,296.1271,-14.86681,16.6,-9999,12.39,-9999,4.21,14140.72141
11598,296.27652,-14.81775,16.43,-9999,11.98,-9999,4.45,14140.72141
11599,296.34242,-14.79922,16.81,0.19,12.22,-9999,4.59,9999.000002
11600,296.30485,-14.86327,16.27,0.16,12.97,-9999,3.3,9999.000001
11601,296.13072,-14.88772,16.83,0.22,12.83,0.22,4,0.311126984
11602,296.22498,-14.8169,16.22,0.2,12.04,-9999,4.18,9999.000002
11603,296.15631,-14.75706,16.9,0.22,11.61,0.13,5.29,0.255538647
11604,296.12019,-14.80225,16.57,-9999,12.38,-9999,4.19,14140.72141
11605,296.08712,-14.82216,15.7,0.11,12.36,-9999,3.34,9999.000001
11606,296.33515,-14.67225,16.35,0.18,10.83,0.09,5.52,0.201246118
11607,296.09332,-14.67037,16.09,0.24,12.54,-9999,3.55,9999.000003
11608,296.18418,-14.92656,15.27,0.1,12.97,-9999,2.3,9999.000001
11609,296.39207,-14.69813,16.03,0.22,11.42,0.19,4.61,0.290688837
11610,296.17981,-14.78113,16.61,0.27,12.03,-9999,4.58,9999.000004
11611,296.26777,-14.81671,16.34,-9999,11.98,-9999,4.36,14140.72141
11612,296.34817,-14.89208,15.77,0.15,12.79,-9999,2.98,9999.000001
11613,296.05019,-14.7933,16.27,-9999,12.83,-9999,3.44,14140.72141
11614,296.33868,-14.91371,15.89,0.14,11.71,0.13,4.18,0.191049732
11615,296.35947,-14.86498,16.58,-9999,13.01,-9999,3.57,14140.72141
11616,296.15699,-14.72318,16.08,0.1,12.36,0.23,3.72,0.250798724
11617,296.24944,-14.74808,15.78,0.12,11.76,0.11,4.02,0.162788206
11618,296.24012,-14.70205,16.16,0.15,12.59,-9999,3.57,9999.000001
11619,296.20224,-14.72696,16.47,0.17,12.53,-9999,3.94,9999.000001
11620,296.24456,-14.75534,16.68,0.28,12.62,-9999,4.06,9999.000004
11621,296.36553,-14.80318,16.35,0.19,12.37,-9999,3.98,9999.000002
11622,296.19515,-14.81083,15.97,0.12,12.39,-9999,3.58,9999.000001
11623,296.14749,-14.68015,14.12,0.05,11.46,0.16,2.66,0.167630546
11624,296.09326,-14.83791,16.75,-9999,12.2,-9999,4.55,14140.72141
11625,296.19218,-14.87732,15.23,0.1,11.92,-9999,3.31,9999.000001
11626,296.35997,-14.80778,16.97,-9999,12.58,-9999,4.39,14140.72141
11627,296.28046,-14.91567,16.12,0.28,12.43,-9999,3.69,9999.000004
11628,296.25784,-14.76627,16.21,0.16,12.09,-9999,4.12,9999.000001
11629,296.21692,-14.88422,16.33,-9999,11.83,-9999,4.5,14140.72141
11630,296.41789,-14.86303,16,-9999,12.07,-9999,3.93,14140.72141
11631,296.15805,-14.72128,16.73,-9999,13.6,-9999,3.13,14140.72141
11632,296.28282,-14.80825,15.45,0.06,10.78,0.09,4.67,0.108166538
11633,296.34523,-14.88119,16.66,0.25,13.17,-9999,3.49,9999.000003
11634,296.35429,-14.83138,15.73,0.09,11.59,0.21,4.14,0.228473193
11635,296.26121,-14.868,16.45,0.22,12.83,-9999,3.62,9999.000002
11636,296.27581,-14.81361,16.25,0.28,12.26,-9999,3.99,9999.000004
11637,296.27839,-14.88907,17,0.25,12.67,-9999,4.33,9999.000003
11638,296.26312,-14.8003,16.2,0.13,11.54,0.21,4.66,0.246981781
11639,296.18218,-14.74492,16.51,-9999,12.94,-9999,3.57,14140.72141
11640,296.29277,-14.81961,15.84,0.14,11.66,-9999,4.18,9999.000001
11641,296.22901,-14.84175,15.63,0.14,11.5,-9999,4.13,9999.000001
11642,296.23094,-14.88354,16.52,0.14,12.33,-9999,4.19,9999.000001
11643,296.25523,-14.71055,15.46,0.16,11.14,0.12,4.32,0.2
11644,296.26941,-14.75945,16.03,0.17,12.24,-9999,3.79,9999.000001
11645,296.17913,-14.79708,16.16,0.13,12.3,-9999,3.86,9999.000001
11646,296.33608,-14.9237,16.01,0.22,12.45,-9999,3.56,9999.000002
11647,296.4011,-14.79352,16.02,-9999,13.15,-9999,2.87,14140.72141
11648,296.2509,-14.69138,16.39,-9999,12.17,-9999,4.22,14140.72141
11649,296.40017,-14.76447,16.01,0.23,13.44,-9999,2.57,9999.000003
11650,296.2756,-14.83708,16.22,0.19,12.48,-9999,3.74,9999.000002
11651,296.3322,-14.80822,16.13,0.12,12.22,0.16,3.91,0.2
11652,296.2478,-14.77651,16.45,0.23,12.19,-9999,4.26,9999.000003
11653,296.28372,-14.77688,16.38,0.24,12.84,-9999,3.54,9999.000003
11654,296.35375,-14.83692,16.46,0.13,12.69,-9999,3.77,9999.000001
11655,296.23922,-14.80065,15.94,-9999,10.73,0.13,5.21,9999.000001
11656,296.36498,-14.69858,16.48,-9999,12.08,-9999,4.4,14140.72141
11657,296.21878,-14.77088,16.35,-9999,12.57,-9999,3.78,14140.72141
11658,296.25354,-14.80588,16.81,0.26,11.47,-9999,5.34,9999.000003
11659,296.35637,-14.82595,15.97,0.13,12.43,-9999,3.54,9999.000001
11660,296.20136,-14.80426,16.55,-9999,11.27,0.08,5.28,9999
11661,296.30288,-14.84679,16.59,-9999,12.88,-9999,3.71,14140.72141
11662,296.21265,-14.73991,16.21,0.22,13.02,-9999,3.19,9999.000002
11663,296.40298,-14.68731,15.71,0.27,13.02,-9999,2.69,9999.000004
11664,296.37532,-14.92455,15.4,0.16,12.66,-9999,2.74,9999.000001
11665,296.19364,-14.84462,16.21,0.23,12.2,-9999,4.01,9999.000003
11666,296.27428,-14.78524,16.29,-9999,11.98,-9999,4.31,14140.72141
11667,296.4022,-14.89285,15.61,0.24,12.25,-9999,3.36,9999.000003
11668,296.31968,-14.8511,15.82,0.1,12.73,-9999,3.09,9999.000001
11669,296.19794,-14.79444,16.17,-9999,12.54,-9999,3.63,14140.72141
11670,296.19637,-14.69059,16.75,-9999,12.09,-9999,4.66,14140.72141
11671,296.12441,-14.8968,16.46,0.2,11.95,0.28,4.51,0.344093011
11672,296.12155,-14.83102,16.2,0.16,12.53,-9999,3.67,9999.000001
11673,296.11901,-14.73107,16.48,0.21,12.47,-9999,4.01,9999.000002
11674,296.1511,-14.78117,15.83,0.1,12.65,-9999,3.18,9999.000001
11675,296.35658,-14.85426,16.58,-9999,11.3,0.09,5.28,9999
11676,296.13278,-14.84711,16.47,-9999,12.35,-9999,4.12,14140.72141
11677,296.20797,-14.79284,16.85,0.28,12.24,-9999,4.61,9999.000004
11678,296.24874,-14.93294,16.26,0.23,12.79,-9999,3.47,9999.000003
11679,296.1488,-14.89671,16.58,0.23,12.55,-9999,4.03,9999.000003
11680,296.23606,-14.81847,16.85,0.28,12.43,0.25,4.42,0.375366488
11681,296.42683,-14.84656,16.31,0.25,11.7,0.24,4.61,0.346554469
11682,296.16964,-14.81173,16.48,0.27,10.89,0.08,5.59,0.281602557
11683,296.28338,-14.93703,16.13,0.17,12.89,-9999,3.24,9999.000001
11684,296.36301,-14.8196,15.82,0.14,12.52,-9999,3.3,9999.000001
11685,296.20152,-14.80073,16.7,0.28,12.28,-9999,4.42,9999.000004
11686,296.36777,-14.77156,16.5,-9999,12.25,-9999,4.25,14140.72141
11687,296.2028,-14.69356,15.64,0.1,11.93,0.21,3.71,0.232594067
11688,296.12728,-14.88905,16.29,0.16,11.84,0.13,4.45,0.206155281
11689,296.42926,-14.84584,16.14,0.23,10.77,0.11,5.37,0.254950976
11690,296.2838,-14.85249,16.66,-9999,12.34,-9999,4.32,14140.72141
11691,296.42217,-14.77517,16.25,-9999,12.62,-9999,3.63,14140.72141
11692,296.11957,-14.8392,16.57,-9999,12.09,-9999,4.48,14140.72141
11693,296.27587,-14.93884,16.33,0.2,13.11,-9999,3.22,9999.000002
11694,296.33782,-14.65212,16.39,-9999,12.95,-9999,3.44,14140.72141
11695,296.41683,-14.79788,15.59,0.1,11.11,0.18,4.48,0.205912603
11696,296.23847,-14.78382,15.66,0.14,11.5,0.12,4.16,0.184390889
11697,296.17768,-14.84834,16.84,-9999,11.78,-9999,5.06,14140.72141
11698,296.27452,-14.76707,16.77,-9999,13.07,-9999,3.7,14140.72141
11699,296.19593,-14.95042,16.57,-9999,12.38,-9999,4.19,14140.72141
11700,296.24555,-14.87937,16.63,0.21,12.39,-9999,4.24,9999.000002
11701,296.28569,-14.91258,15.6,0.11,12.29,-9999,3.31,9999.000001
11702,296.21728,-14.81335,16.35,0.14,11.27,-9999,5.08,9999.000001
11703,296.0652,-14.79483,15.89,-9999,11.34,0.16,4.55,9999.000001
11704,296.41446,-14.84077,15.75,0.14,12.57,-9999,3.18,9999.000001
11705,296.33665,-14.76015,16.64,-9999,12.33,-9999,4.31,14140.72141
11706,296.27816,-14.76183,15.66,0.1,12.69,-9999,2.97,9999.000001
11707,296.10357,-14.72773,16.38,-9999,12.78,-9999,3.6,14140.72141
11708,296.18657,-14.81117,16.63,-9999,12.33,-9999,4.3,14140.72141
11709,296.34569,-14.72439,16.67,-9999,13.08,-9999,3.59,14140.72141
11710,296.24323,-14.83211,17.04,0.29,12.34,-9999,4.7,9999.000004
11711,296.05861,-14.70412,15.66,0.15,11.45,0.15,4.21,0.212132034
11712,296.39977,-14.64488,15.46,0.1,11.95,-9999,3.51,9999.000001
11713,296.25696,-14.76155,16.26,-9999,11.74,-9999,4.52,14140.72141
11714,296.31062,-14.81928,16.62,-9999,12.63,-9999,3.99,14140.72141
11715,296.2806,-14.74516,16.54,0.26,12.38,-9999,4.16,9999.000003
11716,296.28201,-14.79456,16.36,0.2,10.11,0.05,6.25,0.206155281
11717,296.38215,-14.67345,16.56,-9999,12.31,-9999,4.25,14140.72141
11718,296.22768,-14.87655,16.02,0.09,12.61,-9999,3.41,9999
11719,296.09588,-14.96087,16.11,0.2,12.28,0.28,3.83,0.344093011
11720,296.15448,-14.75342,16.38,0.16,11.5,0.24,4.88,0.288444102
11721,296.38624,-14.90762,14.81,0.05,11.07,0.12,3.74,0.13
11722,296.34285,-14.67474,16.33,0.27,12.52,-9999,3.81,9999.000004
11723,296.34248,-14.78167,16.17,0.12,13.01,-9999,3.16,9999.000001
11724,296.19424,-14.84006,16.39,-9999,12.44,-9999,3.95,14140.72141
11725,296.33659,-14.73803,16.23,0.18,12.61,-9999,3.62,9999.000002
11726,296.35545,-14.80892,16.71,0.17,12.27,-9999,4.44,9999.000001
11727,296.35396,-14.73359,16.67,-9999,13.46,-9999,3.21,14140.72141
11728,296.26296,-14.79516,16.61,0.22,11.99,-9999,4.62,9999.000002
11729,296.40759,-14.77018,15.58,0.12,12.42,-9999,3.16,9999.000001
11730,296.15555,-14.68386,16.38,0.2,12.14,0.29,4.24,0.352278299
11731,296.17088,-14.77191,16.87,0.23,12.23,-9999,4.64,9999.000003
11732,296.27629,-14.8829,16.43,0.2,12.27,-9999,4.16,9999.000002
11733,296.22299,-14.68417,16.03,0.18,12.59,-9999,3.44,9999.000002
11734,296.29323,-14.75164,16.64,-9999,12.4,-9999,4.24,14140.72141
11735,296.21336,-14.66456,15.95,0.12,12.44,-9999,3.51,9999.000001
11736,296.17773,-14.75422,16.8,0.3,11.68,0.26,5.12,0.396988665
11737,296.21124,-14.70165,16.52,0.26,11.94,-9999,4.58,9999.000003
11738,296.30244,-14.80891,16.8,-9999,11.83,0.18,4.97,9999.000002
11739,296.221,-14.80303,16.22,-9999,13.07,-9999,3.15,14140.72141
11740,296.20228,-14.91971,16.18,-9999,12.43,-9999,3.75,14140.72141
11741,296.30587,-14.88747,16.57,-9999,12.58,-9999,3.99,14140.72141
11742,296.14304,-14.89159,15.04,0.08,11.13,0.06,3.91,0.1
11743,296.43912,-14.84587,15.76,-9999,12.45,-9999,3.31,14140.72141
11744,296.36705,-14.69953,15.71,0.19,12.38,0.21,3.33,0.283196045
11745,296.24012,-14.77049,16.54,-9999,11.59,0.15,4.95,9999.000001
11746,296.27532,-14.72502,14.12,0.09,8.65,0.02,5.47,0.092195445
11747,296.27452,-14.84281,16.54,-9999,12.4,-9999,4.14,14140.72141
11748,296.25436,-14.81575,16.44,0.15,11.8,-9999,4.64,9999.000001
11749,296.22981,-14.71978,16.06,0.17,10.99,0.11,5.07,0.202484567
11750,296.12949,-14.93066,16.23,-9999,11.86,-9999,4.37,14140.72141
11751,296.36667,-14.9143,15.85,0.15,11.23,0.1,4.62,0.180277564
11752,296.14104,-14.82803,15.3,0.09,12.85,-9999,2.45,9999
11753,296.21173,-14.73803,16.62,-9999,12.53,-9999,4.09,14140.72141
11754,296.33632,-14.78097,16.43,-9999,12.01,0.19,4.42,9999.000002
11755,296.38672,-14.71258,15.74,0.16,11.96,0.3,3.78,0.34
11756,296.34618,-14.90345,16.28,0.15,12.16,-9999,4.12,9999.000001
11757,296.27993,-14.75934,16.02,0.16,12.03,-9999,3.99,9999.000001
11758,296.36963,-14.77704,16.06,0.15,11.17,0.16,4.89,0.219317122
11759,296.3894,-14.64611,16.18,0.17,12.4,-9999,3.78,9999.000001
11760,296.28685,-14.84177,16.59,0.18,12.42,-9999,4.17,9999.000002
11761,296.20659,-14.78343,17.27,0.29,12.2,-9999,5.07,9999.000004
11762,296.05021,-14.77313,15.5,0.07,11.49,0.17,4.01,0.183847763
11763,296.34256,-14.71479,16.83,0.3,12.69,-9999,4.14,9999.000005
11764,296.11786,-14.7247,16.25,0.27,12.28,0.25,3.97,0.36796739
11765,296.37827,-14.78988,16.47,0.16,12.16,-9999,4.31,9999.000001
11766,296.14876,-14.79476,16.66,-9999,11.22,0.09,5.44,9999
11767,296.21681,-14.76498,16.54,-9999,12.83,-9999,3.71,14140.72141
11768,296.33948,-14.75285,16,0.19,12.24,-9999,3.76,9999.000002
11769,296.18899,-14.71888,16.74,0.18,13.03,-9999,3.71,9999.000002
11770,296.17017,-14.80499,16.53,0.2,12.1,-9999,4.43,9999.000002
11771,296.25923,-14.80379,15.04,0.08,12.49,-9999,2.55,9999
11772,296.34841,-14.7496,16.42,-9999,12.33,0.28,4.09,9999.000004
11773,296.17638,-14.86033,16.73,-9999,12.87,-9999,3.86,14140.72141
11774,296.27049,-14.92807,15.7,0.25,12.09,0.26,3.61,0.360693776
11775,296.34148,-14.78322,16.44,0.14,13.05,-9999,3.39,9999.000001
11776,296.11979,-14.81583,16.74,-9999,12.5,-9999,4.24,14140.72141
11777,296.1926,-14.78183,16.33,-9999,12.3,-9999,4.03,14140.72141
11778,296.15282,-14.78373,16.77,0.3,12.35,-9999,4.42,9999.000005
11779,296.28538,-14.77462,16.67,0.22,11.42,0.18,5.25,0.284253408
11780,296.21107,-14.73366,16.4,0.21,11.65,-9999,4.75,9999.000002
11781,296.24771,-14.76841,15.21,0.1,10.95,0.08,4.26,0.128062485
11782,296.0549,-14.73291,15.85,0.15,11.67,0.14,4.18,0.205182845
11783,296.28916,-14.84889,16.48,0.12,12.96,-9999,3.52,9999.000001
11784,296.11351,-14.77756,16.3,0.18,12.41,0.28,3.89,0.33286634
11785,296.22933,-14.7501,16.55,0.25,12.67,-9999,3.88,9999.000003
11786,296.1549,-14.68481,16.49,0.2,12.53,-9999,3.96,9999.000002
11787,296.18201,-14.92085,15.2,0.1,12.4,-9999,2.8,9999.000001
11788,296.37226,-14.82413,16.61,-9999,12.54,-9999,4.07,14140.72141
11789,296.145,-14.91262,16.47,0.14,12.57,-9999,3.9,9999.000001
11790,296.19882,-14.69685,16.75,-9999,12.38,-9999,4.37,14140.72141
11791,296.20574,-14.80349,16.74,0.28,10.97,0.09,5.77,0.294108823
11792,296.34997,-14.77998,16.15,-9999,12.47,-9999,3.68,14140.72141
11793,296.11664,-14.85868,16.49,-9999,12.32,-9999,4.17,14140.72141
11794,296.29259,-14.79048,16.24,0.1,12.89,-9999,3.35,9999.000001
11795,296.29556,-14.70709,16.56,-9999,12.59,-9999,3.97,14140.72141
11796,296.23246,-14.71289,16.6,-9999,11.17,0.11,5.43,9999.000001
11797,296.30704,-14.75906,16.33,0.14,12.89,-9999,3.44,9999.000001
11798,296.19867,-14.77803,16.07,0.14,11.62,0.22,4.45,0.260768096
11799,296.12941,-14.85948,16.45,0.12,10.93,0.06,5.52,0.134164079
11800,296.22797,-14.84788,16.54,-9999,12.29,-9999,4.25,14140.72141
11801,296.06373,-14.82528,15.97,0.23,12.2,-9999,3.77,9999.000003
11802,296.25414,-14.82939,16.41,-9999,12.2,-9999,4.21,14140.72141
11803,296.15992,-14.81376,16.52,-9999,12.81,-9999,3.71,14140.72141
11804,296.19971,-14.82497,16.6,-9999,11.9,0.21,4.7,9999.000002
11805,296.32268,-14.87558,16.53,-9999,12.84,-9999,3.69,14140.72141
11806,296.20417,-14.74628,16.39,-9999,12.71,-9999,3.68,14140.72141
11807,296.23056,-14.83851,14.82,0.09,10.91,0.14,3.91,0.16643317
11808,296.292,-14.74972,16.42,-9999,12.26,-9999,4.16,14140.72141
11809,296.13674,-14.74038,16.89,0.28,12.74,-9999,4.15,9999.000004
11810,296.18494,-14.84966,15.71,0.14,12.13,0.29,3.58,0.322024844
11811,296.24775,-14.67405,16.03,0.16,12.28,-9999,3.75,9999.000001
11812,296.08553,-14.95465,15.78,0.23,12.1,-9999,3.68,9999.000003
11813,296.14876,-14.88944,16.46,0.23,12.42,-9999,4.04,9999.000003
11814,296.35018,-14.79728,16.3,0.16,11.7,0.25,4.6,0.296816442
11815,296.23572,-14.83186,16.56,-9999,13.13,-9999,3.43,14140.72141
11816,296.22703,-14.83834,16.18,0.16,11.95,-9999,4.23,9999.000001
11817,296.25736,-14.83439,16.42,0.21,11.94,-9999,4.48,9999.000002
11818,296.36551,-14.69543,15.97,0.17,12.05,-9999,3.92,9999.000001
11819,296.24834,-14.8827,16.03,0.27,12.34,-9999,3.69,9999.000004
11820,296.27835,-14.93976,15.96,0.12,13.03,-9999,2.93,9999.000001
11821,296.08851,-14.84896,16.44,0.27,12.03,0.29,4.41,0.396232255
11822,296.19444,-14.83506,16.67,-9999,11.39,0.22,5.28,9999.000002
11823,296.39559,-14.70696,16.33,-9999,12.49,-9999,3.84,14140.72141
11824,296.25654,-14.8265,16.15,0.15,12.1,-9999,4.05,9999.000001
11825,296.20618,-14.86088,16.26,0.23,12.13,0.29,4.13,0.37013511
11826,296.04584,-14.75959,16.25,-9999,12.12,-9999,4.13,14140.72141
11827,296.34309,-14.86516,16.28,0.16,11.91,-9999,4.37,9999.000001
11828,296.40924,-14.77789,15.64,0.14,11.85,-9999,3.79,9999.000001
11829,296.35614,-14.856,16.39,0.16,12.52,-9999,3.87,9999.000001
11830,296.37169,-14.91232,15.6,0.23,12.51,-9999,3.09,9999.000003
11831,296.25371,-14.70855,16.86,0.24,11.8,-9999,5.06,9999.000003
11832,296.27208,-14.89402,16.59,-9999,12.8,-9999,3.79,14140.72141
11833,296.28286,-14.8711,15.77,0.13,11.26,0.14,4.51,0.191049732
11834,296.39331,-14.88713,16.48,0.27,12.65,-9999,3.83,9999.000004
11835,296.26501,-14.78494,15.43,-9999,11.56,-9999,3.87,14140.72141
11836,296.19722,-14.7907,16.33,0.17,13.36,-9999,2.97,9999.000001
11837,296.23637,-14.80952,14.77,0.05,9.95,0.04,4.82,0.064031242
11838,296.4279,-14.81127,16.23,0.26,13,-9999,3.23,9999.000003
11839,296.38222,-14.6377,16.24,0.21,12.11,-9999,4.13,9999.000002
11840,296.37059,-14.91294,16.02,0.2,11.61,0.07,4.41,0.211896201
11841,296.28236,-14.80393,16.34,0.23,12.85,-9999,3.49,9999.000003
11842,296.24148,-14.80527,15.61,0.07,9.91,0.06,5.7,0.092195445
11843,296.28169,-14.6978,16.13,0.13,12.64,-9999,3.49,9999.000001
11844,296.25256,-14.77484,16.73,0.17,11.29,0.1,5.44,0.197230829
11845,296.21576,-14.7868,17.14,0.25,11.81,0.19,5.33,0.314006369
11846,296.40289,-14.74114,15.63,0.11,12.37,-9999,3.26,9999.000001
11847,296.39232,-14.81305,15.88,0.24,12.33,-9999,3.55,9999.000003
11848,296.32601,-14.92689,16.15,0.19,11.79,0.21,4.36,0.283196045
11849,296.27281,-14.94475,14.99,0.22,12.46,-9999,2.53,9999.000002
11850,296.17144,-14.75958,16.36,-9999,12.84,-9999,3.52,14140.72141
11851,296.22476,-14.93503,16.08,-9999,12.48,-9999,3.6,14140.72141
11852,296.12056,-14.82287,16.95,0.28,12.41,-9999,4.54,9999.000004
11853,296.25669,-14.91388,15.99,-9999,12.4,-9999,3.59,14140.72141
11854,296.25076,-14.74244,16.82,0.23,12.75,-9999,4.07,9999.000003
11855,296.28524,-14.76673,16.58,-9999,12.32,-9999,4.26,14140.72141
11856,296.2047,-14.93884,16.6,0.23,12.02,-9999,4.58,9999.000003
11857,296.35736,-14.7204,16.59,0.24,13.17,0.2,3.42,0.312409987
11858,296.25397,-14.79386,14.63,0.12,10.99,0.12,3.64,0.169705627
11859,296.31644,-14.86684,16.48,0.23,13.02,-9999,3.46,9999.000003
11860,296.24334,-14.90629,16.38,-9999,12.23,-9999,4.15,14140.72141
11861,296.16158,-14.88071,16.87,-9999,11.59,0.2,5.28,9999.000002
11862,296.34549,-14.92347,15.87,0.12,13.11,-9999,2.76,9999.000001
11863,296.14267,-14.87886,16.58,0.1,12.4,-9999,4.18,9999.000001
11864,296.13162,-14.74486,16.56,0.23,11.12,0.14,5.44,0.26925824
11865,296.29034,-14.76934,16.43,0.23,12.15,-9999,4.28,9999.000003
11866,296.12932,-14.78504,16.02,0.28,8.18,0.02,7.84,0.280713377
11867,296.40252,-14.91659,16.16,0.17,13.25,-9999,2.91,9999.000001
11868,296.39918,-14.72376,16.14,-9999,13.34,-9999,2.8,14140.72141
11869,296.2522,-14.7069,15.75,0.12,12.5,-9999,3.25,9999.000001
11870,296.17072,-14.78789,16.63,0.16,12.61,-9999,4.02,9999.000001
11871,296.28746,-14.80117,16.18,-9999,11.8,-9999,4.38,14140.72141
11872,296.26153,-14.92813,15.71,0.13,12.61,-9999,3.1,9999.000001
11873,296.39468,-14.74271,16,-9999,11.79,-9999,4.21,14140.72141
11874,296.30769,-14.89273,16.03,0.14,12.1,0.04,3.93,0.145602198
11875,296.23137,-14.84796,16.53,-9999,12.49,-9999,4.04,14140.72141
11876,296.20862,-14.73634,16.13,0.13,12.15,-9999,3.98,9999.000001
11877,296.26001,-14.71604,16.67,0.28,12.47,-9999,4.2,9999.000004
11878,296.35128,-14.70885,15.97,0.27,12.57,-9999,3.4,9999.000004
11879,296.22381,-14.73391,16.51,0.22,11.67,-9999,4.84,9999.000002
11880,296.23856,-14.71432,16.12,0.12,12.79,-9999,3.33,9999.000001
11881,296.25655,-14.86122,17.24,0.21,11.78,0.16,5.46,0.264007576
11882,296.18823,-14.7624,16.39,-9999,12.25,-9999,4.14,14140.72141
11883,296.33097,-14.75758,16.5,0.24,12.5,-9999,4,9999.000003
11884,296.30489,-14.87133,16.39,0.28,12.21,-9999,4.18,9999.000004
11885,296.30672,-14.7181,16.51,-9999,13.35,-9999,3.16,14140.72141
11886,296.26227,-14.83409,16.63,0.22,12.38,-9999,4.25,9999.000002
11887,296.2445,-14.74691,13.28,0.09,10.51,0.12,2.77,0.15
11888,296.16798,-14.73677,16.22,0.28,12.63,-9999,3.59,9999.000004
11889,296.20545,-14.79105,16.62,-9999,12.48,0.22,4.14,9999.000002
11890,296.07521,-14.96267,14.91,0.12,13.12,-9999,1.79,9999.000001
11891,296.40666,-14.68352,15.96,-9999,12.41,-9999,3.55,14140.72141
11892,296.14986,-14.79858,16.28,0.17,11.42,0.06,4.86,0.180277564
11893,296.21313,-14.78485,16.66,-9999,12.23,-9999,4.43,14140.72141
11894,296.20447,-14.7301,16.64,0.26,11.94,-9999,4.7,9999.000003
11895,296.39937,-14.81676,16.07,0.2,13.1,-9999,2.97,9999.000002
11896,296.27141,-14.76563,16.47,-9999,12.05,-9999,4.42,14140.72141
