ID,RA,Dec,k80mag,e80mag,k24mag,e24mag,eightzeroMINUStwentyfour,ERROReightzeroMINUStwentyfour
1258,296.2693,-14.66631,14.39,0.03,12.55,-9999,1.84,9999
1259,296.07844,-14.96307,15.3,0.15,12.2,-9999,3.1,9999.000001
1260,296.22286,-14.73107,15.19,0.1,11.25,-9999,3.94,9999.000001
1261,296.22607,-14.85775,14.38,0.06,11.39,0.12,2.99,0.134164079
1262,296.07265,-14.892,14.81,0.08,11.86,-9999,2.95,9999
1263,296.08617,-14.79891,14.83,0.04,12.27,-9999,2.56,9999
1264,296.22129,-14.79927,14.56,0.08,12.04,-9999,2.52,9999
1265,296.17007,-14.80256,14.42,0.04,12.63,-9999,1.79,9999
1266,296.36404,-14.86646,15.06,0.09,12.91,-9999,2.15,9999
1267,296.2131,-14.85081,15.12,0.07,12.73,-9999,2.39,9999
1268,296.23901,-14.79064,14.93,0.06,12.36,-9999,2.57,9999
1269,296.17901,-14.78966,14.8,0.06,11.87,0.12,2.93,0.134164079
1270,296.2372,-14.75501,12.36,0.03,9.95,0.05,2.41,0.058309519
1271,296.17016,-14.84462,14.18,0.05,10.95,0.1,3.23,0.111803399
1272,296.2216,-14.8236,14.54,0.06,12,-9999,2.54,9999
1273,296.24406,-14.80071,14.36,0.07,11.79,-9999,2.57,9999
1274,296.2411,-14.82158,14.68,0.07,11.89,-9999,2.79,9999
1275,296.0987,-14.76872,15.07,0.06,12.11,0.27,2.96,0.276586334
1276,296.26961,-14.94019,14.98,0.09,12.25,-9999,2.73,9999
1277,296.20027,-14.78031,14.31,0.05,12.38,-9999,1.93,9999
1278,296.22874,-14.79237,14.45,0.06,11.22,0.3,3.23,0.305941171
1279,296.07843,-14.94082,15,0.15,11.82,-9999,3.18,9999.000001
1280,296.25097,-14.8278,14.37,0.05,12.5,-9999,1.87,9999
1281,296.22716,-14.83473,14.63,0.07,12.09,-9999,2.54,9999
1282,296.25269,-14.79751,13.72,0.09,10.73,-9999,2.99,9999
1283,296.25833,-14.7883,13.92,0.05,12.88,-9999,1.04,9999
1284,296.03347,-14.69145,15.41,0.1,11.98,-9999,3.43,9999.000001
1285,296.24225,-14.78787,13.42,0.06,7.38,0.02,6.04,0.063245553
1286,296.12579,-14.72668,14.31,0.06,11.09,0.11,3.22,0.125299641
1287,296.11587,-14.93739,14.57,0.09,10.7,0.07,3.87,0.114017543
1288,296.28407,-14.77411,15.24,0.1,12.07,0.23,3.17,0.250798724
1289,296.23892,-14.91002,14.4,0.08,11.24,0.17,3.16,0.187882942
1290,296.21223,-14.66666,15.15,0.05,12.39,-9999,2.76,9999
1291,296.29618,-14.75769,14.35,0.04,12.2,-9999,2.15,9999
1292,296.28823,-14.78882,14.48,0.06,12.66,-9999,1.82,9999
1293,296.28778,-14.77112,14.43,0.08,12.15,-9999,2.28,9999
1294,296.22651,-14.80843,14.07,0.06,11.45,0.09,2.62,0.108166538
1295,296.24224,-14.70437,15.4,0.08,12.3,-9999,3.1,9999
1296,296.23916,-14.67073,14.66,0.04,12.57,-9999,2.09,9999
1297,296.03593,-14.71109,14.7,0.08,11.48,0.1,3.22,0.128062485
1298,296.29435,-14.80399,14.51,0.05,10.95,-9999,3.56,9999
1299,296.11996,-14.71639,14.86,0.06,12.8,-9999,2.06,9999
1300,296.20544,-14.81281,14.35,0.06,12.6,0.29,1.75,0.296141858
1301,296.23724,-14.87553,14.98,0.08,12.12,-9999,2.86,9999
1302,296.31717,-14.78745,14.93,0.04,12.44,-9999,2.49,9999
1303,296.37995,-14.89884,14.44,0.06,12.65,-9999,1.79,9999
1304,296.36998,-14.83565,14.87,0.06,13.28,-9999,1.59,9999
1305,296.08169,-14.82299,14.93,0.19,12.37,-9999,2.56,9999.000002
1306,296.16446,-14.70819,15.7,0.11,10.61,0.08,5.09,0.136014705
1307,296.22766,-14.81381,14.69,0.04,12.19,-9999,2.5,9999
1308,296.18457,-14.67809,15.05,0.08,12.68,-9999,2.37,9999
1309,296.13229,-14.94146,14.96,0.08,12.67,-9999,2.29,9999
1310,296.26672,-14.91113,14.59,0.2,11.7,0.12,2.89,0.233238076
1311,296.16007,-14.71459,14.58,0.07,12.7,-9999,1.88,9999
1312,296.22643,-14.76197,13.92,0.02,11.63,-9999,2.29,9999
1313,296.10463,-14.86455,14.9,0.11,12.82,-9999,2.08,9999.000001
1314,296.32086,-14.79499,14.98,0.07,10.82,0.09,4.16,0.114017543
1315,296.42174,-14.77687,15.54,0.08,12.71,-9999,2.83,9999
1316,296.31143,-14.83887,14.43,0.04,12.33,-9999,2.1,9999
1317,296.27647,-14.92703,14.78,0.07,12.26,-9999,2.52,9999
1318,296.26203,-14.77478,14.25,0.07,11.91,0.29,2.34,0.298328678
1319,296.39895,-14.86536,15.49,0.07,12.51,-9999,2.98,9999
1320,296.20975,-14.7601,14.4,0.06,12.01,0.21,2.39,0.218403297
1321,296.22862,-14.84876,14.97,0.1,12.16,-9999,2.81,9999.000001
1322,296.35912,-14.8785,14.94,0.06,12.35,-9999,2.59,9999
1323,296.18863,-14.92026,14.52,0.06,12.86,-9999,1.66,9999
1324,296.25633,-14.8074,13.48,0.08,10.91,0.1,2.57,0.128062485
1325,296.33632,-14.92062,15.01,0.1,12.54,-9999,2.47,9999.000001
1326,296.14505,-14.79322,14.84,0.05,11.44,0.22,3.4,0.225610283
1327,296.16806,-14.83692,14.26,0.03,11.9,-9999,2.36,9999
1328,296.41998,-14.84558,15.18,0.14,12.41,-9999,2.77,9999.000001
1329,296.38511,-14.87414,15.02,0.08,12.23,-9999,2.79,9999
1330,296.2487,-14.72705,15.31,0.1,11.81,0.2,3.5,0.223606798
1331,296.14939,-14.7896,14.87,0.06,12.56,-9999,2.31,9999
1332,296.13826,-14.72316,14.74,0.05,12.28,0.21,2.46,0.215870331
1333,296.15382,-14.88829,14.66,0.06,12.42,-9999,2.24,9999
1334,296.25745,-14.7824,14.58,0.07,11.93,-9999,2.65,9999
1335,296.43764,-14.8425,15.53,0.15,12.34,-9999,3.19,9999.000001
1336,296.26212,-14.70753,14.67,0.06,12.54,-9999,2.13,9999
1337,296.10581,-14.69433,15.06,0.09,12.25,-9999,2.81,9999
1338,296.36142,-14.90521,15.63,0.16,11.94,-9999,3.69,9999.000001
1339,296.27995,-14.65181,15.33,0.07,12.4,-9999,2.93,9999
1340,296.23021,-14.81395,14.63,0.08,11.89,-9999,2.74,9999
1341,296.30022,-14.86826,14.84,0.07,12.14,-9999,2.7,9999
1342,296.07179,-14.88478,14.61,0.06,11.85,-9999,2.76,9999
1343,296.20142,-14.86709,15.02,0.07,11.81,-9999,3.21,9999
1344,296.22554,-14.88011,14.74,0.04,12.52,-9999,2.22,9999
1345,296.24019,-14.77731,14.92,0.05,12.26,-9999,2.66,9999
1346,296.22772,-14.76104,14.84,0.09,11.42,0.12,3.42,0.15
1347,296.0513,-14.72687,14.64,0.07,12.31,-9999,2.33,9999
1348,296.12649,-14.86251,14.96,0.07,12.92,-9999,2.04,9999
1349,296.28305,-14.7559,14.42,0.04,12.2,-9999,2.22,9999
1350,296.23364,-14.85631,14.66,0.06,13.17,-9999,1.49,9999
1351,296.17167,-14.71605,14.89,0.06,12.15,-9999,2.74,9999
1352,296.40909,-14.71209,15.16,0.16,12.12,-9999,3.04,9999.000001
1353,296.23307,-14.78889,14.75,0.1,12.69,-9999,2.06,9999.000001
1354,296.25606,-14.70952,14.87,0.07,12.27,-9999,2.6,9999
1355,296.32845,-14.82426,14.98,0.08,12.21,0.18,2.77,0.196977156
1356,296.26468,-14.89052,14.61,0.04,11.84,0.24,2.77,0.243310501
1357,296.25795,-14.84268,14.48,0.05,12.79,-9999,1.69,9999
1358,296.21194,-14.81824,14.41,0.05,10.39,0.06,4.02,0.078102497
1359,296.24211,-14.91491,15.11,0.12,12.23,-9999,2.88,9999.000001
1360,296.10146,-14.95973,14.6,0.07,13.58,-9999,1.02,9999
1361,296.26443,-14.77173,14.32,0.04,12.67,-9999,1.65,9999
1362,296.10954,-14.9329,14.73,0.08,12.5,-9999,2.23,9999
1363,296.11173,-14.81478,15.06,0.06,12.43,-9999,2.63,9999
1364,296.11098,-14.66848,15.19,0.1,12.62,-9999,2.57,9999.000001
1365,296.31281,-14.68234,14.98,0.06,12.33,-9999,2.65,9999
1366,296.18052,-14.82188,15.01,0.06,12.23,-9999,2.78,9999
1367,296.0491,-14.72244,15.58,0.09,12.35,-9999,3.23,9999
1368,296.30632,-14.834,15,0.05,12.66,-9999,2.34,9999
1369,296.24143,-14.74469,14.35,0.05,12.15,-9999,2.2,9999
1370,296.21737,-14.84062,14.67,0.04,11.33,0.11,3.34,0.117046999
1371,296.33832,-14.93112,14.81,0.08,13.7,-9999,1.11,9999
1372,296.22372,-14.87956,15.19,0.06,12.15,-9999,3.04,9999
1373,296.22704,-14.83685,14.36,0.05,11.53,0.17,2.83,0.177200451
1374,296.29148,-14.87508,15.18,0.09,12.54,-9999,2.64,9999
1375,296.27622,-14.75816,15.36,0.12,12.43,-9999,2.93,9999.000001
1376,296.24216,-14.93635,14.72,0.1,11.08,0.13,3.64,0.164012195
1377,296.28908,-14.87707,14.86,0.04,12.75,-9999,2.11,9999
1378,296.16488,-14.82941,14.44,0.05,12.4,-9999,2.04,9999
1379,296.2089,-14.7879,15.03,0.15,12.86,-9999,2.17,9999.000001
1380,296.13208,-14.83257,14.9,0.07,12.47,-9999,2.43,9999
1381,296.36062,-14.64106,15.12,0.21,9.55,0.03,5.57,0.212132034
1382,296.15598,-14.68745,14.47,0.05,12.39,-9999,2.08,9999
1383,296.41083,-14.7815,15.46,0.06,12.78,-9999,2.68,9999
1384,296.20938,-14.74661,15.13,0.07,12.14,-9999,2.99,9999
1385,296.25641,-14.7623,15.19,0.14,12.1,-9999,3.09,9999.000001
1386,296.22855,-14.77694,14.6,0.05,11.02,0.08,3.58,0.094339811
1387,296.2516,-14.80102,13.9,0.1,9.66,0.13,4.24,0.164012195
1388,296.15069,-14.95107,14.9,0.12,12.48,-9999,2.42,9999.000001
1389,296.20208,-14.84781,14.4,0.06,13.55,-9999,0.85,9999
1390,296.34043,-14.81332,14.94,0.07,11.02,0.05,3.92,0.086023253
1391,296.30253,-14.81798,15.11,0.13,12.02,0.29,3.09,0.317804972
1392,296.18762,-14.79143,15.61,0.09,12.33,-9999,3.28,9999
1393,296.2914,-14.89322,14.98,0.08,12.66,-9999,2.32,9999
1394,296.38623,-14.68603,15.24,0.09,12.42,-9999,2.82,9999
1395,296.24101,-14.77739,15,0.07,11.86,-9999,3.14,9999
1396,296.16277,-14.90994,14.8,0.07,12.77,-9999,2.03,9999
1397,296.08029,-14.95243,15.02,0.11,11.77,0.16,3.25,0.194164878
1398,296.17939,-14.74265,14.56,0.13,11.78,0.27,2.78,0.299666481
1399,296.42421,-14.89229,15.08,0.14,11.26,0.15,3.82,0.205182845
1400,296.17654,-14.86408,14.77,0.11,12.61,-9999,2.16,9999.000001
1401,296.33766,-14.8337,14.5,0.05,12.16,-9999,2.34,9999
1402,296.20473,-14.84915,14.57,0.04,12.31,-9999,2.26,9999
1403,296.23833,-14.87834,14.88,0.09,12.49,-9999,2.39,9999
1404,296.21878,-14.7686,14.64,0.06,12,-9999,2.64,9999
1405,296.26784,-14.92617,14.67,0.08,12.53,-9999,2.14,9999
1406,296.33539,-14.64253,15,0.05,12.2,-9999,2.8,9999
1407,296.3509,-14.7188,15.05,0.07,11.17,0.12,3.88,0.13892444
1408,296.23075,-14.87487,15.05,0.1,12.43,-9999,2.62,9999.000001
1409,296.30489,-14.83173,14.82,0.05,12.56,-9999,2.26,9999
1410,296.3659,-14.85248,14.67,0.05,12.05,0.2,2.62,0.206155281
1411,296.21719,-14.78141,15.19,0.07,11.15,0.1,4.04,0.122065556
1412,296.23849,-14.70108,14.62,0.06,10.95,0.07,3.67,0.092195445
1413,296.24642,-14.84606,14.7,0.04,12.24,-9999,2.46,9999
1414,296.23628,-14.86601,15.37,0.1,12.15,0.22,3.22,0.241660919
1415,296.38093,-14.69679,15.79,0.14,11.79,0.14,4,0.197989899
1416,296.25978,-14.80236,14.55,0.03,12.45,-9999,2.1,9999
1417,296.27955,-14.80413,14.39,0.04,12.2,-9999,2.19,9999
1418,296.23857,-14.80943,14.56,0.06,12.22,-9999,2.34,9999
1419,296.21425,-14.83777,14.73,0.08,12.56,-9999,2.17,9999
1420,296.19468,-14.68639,15.09,0.03,12.54,-9999,2.55,9999
1421,296.37,-14.84959,15.15,0.09,12.09,-9999,3.06,9999
1422,296.22286,-14.72944,14.87,0.06,10.71,-9999,4.16,9999
1423,296.06384,-14.86864,15.3,0.09,12.34,-9999,2.96,9999
1424,296.17184,-14.86569,14.62,0.04,12.56,-9999,2.06,9999
1425,296.22901,-14.72473,14.5,0.05,10.97,-9999,3.53,9999
1426,296.23118,-14.89736,15.02,0.06,12.55,-9999,2.47,9999
1427,296.05277,-14.73476,15.33,0.09,11.9,-9999,3.43,9999
1428,296.223,-14.78365,14.84,0.05,12.18,0.21,2.66,0.215870331
1429,296.26591,-14.79216,14.42,0.06,11.85,-9999,2.57,9999
1430,296.19489,-14.88759,14.36,0.07,12.13,-9999,2.23,9999
1431,296.22466,-14.79023,14.66,0.08,12.32,-9999,2.34,9999
1432,296.06077,-14.89446,15.5,0.14,11.92,-9999,3.58,9999.000001
1433,296.1597,-14.79966,14.84,0.08,13.21,-9999,1.63,9999
1434,296.15109,-14.72699,14.54,0.07,12.25,-9999,2.29,9999
1435,296.28869,-14.72367,15,0.07,12.59,-9999,2.41,9999
1436,296.24884,-14.77692,14.93,0.06,12.46,-9999,2.47,9999
1437,296.40417,-14.82505,14.92,0.06,11.4,0.07,3.52,0.092195445
1439,296.17963,-14.73701,14.48,0.04,12.31,-9999,2.17,9999
1440,296.24443,-14.81048,14.51,0.06,11.17,0.25,3.34,0.257099203
1441,296.37384,-14.66094,14.43,0.07,11.71,-9999,2.72,9999
1442,296.09712,-14.83594,12.93,0.03,9.35,0.03,3.58,0.042426407
1443,296.26811,-14.76748,14.73,0.06,12.14,-9999,2.59,9999
1444,296.34108,-14.65118,15.18,0.1,12.78,-9999,2.4,9999.000001
1445,296.16864,-14.8778,14.6,0.1,12.64,-9999,1.96,9999.000001
1446,296.24112,-14.79278,14.69,0.06,10.27,-9999,4.42,9999
1447,296.23476,-14.84753,14.59,0.04,12.29,-9999,2.3,9999
1448,296.26245,-14.78598,14.4,0.06,11.8,-9999,2.6,9999
1449,296.36886,-14.76831,14.96,0.06,12.67,-9999,2.29,9999
1450,296.21991,-14.82894,15.61,0.11,12.52,-9999,3.09,9999.000001
1451,296.29922,-14.79196,15.19,0.14,12.64,-9999,2.55,9999.000001
1452,296.21085,-14.81538,14.4,0.05,12.7,-9999,1.7,9999
1453,296.35217,-14.92133,15.24,0.16,11.6,0.15,3.64,0.219317122
1454,296.24866,-14.7263,14.76,0.09,11.12,0.15,3.64,0.174928557
1455,296.34299,-14.77826,15.56,0.1,12.8,-9999,2.76,9999.000001
1456,296.25962,-14.81533,14.73,0.04,12.35,-9999,2.38,9999
1457,296.08467,-14.77598,15.01,0.07,12.34,-9999,2.67,9999
1458,296.25222,-14.74326,14.94,0.1,12.56,-9999,2.38,9999.000001
1459,296.22071,-14.78014,14.53,0.04,12.58,-9999,1.95,9999
1460,296.42066,-14.92122,15.16,0.13,12.2,-9999,2.96,9999.000001
1461,296.27687,-14.80033,13.47,0.05,10.04,0.04,3.43,0.064031242
1462,296.24308,-14.77248,15.07,0.06,12.14,0.29,2.93,0.296141858
1463,296.2331,-14.90481,14.83,0.06,12.4,-9999,2.43,9999
1464,296.21797,-14.82086,14.54,0.05,12.62,-9999,1.92,9999
1465,296.20288,-14.70022,14.77,0.06,12.62,-9999,2.15,9999
1466,296.30119,-14.77902,14.74,0.08,12.78,-9999,1.96,9999
1467,296.38849,-14.80333,14.97,0.07,12.19,-9999,2.78,9999
1468,296.35961,-14.76966,15.06,0.07,12.02,0.18,3.04,0.193132079
1469,296.35579,-14.66454,14.91,0.08,11.86,0.25,3.05,0.262488095
1470,296.07805,-14.72585,14.94,0.07,12.31,0.27,2.63,0.278926514
1471,296.07491,-14.84209,14.82,0.06,11.86,-9999,2.96,9999
1472,296.20508,-14.76021,14.62,0.05,11.77,-9999,2.85,9999
1473,296.38454,-14.7362,14.62,0.09,11.47,0.1,3.15,0.13453624
1474,296.35763,-14.81637,15.05,0.09,12.12,-9999,2.93,9999
1475,296.19189,-14.78172,15.07,0.08,12.85,0.16,2.22,0.178885438
1476,296.3424,-14.85058,15.01,0.04,12.63,-9999,2.38,9999
1477,296.3278,-14.72582,15.03,0.04,12.77,-9999,2.26,9999
1478,296.4363,-14.89512,14.43,0.07,12.33,-9999,2.1,9999
1479,296.11027,-14.92047,15.14,0.1,12.36,-9999,2.78,9999.000001
1480,296.24219,-14.90293,15.1,0.07,12.6,-9999,2.5,9999
1481,296.18083,-14.74719,14.98,0.05,12.48,-9999,2.5,9999
1482,296.16941,-14.70522,14.6,0.03,12.37,-9999,2.23,9999
1483,296.25469,-14.91049,14.95,0.09,13.13,-9999,1.82,9999
1484,296.27037,-14.78264,14.92,0.09,11.57,0.24,3.35,0.256320112
1485,296.32519,-14.70081,15.2,0.05,12.56,-9999,2.64,9999
1486,296.2258,-14.80766,14.13,0.06,13.67,-9999,0.46,9999
1487,296.40784,-14.82461,15.4,0.16,11.69,0.15,3.71,0.219317122
1488,296.20968,-14.82888,14.99,0.06,12.02,-9999,2.97,9999
1489,296.21283,-14.85234,14.82,0.06,11.87,-9999,2.95,9999
1490,296.1331,-14.90316,15.03,0.06,11.52,0.27,3.51,0.276586334
1491,296.23327,-14.85273,15.43,0.1,12.38,-9999,3.05,9999.000001
1492,296.25845,-14.79129,14.17,0.03,11.98,-9999,2.19,9999
1493,296.16886,-14.70239,15.24,0.11,13.19,-9999,2.05,9999.000001
1494,296.20335,-14.74503,15.21,0.08,12.63,-9999,2.58,9999
1495,296.34169,-14.64071,15.31,0.11,12.59,-9999,2.72,9999.000001
1496,296.25775,-14.77471,15.08,0.16,12.82,-9999,2.26,9999.000001
1497,296.19254,-14.86781,14.9,0.07,12.91,-9999,1.99,9999
1498,296.09866,-14.69664,15.17,0.07,12.31,-9999,2.86,9999
1499,296.34305,-14.86312,15.28,0.09,12.16,-9999,3.12,9999
1500,296.17882,-14.86864,14.54,0.04,12.47,-9999,2.07,9999
1501,296.15855,-14.92926,15.15,0.16,12.31,-9999,2.84,9999.000001
1502,296.15263,-14.79816,14.97,0.08,12.78,-9999,2.19,9999
1503,296.31832,-14.90161,15.09,0.08,12.04,-9999,3.05,9999
1504,296.39661,-14.75699,14.77,0.07,11.74,0.23,3.03,0.240416306
1505,296.19457,-14.84272,14.71,0.06,11.85,-9999,2.86,9999
1506,296.24712,-14.77079,14.75,0.06,13.47,-9999,1.28,9999
1507,296.21492,-14.78258,14.94,0.08,10.12,0.04,4.82,0.089442719
1508,296.17727,-14.6943,14.95,0.07,12.18,-9999,2.77,9999
1509,296.20503,-14.73254,15.05,0.1,11.7,-9999,3.35,9999.000001
1510,296.2087,-14.74436,14.79,0.06,12.57,-9999,2.22,9999
1511,296.25336,-14.84706,14.1,0.05,12.09,-9999,2.01,9999
1512,296.11344,-14.96228,15.11,0.1,12.16,-9999,2.95,9999.000001
1513,296.35464,-14.67423,15.53,0.09,13.03,0.17,2.5,0.192353841
1514,296.22596,-14.72913,15.26,0.07,13.48,0.3,1.78,0.308058436
1515,296.28872,-14.78376,13.69,0.09,8.74,0.01,4.95,0.090553851
1516,296.15865,-14.71046,15.14,0.04,12.12,-9999,3.02,9999
1517,296.40152,-14.88134,15.16,0.11,12.3,-9999,2.86,9999.000001
1518,296.35046,-14.79222,15.09,0.09,12.68,-9999,2.41,9999
1519,296.18627,-14.93521,15.31,0.11,12.01,0.2,3.3,0.228254244
1520,296.25853,-14.67132,15.44,0.07,12.61,-9999,2.83,9999
1521,296.05208,-14.70499,15.31,0.11,12.4,-9999,2.91,9999.000001
1522,296.1855,-14.88978,14.92,0.06,12.34,-9999,2.58,9999
1523,296.10027,-14.78661,14.52,0.06,12.78,-9999,1.74,9999
1524,296.17474,-14.65741,15.21,0.05,12.5,-9999,2.71,9999
1525,296.20018,-14.77392,13.54,0.07,10.1,0.06,3.44,0.092195445
1526,296.31293,-14.8012,15.22,0.08,12.54,-9999,2.68,9999
1527,296.22731,-14.88909,15.13,0.05,12.46,-9999,2.67,9999
1528,296.2961,-14.89765,14.77,0.06,12.09,-9999,2.68,9999
1529,296.23816,-14.74919,14.5,0.03,12.22,-9999,2.28,9999
1530,296.25371,-14.72384,14.8,0.06,12.38,-9999,2.42,9999
1531,296.04443,-14.80522,15.06,0.17,11.05,0.13,4.01,0.214009346
1532,296.31402,-14.78391,14.5,0.06,12.76,-9999,1.74,9999
1533,296.24421,-14.74163,14.83,0.06,13.56,-9999,1.27,9999
1534,296.2169,-14.7967,14.18,0.06,12.17,-9999,2.01,9999
1535,296.22927,-14.76873,14.81,0.05,12.42,-9999,2.39,9999
1536,296.2193,-14.73214,16.11,0.11,11.38,-9999,4.73,9999.000001
1537,296.33694,-14.81522,15.01,0.03,12.63,-9999,2.38,9999
1538,296.35117,-14.72065,14.68,0.04,11.73,0.11,2.95,0.117046999
1539,296.26614,-14.71331,15.17,0.11,11.5,-9999,3.67,9999.000001
1540,296.22628,-14.84654,14.54,0.04,13.08,-9999,1.46,9999
1541,296.09529,-14.90017,14.88,0.1,12.47,-9999,2.41,9999.000001
1542,296.30706,-14.78427,14.81,0.04,12.09,-9999,2.72,9999
1543,296.22492,-14.71203,14.94,0.06,9.81,-9999,5.13,9999
1544,296.25154,-14.82912,14.84,0.06,11.89,-9999,2.95,9999
1545,296.32375,-14.63562,15.27,0.08,12.45,-9999,2.82,9999
1546,296.08262,-14.75004,15.27,0.07,12.76,-9999,2.51,9999
1547,296.29332,-14.83707,14.95,0.12,13.78,-9999,1.17,9999.000001
1548,296.07839,-14.78974,14.48,0.03,11.58,0.08,2.9,0.085440037
1549,296.18881,-14.7138,15.09,0.14,12.65,-9999,2.44,9999.000001
1550,296.31822,-14.84736,15.06,0.07,12.5,-9999,2.56,9999
1551,296.32049,-14.74372,15.13,0.08,12.35,-9999,2.78,9999
1552,296.23466,-14.76764,15.03,0.09,12.28,-9999,2.75,9999
1553,296.1594,-14.76772,14.52,0.05,12.44,-9999,2.08,9999
1554,296.21771,-14.84906,15.2,0.1,12.79,-9999,2.41,9999.000001
1555,296.22158,-14.86115,14.27,0.11,11.22,0.12,3.05,0.162788206
1556,296.16787,-14.75436,15.03,0.1,12.87,-9999,2.16,9999.000001
1557,296.24417,-14.84365,15.05,0.06,12.33,0.29,2.72,0.296141858
1558,296.24648,-14.8359,15.1,0.09,12.51,-9999,2.59,9999
1559,296.29454,-14.72538,15.04,0.09,11.9,0.06,3.14,0.108166538
1560,296.359,-14.90219,15.1,0.1,12.9,-9999,2.2,9999.000001
1561,296.34197,-14.68203,13.37,0.03,10.57,0.05,2.8,0.058309519
1562,296.33416,-14.88732,15.07,0.13,12.9,-9999,2.17,9999.000001
1563,296.27444,-14.72493,13.68,0.05,8.13,0.02,5.55,0.053851648
1564,296.33714,-14.85053,14.8,0.04,12.29,-9999,2.51,9999
1565,296.27135,-14.90035,15.07,0.04,12.19,-9999,2.88,9999
1566,296.21882,-14.81288,15.05,0.14,12.25,-9999,2.8,9999.000001
1567,296.08204,-14.68316,15.13,0.09,12.35,-9999,2.78,9999
1568,296.17098,-14.81347,15.25,0.07,12.28,-9999,2.97,9999
1569,296.23828,-14.79616,13.18,0.09,7.94,0.01,5.24,0.090553851
1570,296.11027,-14.76069,15.47,0.12,12.26,-9999,3.21,9999.000001
1571,296.22061,-14.88528,15.11,0.12,12.15,-9999,2.96,9999.000001
1572,296.14113,-14.84907,15.01,0.05,12.53,-9999,2.48,9999
1573,296.40773,-14.7239,15.38,0.1,14.72,-9999,0.66,9999.000001
1574,296.20985,-14.92999,14.28,0.04,12.74,-9999,1.54,9999
1575,296.21276,-14.74405,15.07,0.07,12.15,-9999,2.92,9999
1576,296.15944,-14.73332,14.6,0.03,12.87,-9999,1.73,9999
1577,296.22402,-14.8628,14.73,0.05,11.97,0.23,2.76,0.235372046
1578,296.35301,-14.80183,14.99,0.06,12.33,-9999,2.66,9999
1579,296.20544,-14.74997,14.63,0.04,12.44,-9999,2.19,9999
1580,296.12102,-14.79166,15.24,0.06,12.64,-9999,2.6,9999
1581,296.19437,-14.77764,15.17,0.09,12.24,0.2,2.93,0.219317122
1582,296.2072,-14.78586,14.8,0.05,12.69,-9999,2.11,9999
1583,296.09289,-14.89217,14.81,0.11,12.33,-9999,2.48,9999.000001
1584,296.21716,-14.83443,14.82,0.07,10.5,0.06,4.32,0.092195445
1585,296.0905,-14.95813,15,0.09,12.64,-9999,2.36,9999
1586,296.22129,-14.79711,14.69,0.07,12.31,-9999,2.38,9999
1587,296.40687,-14.90116,14.84,0.11,11.73,-9999,3.11,9999.000001
1588,296.11073,-14.72588,14.58,0.06,12.41,-9999,2.17,9999
1589,296.23191,-14.91883,14.78,0.14,12.33,-9999,2.45,9999.000001
1590,296.16248,-14.68167,15.15,0.11,12.54,-9999,2.61,9999.000001
1591,296.37002,-14.75211,15.05,0.09,12.86,-9999,2.19,9999
1592,296.29236,-14.71469,14.59,0.06,12.07,-9999,2.52,9999
1593,296.41084,-14.86168,14.93,0.1,12.41,-9999,2.52,9999.000001
1594,296.11526,-14.76965,14.79,0.09,12.25,-9999,2.54,9999
1595,296.36622,-14.78454,13.51,0.05,10.98,0.08,2.53,0.094339811
1596,296.40191,-14.73825,14.67,0.06,11.77,0.18,2.9,0.18973666
1597,296.17508,-14.79334,15.83,0.23,11.73,0.23,4.1,0.325269119
1598,296.11341,-14.78921,14.99,0.04,12.75,-9999,2.24,9999
1599,296.28544,-14.78437,15.28,0.05,12.21,-9999,3.07,9999
1600,296.24377,-14.93705,15.58,0.21,11.38,0.14,4.2,0.252388589
1601,296.23078,-14.7844,14.78,0.05,12.92,-9999,1.86,9999
1602,296.26286,-14.72472,14.82,0.11,9.37,0.02,5.45,0.111803399
1603,296.16005,-14.72224,15.43,0.08,12.49,-9999,2.94,9999
1604,296.0782,-14.86862,15.19,0.06,12.27,-9999,2.92,9999
1605,296.10427,-14.82904,15.31,0.08,12.43,-9999,2.88,9999
1606,296.23068,-14.82755,15.18,0.09,12.68,-9999,2.5,9999
1607,296.34437,-14.83554,15.1,0.06,12.3,0.23,2.8,0.237697286
1608,296.3013,-14.74724,15.33,0.08,12.13,-9999,3.2,9999
1609,296.16267,-14.79986,15.63,0.09,12.34,-9999,3.29,9999
1610,296.20897,-14.76994,14.9,0.06,13,-9999,1.9,9999
1611,296.05396,-14.81944,15.18,0.12,12.25,-9999,2.93,9999.000001
1612,296.2038,-14.69834,14.72,0.07,13.2,0.3,1.52,0.308058436
1613,296.11269,-14.71458,15.01,0.07,12.95,-9999,2.06,9999
1614,296.31979,-14.90845,14.41,0.05,12.18,0.23,2.23,0.235372046
1615,296.2361,-14.74335,14.92,0.17,12.03,-9999,2.89,9999.000001
1616,296.07343,-14.75284,15.18,0.07,11.79,0.21,3.39,0.221359436
1617,296.32446,-14.77275,14.85,0.07,12.55,-9999,2.3,9999
1618,296.29234,-14.78777,15.47,0.09,11.89,0.3,3.58,0.313209195
1619,296.38572,-14.85578,15.38,0.12,11.02,0.06,4.36,0.134164079
1620,296.31001,-14.69554,14.87,0.05,12.45,-9999,2.42,9999
1621,296.23869,-14.84006,14.67,0.06,11.98,0.27,2.69,0.276586334
1622,296.22538,-14.73993,15.7,0.21,12.15,0.3,3.55,0.366196668
1623,296.22026,-14.84489,15.35,0.21,12.59,0.19,2.76,0.283196045
