ID,CMD2region,RA,Dec,k36mag,e36mag,Jmag,eJmag,jMINUSthreesix,ERRORjMINUSthreesix
1735,4,296.28197,-14.81867,15.22,0.04,17.459,0.034,2.239,0.052497619
1738,4,296.25197,-14.79851,15.16,0.05,17.263,0.029,2.103,0.057801384
1763,4,296.27857,-14.82213,15.24,0.04,17.118,0.026,1.878,0.047707442
1782,4,296.21154,-14.92078,15.23,0.05,17.104,0.026,1.874,0.056356011
1786,4,296.26588,-14.82434,15.17,0.05,17.445,0.034,2.275,0.060464866
1793,4,296.22683,-14.88139,15.34,0.03,17.365,0.032,2.025,0.043863424
1801,4,296.24508,-14.93226,15.22,0.06,17.45,0.034,2.23,0.068963759
1802,4,296.22526,-14.71264,15.32,0.06,17.317,0.029,1.997,0.066640828
1807,4,296.11284,-14.86825,15.01,0.06,17.17,0.028,2.16,0.066211781
1810,4,296.22613,-14.88226,15.28,0.03,17.165,0.027,1.885,0.040360872
1819,4,296.22429,-14.78331,15.2,0.04,17.689,0.042,2.489,0.058
1821,4,296.22579,-14.75585,15.2,0.07,16.835,0.021,1.635,0.073082146
1823,4,296.22009,-14.75805,15.23,0.07,17.141,0.027,1.911,0.075026662
1826,4,296.2735,-14.73001,15.31,0.04,17.436,0.033,2.126,0.051855569
1827,4,296.22295,-14.86672,15.31,0.03,17.465,0.035,2.155,0.046097722
1829,4,296.17366,-14.79282,15.19,0.05,17.331,0.031,2.141,0.058830264
1831,4,296.26728,-14.79852,15.19,0.05,17.256,0.029,2.066,0.057801384
1835,4,296.18619,-14.79094,15.29,0.04,17.239,0.029,1.949,0.049406477
1854,4,296.15924,-14.86657,15.3,0.05,17.284,0.03,1.984,0.058309519
1862,4,296.13568,-14.81706,15.31,0.04,17.243,0.029,1.933,0.049406477
1872,4,296.19067,-14.80434,15.32,0.06,17.699,0.042,2.379,0.073239334
1875,4,296.28393,-14.73242,15.33,0.05,17.272,0.029,1.942,0.057801384
1884,4,296.44003,-14.88437,15.23,0.07,17.113,0.022,1.883,0.073375745
1885,4,296.22455,-14.74143,15.34,0.07,17.363,0.032,2.023,0.076967526
1888,4,296.33071,-14.82124,15.34,0.05,17.5,0.03,2.16,0.058309519
1895,4,296.23731,-14.82295,15.35,0.06,17.191,0.028,1.841,0.066211781
1903,4,296.19121,-14.86697,15.27,0.08,17.392,0.033,2.122,0.086539009
1908,4,296.30499,-14.86876,15.17,0.05,17.395,0.032,2.225,0.059363288
1919,4,296.23304,-14.84998,15.26,0.04,17.595,0.038,2.335,0.055172457
1920,4,296.13465,-14.86182,15.23,0.04,17.191,0.028,1.961,0.048826222
1921,4,296.25371,-14.80406,15.33,0.04,17.409,0.033,2.079,0.051855569
1922,4,296.1707,-14.85994,15.27,0.03,17.313,0.031,2.043,0.043139309
1929,4,296.25379,-14.75486,14.87,0.02,17.148,0.027,2.278,0.033600595
1930,4,296.22457,-14.86309,15.29,0.04,17.083,0.026,1.793,0.047707442
1943,4,296.23035,-14.84235,15.3,0.07,17.324,0.031,2.024,0.076557168
1948,4,296.29484,-14.86473,15.34,0.06,17.147,0.026,1.807,0.065391131
1959,4,296.31371,-14.86682,15.3,0.04,17.322,0.03,2.022,0.05
2016,4,296.22999,-14.76649,15.26,0.04,17.526,0.036,2.266,0.053814496
2026,4,296.29908,-14.78344,15.17,0.03,17.48,0.035,2.31,0.046097722
2052,4,296.18977,-14.90009,15.33,0.04,17.139,0.027,1.809,0.048259714
2069,4,296.14739,-14.83757,15.24,0.04,17.527,0.036,2.287,0.053814496
2093,4,296.24943,-14.77051,15.34,0.06,17.391,0.032,2.051,0.068
2096,4,296.20271,-14.77378,15.17,0.04,17.296,0.03,2.126,0.05
2104,4,296.25788,-14.76931,15.34,0.03,17.861,0.047,2.521,0.055758407
2109,4,296.26774,-14.9085,15.29,0.07,17.529,0.036,2.239,0.078714675
2117,4,296.24926,-14.76379,15.19,0.03,17.377,0.032,2.187,0.043863424
2147,4,296.31194,-14.92137,15.31,0.05,17.396,0.032,2.086,0.059363288
4068,4,296.25411,-14.75487,14.87,0.02,17.148,0.027,2.278,0.033600595
8261,4,296.29931,-14.78347,15.17,0.03,17.48,0.035,2.31,0.046097722
