,ID,RA,Dec,k36mag,e36mag,d36mag,k45mag,e45mag,d45mag,k58mag,e58mag,d58mag,k80mag,e80mag,d80mag,k24mag,e24mag,dstArcSec,RAJ2000,DEJ2000,Jmag,eJmag,Hmag,eHmag,Kmag,eKmag,CMD1region,CMD2region,CMD3region
9538,9539,296.2113,-14.81605,17.22,0.05,0.96,17.23,0.06,0.65,17.37,0.28,0.87,16.1,0.21,0.51,12.34,-9999.0,0.11214043547074498,296.211273,-14.816033,18.349,0.07200000000000001,17.581,0.055999999999999994,17.45,0.062,-9999,-9999,6
9539,9540,296.1442,-14.8783,17.54,0.06,0.02,17.23,0.07,-0.06,17.16,0.13,-9999.0,16.59,0.19,-9999.0,12.27,-9999.0,0.226412502732702,296.144135,-14.878303,18.343,0.071,17.9,0.07200000000000001,17.686,0.075,-9999,-9999,6
9540,9541,296.38621,-14.75526,17.38,0.08,0.03,17.23,0.06,-0.17,17.46,0.18,-9999.0,15.67,0.1,-9999.0,12.69,-9999.0,0.257444132084216,296.386139,-14.755279999999999,18.645,0.073,17.817999999999998,0.055999999999999994,17.539,0.062,-9999,-9999,6
9543,9544,296.15521,-14.7977,17.44,0.06,0.17,17.23,0.07,-0.06,16.32,0.07,-0.27,16.1,0.14,-9999.0,12.66,-9999.0,0.21644729368756802,296.155151,-14.797680999999999,18.936,0.11599999999999999,18.384,0.11,17.878,0.08900000000000001,-9999,-9999,6
9544,9545,296.38799,-14.673,17.53,0.08,0.78,17.23,0.08,0.55,16.89,0.2,0.24,16.36,0.28,-9999.0,13.19,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9546,9547,296.36532,-14.782670000000001,17.21,0.06,-0.02,17.23,0.07,-0.12,16.73,0.13,-9999.0,15.86,0.1,-9999.0,12.09,0.15,0.0988074062294412,296.365295,-14.782682999999999,18.455,0.062,17.799,0.055,17.695,0.071,-9999,-9999,6
9547,9548,296.06681000000003,-14.90753,17.81,0.11,0.23,17.23,0.04,-0.09,16.42,0.09,-9999.0,15.65,0.1,-9999.0,12.45,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9550,9551,296.19903,-14.821110000000001,17.21,0.09,1.24,17.23,0.1,1.37,16.51,0.13,0.72,16.14,0.24,0.22,11.93,0.15,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9556,9557,296.34287,-14.88589,17.56,0.05,-0.03,17.23,0.06,0.05,16.67,0.12,-0.25,15.44,0.12,-0.48,11.54,0.12,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9559,9560,296.10692,-14.801120000000001,17.5,0.07,0.2,17.23,0.08,0.34,17.16,0.11,-9999.0,15.88,0.13,-0.1,11.87,0.26,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9562,9563,296.25962999999996,-14.937629999999999,17.66,0.07,2.01,17.23,0.1,1.66,16.92,0.15,1.45,15.82,0.2,0.15,12.24,0.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9564,9565,296.18064,-14.85345,17.56,0.07,0.76,17.23,0.08,0.49,16.68,0.1,0.23,16.73,0.24,-9999.0,12.44,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9565,9566,296.23974,-14.68056,17.47,0.16,1.62,17.23,0.17,1.31,16.32,0.16,-9999.0,16.21,0.15,0.81,12.65,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9568,9569,296.27516,-14.65691,17.29,0.04,0.11,17.23,0.06,0.12,17.1,0.23,-9999.0,17.18,0.29,0.74,12.72,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9569,9570,296.26192000000003,-14.750729999999999,17.21,0.05,0.08,17.23,0.05,0.05,17.74,0.25,-9999.0,16.06,0.16,-9999.0,12.01,-9999.0,0.10099238801490198,296.261902,-14.750751999999999,18.515,0.081,17.750999999999998,0.064,17.507,0.066,-9999,-9999,6
9571,9572,296.21917,-14.86595,17.67,0.09,0.16,17.23,0.11,0.3,16.76,0.17,0.28,15.89,0.14,0.55,9.55,0.03,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9576,9577,296.13272,-14.912339999999999,17.11,0.06,0.07,17.24,0.05,0.12,17.35,0.24,-9999.0,16.51,0.29,-9999.0,12.37,-9999.0,0.31689399576121596,296.132629,-14.912344000000001,17.614,0.039,17.167,0.038,17.168,0.048,1,1,6
9577,9578,296.19944,-14.79757,17.23,0.11,0.84,17.24,0.1,0.53,16.33,0.13,0.03,16.55,0.2,0.39,12.59,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9578,9579,296.24539,-14.71863,17.07,0.08,-0.02,17.24,0.1,-0.12,16.8,0.11,-0.27,16.6,0.3,-9999.0,12.85,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
