ID,CMD3region,RA,Dec,k36mag,e36mag,k80mag,e80mag,threesixMINUSeightzero,ERRORthreesixMINUSeightzero
3717,2,296.18739,-14.91468,16.1,0.06,15.75,0.15,0.35,0.161554944
3718,2,296.22448,-14.90081,16.18,0.02,15.95,0.09,0.23,0.092195445
3719,2,296.38001,-14.81922,16.04,0.05,15.56,0.09,0.48,0.102956301
3722,2,296.2596,-14.75602,16.05,0.04,15.94,0.21,0.11,0.213775583
3723,2,296.22792,-14.76913,16.03,0.07,15.48,0.09,0.55,0.114017543
3724,2,296.21748,-14.73901,16.05,0.05,16.05,0.1,0,0.111803399
3725,2,296.15601,-14.81161,16.12,0.05,15.92,0.13,0.2,0.139283883
3727,2,296.14718,-14.89039,16.15,0.04,15.81,0.12,0.34,0.126491106
3728,2,296.16818,-14.82521,16.01,0.11,16.21,0.12,-0.2,0.162788206
3729,2,296.32322,-14.77824,16.14,0.06,15.78,0.1,0.36,0.116619038
3730,2,296.22434,-14.69049,16.11,0.05,16.42,0.21,-0.31,0.215870331
3731,2,296.2157,-14.77652,16.25,0.04,15.67,0.12,0.58,0.126491106
3732,2,296.3909,-14.83615,16.25,0.03,16.14,0.18,0.11,0.182482876
3734,2,296.29725,-14.78323,16.07,0.03,16.25,0.23,-0.18,0.23194827
3735,2,296.1896,-14.7997,16.02,0.07,15.79,0.08,0.23,0.106301458
3736,2,296.16931,-14.70954,16.22,0.12,15.73,0.12,0.49,0.169705627
3737,2,296.07271,-14.85657,16.15,0.07,15.56,0.17,0.59,0.183847763
3738,2,296.4127,-14.75641,16.39,0.08,15.64,0.17,0.75,0.187882942
3740,2,296.23241,-14.79036,15.96,0.05,16.29,0.27,-0.33,0.274590604
3741,2,296.13684,-14.94221,16.2,0.13,16.12,0.22,0.08,0.255538647
3742,2,296.34353,-14.92179,16.19,0.04,15.97,0.16,0.22,0.164924225
3743,2,296.22814,-14.80072,16.12,0.06,15.55,0.09,0.57,0.108166538
3744,2,296.40016,-14.82885,16.39,0.08,15.4,0.08,0.99,0.113137085
3745,2,296.30754,-14.7418,15.99,0.06,15.63,0.12,0.36,0.134164079
3747,2,296.21218,-14.80301,16.16,0.07,15.99,0.14,0.17,0.156524758
3748,2,296.13265,-14.76825,15.93,0.04,15.52,0.08,0.41,0.089442719
3749,2,296.21572,-14.74112,16.32,0.08,15.69,0.12,0.63,0.144222051
3751,2,296.28959,-14.66411,16.23,0.07,15.98,0.17,0.25,0.183847763
3752,2,296.25358,-14.81972,16.1,0.04,15.67,0.07,0.43,0.080622577
3754,2,296.28298,-14.82037,16.17,0.05,15.58,0.1,0.59,0.111803399
3755,2,296.08486,-14.93108,16.19,0.07,15.76,0.12,0.43,0.13892444
3756,2,296.20858,-14.86924,16.16,0.05,15.87,0.08,0.29,0.094339811
3757,2,296.07922,-14.7499,16.2,0.08,15.56,0.11,0.64,0.136014705
3759,2,296.33269,-14.79402,16.12,0.04,15.43,0.11,0.69,0.117046999
3760,2,296.30019,-14.81293,16.24,0.04,15.57,0.11,0.67,0.117046999
3761,2,296.22372,-14.82887,16.22,0.04,15.98,0.12,0.24,0.126491106
3762,2,296.33094,-14.81191,16.18,0.03,15.37,0.08,0.81,0.085440037
3763,2,296.07083,-14.94374,16.24,0.07,15.39,0.15,0.85,0.165529454
3764,2,296.07639,-14.95403,16.07,0.06,15.2,0.15,0.87,0.161554944
3765,2,296.28505,-14.77812,16.01,0.05,15.94,0.14,0.07,0.148660687
3767,2,296.19598,-14.83562,16.02,0.05,15.8,0.1,0.22,0.111803399
3768,2,296.1197,-14.80548,16.15,0.08,15.46,0.07,0.69,0.106301458
3769,2,296.24211,-14.75359,16.22,0.06,15.67,0.08,0.55,0.1
3770,2,296.23093,-14.83611,15.91,0.1,15.51,0.16,0.4,0.188679623
3771,2,296.21169,-14.85706,16.13,0.04,15.7,0.11,0.43,0.117046999
3772,2,296.38142,-14.72788,16.26,0.06,15.64,0.16,0.62,0.170880075
3774,2,296.394,-14.72842,16.08,0.04,15.88,0.19,0.2,0.194164878
3775,2,296.26446,-14.91499,15.84,0.09,15.56,0.2,0.28,0.219317122
3777,2,296.27553,-14.9108,16.19,0.05,15.53,0.15,0.66,0.158113883
3779,2,296.4066,-14.82321,16.17,0.05,15.4,0.09,0.77,0.102956301
3780,2,296.11295,-14.85258,16.2,0.05,15.77,0.08,0.43,0.094339811
3781,2,296.26255,-14.68751,16.31,0.03,15.93,0.09,0.38,0.09486833
3782,2,296.179,-14.88167,16.1,0.06,15.77,0.13,0.33,0.143178211
3783,2,296.06726,-14.93502,16.16,0.07,16.1,0.3,0.06,0.308058436
3784,2,296.2828,-14.88013,16.07,0.05,15.67,0.14,0.4,0.148660687
3785,2,296.26494,-14.80828,16.16,0.04,15.26,0.07,0.9,0.080622577
3786,2,296.4273,-14.85887,16.28,0.08,15.33,0.07,0.95,0.106301458
3787,2,296.21024,-14.79322,16.13,0.04,15.7,0.1,0.43,0.107703296
3789,2,296.20237,-14.85499,16.3,0.09,15.51,0.08,0.79,0.120415946
3791,2,296.31528,-14.84249,16.07,0.04,16.27,0.13,-0.2,0.136014705
3792,2,296.25562,-14.79498,16.1,0.05,15.11,0.08,0.99,0.094339811
3793,2,296.13782,-14.85904,16.24,0.06,15.18,0.07,1.06,0.092195445
3794,2,296.16875,-14.78432,16.29,0.07,15.99,0.11,0.3,0.130384048
3795,2,296.32718,-14.80459,15.85,0.04,15.98,0.13,-0.13,0.136014705
3797,2,296.23565,-14.68322,16.2,0.1,15.87,0.08,0.33,0.128062485
3798,2,296.30306,-14.92395,16.05,0.06,15.55,0.13,0.5,0.143178211
3799,2,296.37408,-14.68593,16.46,0.21,15.48,0.13,0.98,0.246981781
3802,2,296.3049,-14.7313,16.28,0.04,15.54,0.08,0.74,0.089442719
3803,2,296.16045,-14.85114,15.97,0.02,16.16,0.13,-0.19,0.131529464
3804,2,296.11106,-14.69232,16.23,0.06,15.98,0.15,0.25,0.161554944
3805,2,296.06728,-14.89928,16.26,0.09,15.64,0.19,0.62,0.21023796
3806,2,296.09317,-14.86092,16.07,0.05,15.86,0.12,0.21,0.13
3808,2,296.26923,-14.84352,16.14,0.04,15.12,0.07,1.02,0.080622577
3809,2,296.25223,-14.81316,15.79,0.04,15.53,0.1,0.26,0.107703296
3810,2,296.40463,-14.86283,16.14,0.06,15.42,0.09,0.72,0.108166538
3811,2,296.37474,-14.76264,16.22,0.06,16.13,0.25,0.09,0.257099203
3812,2,296.2516,-14.93109,16.14,0.03,15.44,0.15,0.7,0.152970585
3816,2,296.31608,-14.63695,16.39,0.05,15.71,0.09,0.68,0.102956301
3819,2,296.22426,-14.79527,16.04,0.07,16,0.16,0.04,0.174642492
3820,2,296.3953,-14.86143,16.19,0.04,16.13,0.15,0.06,0.155241747
3822,2,296.26738,-14.7517,16.15,0.04,15.46,0.11,0.69,0.117046999
3825,2,296.29789,-14.73524,15.86,0.13,15.43,0.09,0.43,0.158113883
3826,2,296.27972,-14.93083,16.17,0.04,15.36,0.13,0.81,0.136014705
3827,2,296.2751,-14.76311,16.06,0.07,16.04,0.19,0.02,0.202484567
3828,2,296.29946,-14.75638,16.12,0.03,15.36,0.09,0.76,0.09486833
3829,2,296.06537,-14.70076,15.97,0.11,15.98,0.23,-0.01,0.254950976
3830,2,296.07275,-14.87088,16.08,0.08,15.55,0.16,0.53,0.178885438
3831,2,296.12747,-14.73369,16.11,0.06,15.81,0.13,0.3,0.143178211
3832,2,296.27418,-14.80017,15.99,0.06,16.27,0.25,-0.28,0.257099203
3834,2,296.20792,-14.90239,16.22,0.05,15.43,0.07,0.79,0.086023253
3836,2,296.18044,-14.85714,16.29,0.05,15.4,0.06,0.89,0.078102497
3838,2,296.2707,-14.77071,16.31,0.05,15.97,0.16,0.34,0.167630546
3839,2,296.13572,-14.81966,15.6,0.06,15.76,0.11,-0.16,0.125299641
3840,2,296.18018,-14.77471,16.13,0.06,16.01,0.18,0.12,0.18973666
3842,2,296.37062,-14.79043,16.17,0.04,15.65,0.13,0.52,0.136014705
3843,2,296.41657,-14.90159,16.17,0.05,16.07,0.25,0.1,0.254950976
3844,2,296.18294,-14.8417,16.05,0.09,15.64,0.15,0.41,0.174928557
3846,2,296.25173,-14.77763,16.11,0.05,15.44,0.1,0.67,0.111803399
3847,2,296.28494,-14.85092,15.93,0.06,15.9,0.13,0.03,0.143178211
3848,2,296.3987,-14.64058,16.18,0.11,15.96,0.17,0.22,0.202484567
3849,2,296.36223,-14.87945,16.04,0.07,15.87,0.13,0.17,0.147648231
3851,2,296.10828,-14.79127,16.27,0.06,15.81,0.11,0.46,0.125299641
3852,2,296.3128,-14.90892,16.11,0.05,15.76,0.11,0.35,0.12083046
3853,2,296.15228,-14.78488,16.27,0.05,15.55,0.09,0.72,0.102956301
3854,2,296.15395,-14.85235,16.28,0.07,15.46,0.09,0.82,0.114017543
3855,2,296.42599,-14.84063,16.01,0.04,15.56,0.09,0.45,0.098488578
3856,2,296.04446,-14.68711,15.9,0.11,15.92,0.15,-0.02,0.186010752
3857,2,296.28906,-14.8476,16.16,0.05,15.45,0.07,0.71,0.086023253
3858,2,296.06846,-14.82359,16.29,0.05,15.7,0.14,0.59,0.148660687
3859,2,296.15501,-14.70443,16.26,0.05,15.69,0.09,0.57,0.102956301
3860,2,296.28541,-14.86483,16.22,0.04,15.64,0.08,0.58,0.089442719
3861,2,296.26328,-14.88003,16.16,0.04,15.48,0.12,0.68,0.126491106
3863,2,296.43202,-14.80682,16.06,0.07,16.08,0.27,-0.02,0.278926514
3864,2,296.23931,-14.80868,15.99,0.06,15.39,0.23,0.6,0.237697286
3865,2,296.25552,-14.76187,16.15,0.06,15.75,0.14,0.4,0.152315462
3866,2,296.02685,-14.68667,16.2,0.09,15.82,0.22,0.38,0.237697286
3867,2,296.3963,-14.72236,16.11,0.13,15.77,0.19,0.34,0.230217289
3869,2,296.21741,-14.83728,15.98,0.05,16.05,0.19,-0.07,0.196468827
3870,2,296.36009,-14.90248,16.12,0.03,16.29,0.29,-0.17,0.291547595
3871,2,296.18799,-14.78817,16.15,0.04,16.24,0.21,-0.09,0.213775583
3873,2,296.23722,-14.78655,16.24,0.09,15.4,0.07,0.84,0.114017543
3874,2,296.23928,-14.94678,16.03,0.07,15.7,0.16,0.33,0.174642492
3876,2,296.27959,-14.81588,16.22,0.05,15.91,0.14,0.31,0.148660687
3877,2,296.09564,-14.80109,16.13,0.06,16.1,0.1,0.03,0.116619038
3878,2,296.22196,-14.86669,16.16,0.04,15.97,0.18,0.19,0.184390889
3879,2,296.24954,-14.8365,16.18,0.05,15.61,0.13,0.57,0.139283883
3881,2,296.10666,-14.7142,16.26,0.05,15.99,0.12,0.27,0.13
3882,2,296.32821,-14.93112,16.27,0.06,16.1,0.18,0.17,0.18973666
3883,2,296.26321,-14.84881,16.15,0.05,15.72,0.13,0.43,0.139283883
3884,2,296.40406,-14.68527,16.24,0.07,15.83,0.16,0.41,0.174642492
3885,2,296.2939,-14.70877,15.98,0.03,15.62,0.09,0.36,0.09486833
3886,2,296.34203,-14.8222,16.14,0.04,16.35,0.14,-0.21,0.145602198
3889,2,296.3414,-14.81744,16.22,0.05,15.59,0.11,0.63,0.12083046
3890,2,296.03834,-14.74275,16.51,0.1,15.42,0.14,1.09,0.172046505
3891,2,296.35818,-14.6995,16.19,0.05,15.76,0.08,0.43,0.094339811
3893,2,296.22682,-14.74903,16.15,0.09,16,0.15,0.15,0.174928557
3894,2,296.39091,-14.86035,16.06,0.06,16.04,0.11,0.02,0.125299641
3896,2,296.17409,-14.65384,15.88,0.1,15.45,0.11,0.43,0.148660687
3897,2,296.18528,-14.74756,16.27,0.05,15.92,0.12,0.35,0.13
3898,2,296.28313,-14.8049,16.09,0.07,15.74,0.11,0.35,0.130384048
3901,2,296.20893,-14.77729,15.74,0.06,15.33,0.09,0.41,0.108166538
3902,2,296.16342,-14.95955,16.13,0.07,15.81,0.17,0.32,0.183847763
3904,2,296.40337,-14.6658,16.28,0.06,15.91,0.13,0.37,0.143178211
3906,2,296.18929,-14.73645,16.15,0.05,15.67,0.12,0.48,0.13
3908,2,296.39253,-14.71366,16.25,0.05,15.78,0.15,0.47,0.158113883
3909,2,296.25317,-14.89351,16.17,0.03,15.98,0.13,0.19,0.133416641
3910,2,296.1504,-14.95849,16.05,0.05,15.53,0.15,0.52,0.158113883
3911,2,296.25635,-14.92495,16.12,0.04,15.35,0.16,0.77,0.164924225
3912,2,296.17954,-14.89046,16.09,0.04,16.23,0.24,-0.14,0.243310501
3914,2,296.40923,-14.78431,16.11,0.07,15.52,0.08,0.59,0.106301458
3916,2,296.17834,-14.86181,16.14,0.03,16.13,0.12,0.01,0.123693169
3917,2,296.26133,-14.88373,16.32,0.04,15.79,0.09,0.53,0.098488578
3918,2,296.20295,-14.79555,16.15,0.03,15.84,0.11,0.31,0.114017543
3919,2,296.13382,-14.66959,16.18,0.07,16.03,0.18,0.15,0.193132079
3921,2,296.39784,-14.86078,16.29,0.02,15.48,0.09,0.81,0.092195445
3922,2,296.27104,-14.84014,15.99,0.03,15.66,0.2,0.33,0.202237484
3923,2,296.17553,-14.75624,16.26,0.05,16.12,0.26,0.14,0.264764046
3925,2,296.17244,-14.7342,16.14,0.05,16.1,0.11,0.04,0.12083046
3929,2,296.21006,-14.81517,16.07,0.04,16.12,0.21,-0.05,0.213775583
3931,2,296.11678,-14.68588,16.2,0.09,15.78,0.11,0.42,0.142126704
3932,2,296.13659,-14.84656,16.23,0.06,15.85,0.09,0.38,0.108166538
3933,2,296.29324,-14.80497,16.06,0.03,15.48,0.09,0.58,0.09486833
3934,2,296.30633,-14.79541,16.21,0.04,15.87,0.15,0.34,0.155241747
3936,2,296.24567,-14.78655,16.05,0.05,15.9,0.11,0.15,0.12083046
3938,2,296.18582,-14.76249,16.33,0.04,15.53,0.11,0.8,0.117046999
3939,2,296.35103,-14.72256,16.23,0.04,15.71,0.16,0.52,0.164924225
3941,2,296.42541,-14.87097,16.13,0.06,16.27,0.2,-0.14,0.20880613
3942,2,296.148,-14.69441,16.16,0.1,15.81,0.08,0.35,0.128062485
3945,2,296.38926,-14.82035,16.38,0.06,15.76,0.11,0.62,0.125299641
3946,2,296.11214,-14.69176,16.24,0.1,16.16,0.19,0.08,0.214709106
3949,2,296.07225,-14.8117,16.16,0.08,15.63,0.1,0.53,0.128062485
3951,2,296.20826,-14.79721,15.98,0.05,15.51,0.11,0.47,0.12083046
3952,2,296.32839,-14.66972,16.11,0.11,15.7,0.08,0.41,0.136014705
3955,2,296.11641,-14.77431,16.12,0.07,15.69,0.11,0.43,0.130384048
3958,2,296.22694,-14.78672,15.83,0.05,15.71,0.14,0.12,0.148660687
3959,2,296.20531,-14.8892,16.07,0.05,15.38,0.11,0.69,0.12083046
3961,2,296.42603,-14.80984,16.11,0.07,15.5,0.1,0.61,0.122065556
3963,2,296.25029,-14.80057,16.02,0.04,15.1,0.09,0.92,0.098488578
3964,2,296.22223,-14.7447,16.14,0.06,15.89,0.11,0.25,0.125299641
3965,2,296.11758,-14.80525,16.26,0.1,15.33,0.09,0.93,0.13453624
3966,2,296.33467,-14.75331,16.29,0.05,15.75,0.1,0.54,0.111803399
3967,2,296.13956,-14.94906,16.07,0.05,15.3,0.14,0.77,0.148660687
3969,2,296.16012,-14.75279,16.23,0.07,16.18,0.15,0.05,0.165529454
3970,2,296.1635,-14.73266,16.12,0.07,15.5,0.14,0.62,0.156524758
3971,2,296.17536,-14.72337,16.11,0.04,16.05,0.2,0.06,0.203960781
3972,2,296.33556,-14.7472,16.15,0.04,16.18,0.18,-0.03,0.184390889
3973,2,296.29099,-14.836,16.06,0.03,15.59,0.11,0.47,0.114017543
3977,2,296.30125,-14.88975,16.16,0.05,15.88,0.14,0.28,0.148660687
3979,2,296.25647,-14.79483,16.11,0.03,16.29,0.25,-0.18,0.251793566
3980,2,296.21461,-14.75058,16.1,0.06,16.13,0.2,-0.03,0.20880613
3982,2,296.21841,-14.75405,16.28,0.08,15.71,0.15,0.57,0.17
3983,2,296.06412,-14.75869,16.09,0.07,15.97,0.13,0.12,0.147648231
3984,2,296.29327,-14.89478,16.15,0.07,15.58,0.09,0.57,0.114017543
3988,2,296.22786,-14.74846,16.28,0.05,16.02,0.17,0.26,0.177200451
3989,2,296.25191,-14.70317,16.17,0.07,16.04,0.19,0.13,0.202484567
3990,2,296.32849,-14.85578,16.06,0.07,16.2,0.27,-0.14,0.278926514
3991,2,296.37423,-14.87962,16.19,0.04,15.92,0.13,0.27,0.136014705
3992,2,296.31294,-14.82688,16.22,0.03,15.92,0.07,0.3,0.076157731
3993,2,296.15734,-14.86393,16.1,0.06,16.48,0.22,-0.38,0.228035085
3994,2,296.16571,-14.73216,16.42,0.06,15.45,0.08,0.97,0.1
3995,2,296.21087,-14.83556,16.13,0.04,16.18,0.19,-0.05,0.194164878
3997,2,296.43691,-14.91064,16.02,0.04,15.51,0.21,0.51,0.213775583
3998,2,296.29667,-14.73752,16.22,0.1,15.73,0.19,0.49,0.214709106
3999,2,296.11104,-14.7816,16.2,0.05,15.47,0.05,0.73,0.070710678
4000,2,296.19157,-14.89288,16.22,0.06,15.98,0.12,0.24,0.134164079
4001,2,296.35604,-14.76391,16.21,0.03,15.71,0.09,0.5,0.09486833
4004,2,296.12731,-14.75249,16.14,0.06,16.36,0.21,-0.22,0.218403297
4005,2,296.23471,-14.86172,16.08,0.05,15.56,0.09,0.52,0.102956301
4006,2,296.23555,-14.8039,16.11,0.03,16.13,0.16,-0.02,0.162788206
4011,2,296.35747,-14.68936,16.24,0.05,15.81,0.13,0.43,0.139283883
4012,2,296.14288,-14.8234,16.12,0.05,15.86,0.19,0.26,0.196468827
4013,2,296.25923,-14.87551,16.08,0.03,16.06,0.14,0.02,0.143178211
4014,2,296.12383,-14.70517,16.23,0.06,15.54,0.08,0.69,0.1
4018,2,296.24055,-14.72972,16.19,0.03,15.81,0.1,0.38,0.104403065
4022,2,296.0907,-14.74752,16.15,0.05,15.81,0.19,0.34,0.196468827
4024,2,296.24447,-14.78359,16.21,0.06,15.72,0.13,0.49,0.143178211
4025,2,296.31878,-14.86602,16.05,0.04,15.48,0.13,0.57,0.136014705
4029,2,296.38515,-14.6425,16.21,0.06,15.65,0.19,0.56,0.199248588
4031,2,296.225,-14.913,16.21,0.04,15.96,0.22,0.25,0.223606798
4032,2,296.32624,-14.87611,16.03,0.06,16.08,0.09,-0.05,0.108166538
4033,2,296.2667,-14.92538,16.22,0.04,15.9,0.21,0.32,0.213775583
4034,2,296.37489,-14.79806,16.18,0.07,15.71,0.11,0.47,0.130384048
4036,2,296.23482,-14.86258,16.16,0.05,15.35,0.1,0.81,0.111803399
4039,2,296.3458,-14.87598,16.29,0.04,15.87,0.1,0.42,0.107703296
4040,2,296.41232,-14.83824,16.22,0.06,15.25,0.09,0.97,0.108166538
4041,2,296.35121,-14.72731,16.3,0.04,15.56,0.08,0.74,0.089442719
4043,2,296.25524,-14.8511,16.03,0.06,15.68,0.15,0.35,0.161554944
4044,2,296.23982,-14.87697,16.06,0.08,16.44,0.21,-0.38,0.224722051
4045,2,296.15369,-14.67177,16.34,0.04,15.53,0.13,0.81,0.136014705
4046,2,296.23931,-14.78867,16.34,0.06,15.79,0.12,0.55,0.134164079
4048,2,296.31652,-14.68122,16.23,0.05,15.61,0.08,0.62,0.094339811
4049,2,296.20915,-14.71494,16.21,0.09,15.68,0.11,0.53,0.142126704
4050,2,296.15959,-14.91735,16.09,0.04,16.16,0.16,-0.07,0.164924225
4051,2,296.24736,-14.76493,16.13,0.05,15.61,0.1,0.52,0.111803399
4052,2,296.2511,-14.90636,16.27,0.05,15.71,0.13,0.56,0.139283883
4053,2,296.17873,-14.87628,16.18,0.05,15.46,0.09,0.72,0.102956301
4055,2,296.24211,-14.78548,16.11,0.05,15.82,0.09,0.29,0.102956301
4056,2,296.15778,-14.84025,16.27,0.05,15.98,0.13,0.29,0.139283883
4059,2,296.37339,-14.85969,16.17,0.04,15.88,0.12,0.29,0.126491106
4061,2,296.20638,-14.82577,16.17,0.05,15.92,0.16,0.25,0.167630546
4063,2,296.33113,-14.70284,16.22,0.04,15.84,0.21,0.38,0.213775583
4070,2,296.11866,-14.8068,16.2,0.04,16.25,0.16,-0.05,0.164924225
4076,2,296.12042,-14.74852,16.39,0.05,15.56,0.1,0.83,0.111803399
4077,2,296.12336,-14.79759,16.31,0.06,15.98,0.17,0.33,0.180277564
4080,2,296.20385,-14.75527,16.31,0.04,15.78,0.09,0.53,0.098488578
4083,2,296.41832,-14.85611,16.3,0.07,15.97,0.15,0.33,0.165529454
4086,2,296.20532,-14.76094,16.09,0.06,15.93,0.11,0.16,0.125299641
4087,2,296.22791,-14.92882,16.26,0.05,15.75,0.1,0.51,0.111803399
4090,2,296.19399,-14.91875,16.35,0.05,15.74,0.21,0.61,0.215870331
4091,2,296.05966,-14.88896,16.2,0.07,15.63,0.12,0.57,0.13892444
4092,2,296.33002,-14.75884,16.27,0.05,15.94,0.15,0.33,0.158113883
4093,2,296.14347,-14.67845,16.26,0.06,15.77,0.08,0.49,0.1
4098,2,296.19515,-14.72878,16.21,0.05,16.19,0.17,0.02,0.177200451
4099,2,296.19884,-14.83217,16,0.06,16.29,0.17,-0.29,0.180277564
4100,2,296.24998,-14.71117,16.11,0.05,15.27,0.07,0.84,0.086023253
4103,2,296.29508,-14.82678,16.14,0.04,15.41,0.08,0.73,0.089442719
4104,2,296.30476,-14.91971,16.15,0.05,16.17,0.26,-0.02,0.264764046
4105,2,296.20522,-14.80968,16.21,0.05,15.85,0.09,0.36,0.102956301
4106,2,296.34921,-14.68093,16.35,0.06,15.62,0.09,0.73,0.108166538
4108,2,296.29897,-14.90883,16.29,0.04,15.34,0.19,0.95,0.194164878
4113,2,296.1584,-14.93484,16.08,0.06,15.96,0.15,0.12,0.161554944
4114,2,296.32074,-14.88106,16.23,0.05,16.01,0.16,0.22,0.167630546
4115,2,296.20709,-14.86135,16.23,0.04,15.88,0.1,0.35,0.107703296
4118,2,296.24177,-14.6955,16.2,0.04,16.21,0.14,-0.01,0.145602198
4119,2,296.25533,-14.92045,16.03,0.04,15.5,0.12,0.53,0.126491106
4121,2,296.22508,-14.85271,16.32,0.09,15.45,0.08,0.87,0.120415946
4123,2,296.27064,-14.91671,16.26,0.05,15.92,0.14,0.34,0.148660687
4124,2,296.24206,-14.82271,16.04,0.05,16.16,0.16,-0.12,0.167630546
4125,2,296.3006,-14.77102,16.18,0.05,15.83,0.11,0.35,0.12083046
4126,2,296.29564,-14.88766,16.28,0.07,15.7,0.15,0.58,0.165529454
4127,2,296.28646,-14.90024,16.27,0.08,15.36,0.16,0.91,0.178885438
4128,2,296.22747,-14.834,16.1,0.07,16.26,0.21,-0.16,0.221359436
4132,2,296.4124,-14.85668,15.53,0.03,15.61,0.14,-0.08,0.143178211
4133,2,296.29405,-14.65309,16.28,0.05,15.69,0.19,0.59,0.196468827
4135,2,296.31225,-14.67795,16.23,0.04,15.77,0.1,0.46,0.107703296
4136,2,296.25086,-14.71586,16.06,0.03,15.49,0.05,0.57,0.058309519
4137,2,296.20391,-14.77903,16.14,0.05,16.1,0.14,0.04,0.148660687
4139,2,296.08344,-14.72869,16.39,0.07,15.69,0.09,0.7,0.114017543
4140,2,296.28303,-14.79553,16.27,0.04,16.07,0.12,0.2,0.126491106
4141,2,296.20186,-14.7803,16.3,0.07,15.94,0.13,0.36,0.147648231
4143,2,296.08699,-14.76569,16.21,0.04,16.08,0.12,0.13,0.126491106
4145,2,296.16798,-14.88293,16.31,0.06,15.9,0.19,0.41,0.199248588
4147,2,296.27517,-14.65322,16.28,0.05,15.91,0.12,0.37,0.13
4151,2,296.16174,-14.8097,16.08,0.04,16.17,0.21,-0.09,0.213775583
4152,2,296.0848,-14.87574,16.27,0.09,15.86,0.11,0.41,0.142126704
4153,2,296.17751,-14.85379,16.25,0.05,15.55,0.09,0.7,0.102956301
4155,2,296.22076,-14.76473,16.27,0.03,15.73,0.12,0.54,0.123693169
4158,2,296.22416,-14.76531,16.21,0.07,15.59,0.09,0.62,0.114017543
4160,2,296.24564,-14.78542,15.99,0.04,16.37,0.21,-0.38,0.213775583
4161,2,296.20551,-14.85731,16.44,0.04,15.52,0.08,0.92,0.089442719
4162,2,296.244,-14.82582,16.16,0.05,15.13,0.11,1.03,0.12083046
4163,2,296.22215,-14.93188,16.32,0.04,15.91,0.2,0.41,0.203960781
4164,2,296.38586,-14.82327,16.23,0.05,15.57,0.09,0.66,0.102956301
4165,2,296.26233,-14.81744,16.11,0.05,16.29,0.22,-0.18,0.225610283
4167,2,296.32424,-14.85859,16.18,0.08,15.59,0.15,0.59,0.17
4172,2,296.20342,-14.81974,16.19,0.05,15.82,0.11,0.37,0.12083046
4174,2,296.32192,-14.64839,16.29,0.07,15.7,0.12,0.59,0.13892444
4175,2,296.27706,-14.79449,16.19,0.05,15.45,0.08,0.74,0.094339811
4176,2,296.25359,-14.70056,16.12,0.05,15.8,0.19,0.32,0.196468827
4177,2,296.07483,-14.90005,16.34,0.06,15.8,0.18,0.54,0.18973666
4178,2,296.21501,-14.94434,16.23,0.07,15.83,0.22,0.4,0.230867928
4182,2,296.19953,-14.76854,16.25,0.03,15.57,0.06,0.68,0.067082039
4183,2,296.21132,-14.93481,16.08,0.03,16.33,0.26,-0.25,0.261725047
4184,2,296.19038,-14.79953,16.16,0.02,15.81,0.14,0.35,0.141421356
4185,2,296.06322,-14.85883,16.27,0.05,15.67,0.13,0.6,0.139283883
4186,2,296.38376,-14.63844,16.49,0.07,15.4,0.13,1.09,0.147648231
4187,2,296.2194,-14.65497,16.32,0.06,15.62,0.1,0.7,0.116619038
4189,2,296.26332,-14.84192,16.06,0.07,15.8,0.12,0.26,0.13892444
4190,2,296.27123,-14.82168,16.11,0.07,15.41,0.09,0.7,0.114017543
4192,2,296.30979,-14.8204,16.11,0.04,16.47,0.12,-0.36,0.126491106
4194,2,296.3464,-14.75783,16.27,0.05,15.73,0.12,0.54,0.13
4195,2,296.28312,-14.76474,15.94,0.05,15.28,0.06,0.66,0.078102497
4197,2,296.29999,-14.752,16.16,0.07,16.15,0.27,0.01,0.278926514
4198,2,296.11551,-14.71647,16.42,0.03,15.63,0.08,0.79,0.085440037
4199,2,296.3425,-14.82983,16.22,0.05,15.59,0.15,0.63,0.158113883
4200,2,296.39879,-14.87402,16.02,0.07,15.87,0.11,0.15,0.130384048
4201,2,296.22187,-14.82761,16.08,0.07,15.66,0.09,0.42,0.114017543
4203,2,296.24957,-14.86058,16.16,0.05,15.62,0.12,0.54,0.13
4204,2,296.11925,-14.83487,16.25,0.09,15.74,0.22,0.51,0.237697286
4205,2,296.3237,-14.79294,15.84,0.11,15.57,0.08,0.27,0.136014705
4206,2,296.11611,-14.91784,16.34,0.07,15.63,0.1,0.71,0.122065556
4207,2,296.34287,-14.87461,16.23,0.06,16.18,0.12,0.05,0.134164079
4208,2,296.19072,-14.87072,15.96,0.08,15.35,0.07,0.61,0.106301458
4210,2,296.40976,-14.85149,16.28,0.04,15.36,0.08,0.92,0.089442719
4211,2,296.33064,-14.75249,16.21,0.05,15.76,0.09,0.45,0.102956301
4212,2,296.20308,-14.82216,16.2,0.05,15.57,0.11,0.63,0.12083046
4213,2,296.0813,-14.84044,16.39,0.05,15.5,0.09,0.89,0.102956301
4215,2,296.17309,-14.684,16.27,0.1,15.73,0.2,0.54,0.223606798
4216,2,296.39879,-14.84179,15.01,0.05,15.29,0.12,-0.28,0.13
4217,2,296.12895,-14.7306,16.29,0.08,15.67,0.08,0.62,0.113137085
4218,2,296.19496,-14.79079,16.23,0.06,15.83,0.17,0.4,0.180277564
